"id","name","prefix","year1","year2","language","nodesid"
"7373","Hayne",null,null,null,null,"2374"
"7374","Hagyn",null,null,null,null,"2374"
"7375","Albrechshayn",null,null,null,null,"2374"
"7376","Grefin Heynchin",null,null,null,null,"2374"
"7377","Grefinheynchin",null,null,null,null,"2374"
"7378","Grafinheinichen",null,null,null,null,"2374"
"7379","Grevenhenychin",null,null,null,null,"2374"
"7380","Heynichin",null,null,null,null,"2374"
"7381","Grevenheynichin",null,null,null,null,"2374"
"7382","Henichen",null,null,null,null,"2374"
"7383","Grevenhenichen",null,null,null,null,"2374"
"7384","Grevental",null,null,null,null,"2375"
"7385","Greffintal",null,null,null,null,"2375"
"7387","Greuinghusen",null,null,null,null,"2379"
"7388","Greuinchus",null,null,null,null,"2379"
"7389","Greuinchusen",null,null,null,null,"2379"
"7390","Greuenhuszen",null,null,null,null,"2379"
"7391","Grambeke",null,null,null,null,"2381"
"7392","Grambecke",null,null,null,null,"2381"
"7393","Grambuke",null,null,null,null,"2381"
"7394","Bergene",null,null,null,null,"2383"
"7395","Grammesberghe",null,null,null,null,"2383"
"7396","Gramsberghe",null,null,null,null,"2383"
"7397","Gramberge",null,null,null,null,"2383"
"7398","Gramsowe",null,null,null,null,"2384"
"7399","Gramtzow",null,null,null,null,"2384"
"7400","Grampzo",null,null,null,null,"2384"
"7401","Grannde",null,null,null,null,"2385"
"7402","Gramlow",null,null,null,null,"2382"
"30649","Helsingefors","","1553",null,"","18124"
"7410","Grasdorf",null,null,null,null,"2391"
"7411","Gravestorp",null,null,null,null,"2391"
"7412","Gravestorpe",null,null,null,null,"2391"
"7413","Grastorpp",null,null,null,null,"2391"
"7414","Graßtorff",null,null,null,null,"2391"
"7415","Graustorff",null,null,null,null,"2391"
"7416","Graßdorff",null,null,null,null,"2391"
"7417","Grasdorf",null,null,null,null,"2392"
"7418","Gravestorp",null,null,null,null,"2392"
"7419","Gravesthorp",null,null,null,null,"2392"
"7420","Grasthorp",null,null,null,null,"2392"
"7421","Gravesdorp",null,null,null,null,"2392"
"7422","Gravestorpe",null,null,null,null,"2392"
"7423","Graßdorff",null,null,null,null,"2392"
"7424","Großdorf",null,null,null,null,"2392"
"7425","Gratem",null,null,null,null,"2393"
"7426","Graudenz",null,null,null,null,"2394"
"7427","Grauduppen",null,null,null,null,"2395"
"7428","Groß Burlo",null,null,null,null,"2476"
"7429","Burloe",null,null,null,null,"2476"
"7430","Burloh",null,null,null,null,"2476"
"7431","Buerloe",null,null,null,null,"2476"
"7432","Borlo",null,null,null,null,"2476"
"7434","Graven",null,null,null,null,"2396"
"7435","Grauen",null,null,null,null,"2396"
"29904","Rinsberg","","1375",null,"","13808"
"7437","Grene",null,null,null,null,"2402"
"7438","Grien",null,null,null,null,"2402"
"7439","Gren",null,null,null,null,"2402"
"7440","Greyn",null,null,null,null,"2402"
"7441","Grehende",null,null,null,null,"2402"
"7442","Greuerode",null,null,null,null,"2404"
"7444","Greifenberg",null,null,null,null,"2406"
"7445","Greifenberg in Pommern",null,null,null,null,"2406"
"7446","Griphenberch super Regam",null,null,null,null,"2406"
"7447","Griphemberch super Regam",null,null,null,null,"2406"
"7448","Gryphimontani",null,null,null,null,"2406"
"7449","Greiffenberg",null,null,null,null,"2406"
"7450","nova civitas super Regam",null,null,null,null,"2406"
"7451","Gryphenberge",null,null,null,null,"2406"
"7452","Grifenberg",null,null,null,null,"2406"
"7453","Griphenberch",null,null,null,null,"2406"
"7454","Grifenberch",null,null,null,null,"2406"
"7455","Griphenberge",null,null,null,null,"2406"
"7456","Griffenberg",null,null,null,null,"2406"
"7457","Griffenberch",null,null,null,null,"2406"
"7458","Grifenberge",null,null,null,null,"2406"
"7459","Greiffenberge",null,null,null,null,"2406"
"7460","Greifenhagen",null,null,null,null,"2407"
"7461","Gryphenhaghen",null,null,null,null,"2407"
"7462","Grifengagen",null,null,null,null,"2407"
"7463","Grifenhaghen",null,null,null,null,"2407"
"7464","Griphenhagen",null,null,null,null,"2407"
"7465","Grifenhagen",null,null,null,null,"2407"
"7466","Griffenhagen",null,null,null,null,"2407"
"7467","Greiffenhagen",null,null,null,null,"2407"
"7468","Grifeswold",null,null,null,null,"2409"
"7469","Gripeswold",null,null,null,null,"2409"
"7470","Gripheswald",null,null,null,null,"2409"
"7471","Gripeswald",null,null,null,null,"2409"
"7472","Grifeswolde",null,null,null,null,"2409"
"7473","Gripeswalt",null,null,null,null,"2409"
"7474","Gripeswald",null,null,null,null,"2409"
"7475","Grabbyn",null,null,null,null,"2398"
"7476","Grabbin",null,null,null,null,"2398"
"7477","Grendberga",null,null,null,null,"2411"
"7478","Grenberga",null,null,null,null,"2411"
"7479","Gremberge",null,null,null,null,"2411"
"7480","Grintbergis",null,null,null,null,"2411"
"7481","Grudenitz",null,null,null,null,"2416"
"7482","Greudenitz",null,null,null,null,"2416"
"7483","Greudnitz",null,null,null,null,"2416"
"7484","Grudnitz",null,null,null,null,"2416"
"7485","Gruzen",null,null,null,null,"2417"
"7486","Griuzin",null,null,null,null,"2417"
"7487","Gruzin",null,null,null,null,"2417"
"7488","Greusen",null,null,null,null,"2417"
"7489","Grusin",null,null,null,null,"2417"
"7490","Daleheim",null,null,null,null,"2479"
"7491","Dalem",null,null,null,null,"2479"
"7492","Dalehem",null,null,null,null,"2479"
"7493","Dalum",null,null,null,null,"2479"
"7494","Vogedesdalem",null,null,null,null,"2479"
"7495","Dahlem",null,null,null,null,"2479"
"7496","Groten Dalim",null,null,null,null,"2479"
"7497","Vogts Dalem",null,null,null,null,"2479"
"7503","Bruoche",null,null,null,null,"2420"
"7504","Bruche",null,null,null,null,"2420"
"7505","Greuenbroiche",null,null,null,null,"2420"
"7506","Grevenkroch",null,null,null,null,"2422"
"7507","Greuenkroch",null,null,null,null,"2422"
"7508","Gnewesmulne",null,null,null,null,"2423"
"7509","Gnewismulne",null,null,null,null,"2423"
"7510","Gneuesmholen",null,null,null,null,"2423"
"7511","Greuiszmhulenn",null,null,null,null,"2423"
"7512","Grevismühlen",null,null,null,null,"2423"
"7513","Gnewismolen",null,null,null,null,"2423"
"7514","Grevesmolen",null,null,null,null,"2423"
"7515","Gevismühlen",null,null,null,null,"2423"
"7516","Grewesmolen",null,null,null,null,"2423"
"7517","Gribowe",null,null,null,null,"2424"
"7518","Grybow",null,null,null,null,"2424"
"7519","Gribow",null,null,null,null,"2424"
"7520","Gribau",null,null,null,null,"2424"
"7521","Gribaw",null,null,null,null,"2424"
"7522","Griebow",null,null,null,null,"2424"
"7523","Griebe",null,null,null,null,"2424"
"7524","Grismere",null,null,null,null,"2427"
"7525","Gryszem",null,null,null,null,"2427"
"7526","Gosme",null,null,null,null,"2427"
"7527","Grysme",null,null,null,null,"2427"
"7528","Grißme",null,null,null,null,"2427"
"7529","Grießheim",null,null,null,null,"2427"
"7530","Grijpskerke",null,null,null,null,"2428"
"7531","Grypskercke",null,null,null,null,"2428"
"7532","Grijpskerck",null,null,null,null,"2428"
"7533","Grijp-kercke",null,null,null,null,"2428"
"7534","Ruygwerdt",null,null,null,null,"2428"
"7535","Ruegewerdt",null,null,null,null,"2428"
"7536","Engewerdt",null,null,null,null,"2428"
"7537","Greven",null,null,null,null,"2419"
"7538","Greben",null,null,null,null,"2419"
"7539","Curbechi",null,null,null,null,"3951"
"7540","Curbyke",null,null,null,null,"3951"
"7541","Curbiki",null,null,null,null,"3951"
"7542","Curbeki",null,null,null,null,"3951"
"7543","Corbyke",null,null,null,null,"3951"
"7544","Coerbeyke",null,null,null,null,"3951"
"7545","Corbecke",null,null,null,null,"3951"
"7546","Corbach",null,null,null,null,"3951"
"7547","Cörbach",null,null,null,null,"3951"
"7549","Grimmis",null,null,null,null,"2430"
"7550","Grymma",null,null,null,null,"2430"
"7551","Grimme",null,null,null,null,"2431"
"7552","Grimmis",null,null,null,null,"2431"
"7553","Grimmenn",null,null,null,null,"2431"
"7554","Grymmen",null,null,null,null,"2431"
"7443","Greibnig","",null,null,"deu","2405"
"7433","Groß Krauschen","",null,null,"deu","2516"
"7548","Grimme","","1160",null,"","2430"
"7408","Granzoye","","1290",null,"","2388"
"7405","Granzowe","","1333",null,"","2388"
"7409","Granszoye","","1334",null,"","2388"
"7404","Gransoge","","1373",null,"","2388"
"7500","Greuaon","between","800","999","","2418"
"7501","Greuan","between","900","999","","2418"
"7498","Greven","between","1126","1127","","2418"
"7555","Grimm",null,null,null,null,"2431"
"7556","Hof Gristow",null,null,null,null,"2433"
"7557","Grobin",null,null,null,null,"2436"
"7558","Grubin",null,null,null,null,"2436"
"7559","Crobyn",null,null,null,null,"2436"
"7560","Grebyn",null,null,null,null,"2436"
"7561","Grupilingi",null,null,null,null,"2437"
"7562","Grupilinga",null,null,null,null,"2437"
"7563","Gropelinge",null,null,null,null,"2437"
"7564","Gropelinc",null,null,null,null,"2437"
"7565","Groppelingen",null,null,null,null,"2437"
"7566","Gropelinghen",null,null,null,null,"2437"
"7567","Gropling",null,null,null,null,"2437"
"7568","Grochow",null,null,null,null,"2438"
"7569","Gorch",null,null,null,null,"2438"
"7570","Gródek Jagielloński",null,null,null,null,"2441"
"7571","Городок",null,null,null,null,"2441"
"7572","Grodeke",null,null,null,null,"2441"
"7573","Grodno",null,null,null,null,"2444"
"7574","Гродна",null,null,null,null,"2444"
"7575","Dunge",null,null,null,null,"2482"
"7576","Dungen",null,null,null,null,"2482"
"7577","Duggem",null,null,null,null,"2482"
"7578","Dungedhe",null,null,null,null,"2482"
"7579","Dunghem",null,null,null,null,"2482"
"7580","Dunchem",null,null,null,null,"2482"
"7581","Dunhem",null,null,null,null,"2482"
"7582","Groß Köppo",null,null,null,null,"2514"
"7583","Koppe",null,null,null,null,"2514"
"7584","Gronlo",null,null,null,null,"2449"
"7585","Grunlo",null,null,null,null,"2449"
"7586","Groenloe",null,null,null,null,"2449"
"7587","Grolloe",null,null,null,null,"2449"
"7588","Grol",null,null,null,null,"2449"
"7589","Grolle",null,null,null,null,"2449"
"7590","Gronspech",null,null,null,null,"2450"
"7591","Gronesbeke",null,null,null,null,"2450"
"7592","Grunsbek",null,null,null,null,"2450"
"7593","Groesbeke",null,null,null,null,"2450"
"7594","Grosebecke",null,null,null,null,"2450"
"7595","Grunzebeke",null,null,null,null,"2450"
"7596","Grunzenbeke",null,null,null,null,"2450"
"7597","Grusbeke",null,null,null,null,"2450"
"7598","Groisbeeck",null,null,null,null,"2450"
"7599","Grunlo",null,null,null,null,"2451"
"7600","Groenlo",null,null,null,null,"2451"
"7601","Grolle",null,null,null,null,"2451"
"7602","Groelle",null,null,null,null,"2451"
"7603","Grollo",null,null,null,null,"2451"
"7604","Grolloe",null,null,null,null,"2451"
"7605","Gronau",null,null,null,null,"2453"
"7606","Bocholte",null,null,null,null,"2453"
"7607","Spechtholte",null,null,null,null,"2453"
"7608","Gronowe",null,null,null,null,"2453"
"7609","Gronaw",null,null,null,null,"2453"
"7610","Gronenberge",null,null,null,null,"2455"
"7611","Groneberge",null,null,null,null,"2455"
"7612","Groningi",null,null,null,null,"2456"
"7613","Groniggea",null,null,null,null,"2456"
"7614","Groninga",null,null,null,null,"2456"
"7615","Groningon",null,null,null,null,"2456"
"7616","Grvoningen",null,null,null,null,"2456"
"7617","Villa Cruoninga",null,null,null,null,"2456"
"7618","Groninghe",null,null,null,null,"2456"
"7619","Groninge",null,null,null,null,"2456"
"7620","Groninga",null,null,null,null,"2457"
"7621","Grouninga",null,null,null,null,"2457"
"7622","Groningen",null,null,null,null,"2457"
"7623","Gronigge",null,null,null,null,"2457"
"7624","Gruninge",null,null,null,null,"2457"
"7625","Gronig",null,null,null,null,"2457"
"7626","Ammers",null,null,null,null,"2458"
"7627","Groot Ammers",null,null,null,null,"2458"
"7628","Gelkenes-Ammers",null,null,null,null,"2458"
"7629","Groß Altenhagen",null,null,null,null,"2461"
"7630","Nortammensleuu",null,null,null,null,"2462"
"7631","Groß Autz",null,null,null,null,"2463"
"7632","Groß Bargen",null,null,null,null,"2464"
"29905","Reinspergk","","1525",null,"","13808"
"7634","Berge bei Perleberg",null,null,null,null,"2466"
"7635","Berkolo",null,null,null,null,"2467"
"7636","Bercle",null,null,null,null,"2467"
"7637","Berkele",null,null,null,null,"2467"
"7638","Bercke",null,null,null,null,"2467"
"7639","Barkel",null,null,null,null,"2467"
"7640","Berckele",null,null,null,null,"2467"
"7641","Berkle",null,null,null,null,"2467"
"7642","Barckele",null,null,null,null,"2467"
"7643","Barkel",null,null,null,null,"2467"
"7644","Barkell",null,null,null,null,"2467"
"7645","Großen Barckel",null,null,null,null,"2467"
"7646","Groß Bergkel",null,null,null,null,"2467"
"7647","Großenberkel",null,null,null,null,"2467"
"7648","Beuster",null,null,null,null,"2468"
"7649","Kalen-Borstel",null,null,null,null,"2469"
"7650","Borstle",null,null,null,null,"2469"
"7651","Burstelde",null,null,null,null,"2469"
"7652","Kale Borstelt",null,null,null,null,"2469"
"7653","Calebostel",null,null,null,null,"2469"
"7654","Borstelde",null,null,null,null,"2469"
"7655","Bostel",null,null,null,null,"2469"
"7656","Borstell",null,null,null,null,"2469"
"7657","Groß-Borstel",null,null,null,null,"2469"
"7658","Groß Boschpol",null,null,null,null,"2470"
"7659","Groß Bösendorf",null,null,null,null,"2471"
"7660","Groß Bößau",null,null,null,null,"2472"
"7661","Groß Ebersdorf",null,null,null,null,"2483"
"7662","Cruthusun",null,null,null,null,"4034"
"7663","Kruthusen",null,null,null,null,"4034"
"7664","Groß Eckau",null,null,null,null,"2484"
"7665","Eckow",null,null,null,null,"2484"
"7666","Eicklingen",null,null,null,null,"2485"
"7667","Eklethe",null,null,null,null,"2485"
"7668","Eklege",null,null,null,null,"2485"
"7669","Ekleghe",null,null,null,null,"2485"
"7670","Nortecledhe",null,null,null,null,"2485"
"7671","Ecleghe",null,null,null,null,"2485"
"7672","Hecleghe",null,null,null,null,"2485"
"7673","Eklaghen",null,null,null,null,"2485"
"7674","Maiori Eklagen",null,null,null,null,"2485"
"7675","Propiori Eclaghe",null,null,null,null,"2485"
"7676","Negheren Ekelege",null,null,null,null,"2485"
"7677","Smedd-Eikeln",null,null,null,null,"2485"
"7678","Smedt Ekelingen",null,null,null,null,"2485"
"7679","Ekelinghen",null,null,null,null,"2485"
"7680","Ekelege",null,null,null,null,"2485"
"7681","Grossen Eichlingen",null,null,null,null,"2485"
"7682","Schmedt Eckling",null,null,null,null,"2485"
"7683","Groten Ekelinghen",null,null,null,null,"2485"
"7684","Grossen Eichlingen",null,null,null,null,"2485"
"7685","Magna Ellinge",null,null,null,null,"2486"
"7686","Großfelda",null,null,null,null,"2488"
"7687","Velle",null,null,null,null,"2488"
"7688","Vellen",null,null,null,null,"2488"
"7689","Vello",null,null,null,null,"2488"
"7690","vello",null,null,null,null,"2488"
"7691","Fel",null,null,null,null,"2488"
"7692","Felda",null,null,null,null,"2488"
"7693","Groß Flintbek",null,null,null,null,"2489"
"7694","Flintbek",null,null,null,null,"2489"
"7695","Vlintbeke",null,null,null,null,"2489"
"7696","Vlintbeke maiorem",null,null,null,null,"2489"
"7697","Vorsete",null,null,null,null,"2490"
"7698","Vorsathe",null,null,null,null,"2490"
"7699","Forsaten",null,null,null,null,"2490"
"7700","Vorsethe",null,null,null,null,"2490"
"7701","Vorsede",null,null,null,null,"2490"
"7702","Vorstede",null,null,null,null,"2490"
"7703","Vorsato",null,null,null,null,"2490"
"7704","Vorsate",null,null,null,null,"2490"
"7705","Vorsethe maius",null,null,null,null,"2490"
"7706","Vorste",null,null,null,null,"2490"
"7707","Vorsethe maiori",null,null,null,null,"2490"
"7708","maiori Vorste",null,null,null,null,"2490"
"7709","Groten Vorste",null,null,null,null,"2490"
"7710","Groß Freden",null,null,null,null,"2491"
"7711","Freden (Leine)",null,null,null,null,"2491"
"7712","Vreden",null,null,null,null,"2491"
"7713","Fredenon",null,null,null,null,"2491"
"7714","Freten",null,null,null,null,"2491"
"7715","Friethen",null,null,null,null,"2491"
"7716","Frethen",null,null,null,null,"2491"
"7717","Vrethe",null,null,null,null,"2491"
"7718","Freyden",null,null,null,null,"2491"
"7719","Fredensem",null,null,null,null,"2491"
"7720","Fredhen",null,null,null,null,"2491"
"7721","Vredene",null,null,null,null,"2491"
"7722","Vreyden",null,null,null,null,"2491"
"7723","Groß Friedrichsdorf",null,null,null,null,"2492"
"7724","Gastellowo",null,null,null,null,"2492"
"7725","Гастеллово",null,null,null,null,"2492"
"7726","Follun",null,null,null,null,"2493"
"7727","Fullen",null,null,null,null,"2493"
"7728","Groß Galbuhnen",null,null,null,null,"2494"
"7729","Groß Gandern",null,null,null,null,"2495"
"7730","Groß Gluschen",null,null,null,null,"2496"
"7731","Groß Golmkau",null,null,null,null,"2497"
"7732","Galombo",null,null,null,null,"2497"
"7733","Grabow major",null,null,null,null,"2498"
"7734","Major Grabow",null,null,null,null,"2498"
"7735","Grabow",null,null,null,null,"2498"
"7736","Groß Gramsden",null,null,null,null,"2499"
"7737","Gradtsen",null,null,null,null,"2499"
"7738","Granzen",null,null,null,null,"2499"
"7739","Gros Gram",null,null,null,null,"2499"
"7740","Grenzce",null,null,null,null,"2500"
"7741","Grenze",null,null,null,null,"2500"
"7742","Grenz Maiori",null,null,null,null,"2500"
