"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"652","1737",null,null,"1300",null,"Fair at St Nicholas&#039;s Church on St Matthew&#039;s Day.","local",null,"fixed","21","9",null,null,null,null,null,null,null,null
"658","8853","Saint Walpurgis fair",null,"1294",null,"The Saint Walpurgis fair (on May 1st)  is also known as the May market. This is the only fair in Guelders with, to a limited extent, a supraregional function. At least from the early sixteenth century onwards, it was primarily an oxen fair. ","regional","oxen","fixed","1","5",null,null,null,null,null,null,null,"7"
"644","8752","",null,"1484",null,"Bishop Dietrich granted a fair in 1484, beginning on St Vitus&#039; Day, with a duration of 4 days.","regional","","fixed","15","6",null,"","","",null,null,null,"3"
"646","8752","",null,"1593",null,"The administrator duke August granted a third market to the town in 1593, which was set to the Tuesday after St James in 1601.","local","","movable","25","7",null,"Tuesday","after","Fixed date",null,null,null,null
"616","5092","",null,"1317",null,"Fair held on Michaelis (29 September), with a duration of a week.","regional","","fixed","29","9",null,"","","",null,null,null,"7"
"660","8853",null,null,"1316",null,"Fair around Saint Bartholomew&#039;s Day. The privileges for this fair were granted 1316 by Count Reginald I of Guelders. The fair functioned at least until 1543. ","regional",null,"fixed","24","8",null,null,null,null,null,"-7",null,"7"
"662","8853",null,null,"1420",null,"Fair which took place eight days before the day before the feast day of Saint Vitus and Saint Modestus. The rights were given by duke Reginald IV of Guelders in 1420. The creation of this fair and another one in the same year was motivated by the worsening of the town&rsquo;s trading position. Over a period of ten years, in combination with staple rights on goods transported from Lochem to Zutphen over the Berkel river, this ducal gesture had a positive effect on market trade in Zutphen.","local",null,"fixed","6","6",null,null,null,null,null,null,null,null
"664","8853",null,null,"1420",null,"Fair eight days before the day before All Saints&#039; Day. The rights were given by duke Reginald IV of Guelders in 1420. The creation of this fair and another one in the same year was motivated by the worsening of the town&rsquo;s trading position. Over a period of ten years, in combination with staple rights on goods transported from Lochem to Zutphen over the Berkel river, this ducal gesture had a positive effect on market trade in Zutphen.","local",null,"fixed","23","10",null,null,null,null,null,null,null,null
"666","8853",null,null,"1464",null,"This fair took place on the day of the Birth of Saint John. Indirect testimonies show that the rights to hold this fair were given to Zutphen in 1464/1465, together with the rights for three other fairs. No documents of these grants have been saved; it is uncertain if they have ever been actually issued. The fair took place at the same day as a fair in Deventer, and it&#39;s institution is probably related to a trade war between Deventer and towns in Holland. ","regional",null,"fixed","24","6",null,null,null,null,null,null,null,null
"668","8853",null,null,"1464",null,"This fair took place on Saint James&#39; Day. Indirect testimonies show that the rights to hold this fair were given to Zutphen in 1464/1465, together with the rights for three other fairs. No documents of these grants have been saved; it is uncertain if they have ever been actually issued. The fair took place at the same day as a fair in Deventer, and it&#39;s institution is probably related to a trade war between Deventer and towns in Holland. ","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"670","8853",null,null,"1464",null,"This fair took place on Saint Michael&#39;s Day. Indirect testimonies show that the rights to hold this fair were given to Zutphen in 1464/1465, together with the rights for three other fairs. No documents of these grants have been saved; it is uncertain if they have ever been actually issued. The fair took place at the same day as a fair in Zwolle. It&#39;s institution is probably related to a trade war between Deventer and towns in Holland.  ","regional",null,"fixed","29","9",null,null,null,null,null,null,null,null
"672","8853",null,null,"1464",null,"This fair took place on Saint Martin&#039;s Day or Saint Lebuinus&#039; Day. Indirect testimonies show that the rights to hold this fair were given to Zutphen in 1464/1465, together with the rights for three other fairs. No documents of these grants have been saved; it is uncertain if they have ever been actually issued. It&#039;s institution is probably related to a trade war between Deventer and towns in Holland. ","regional",null,"fixed","11","11",null,null,null,null,null,null,"1",null
"674","8853",null,null,"1522",null,"This fair took place at Saint Gregory&#39;s Day. The rights for this fair were granted by Charles, duke of Guelders, in 1522. ","regional",null,"fixed","12","3",null,null,null,null,null,null,null,null
"676","186",null,null,"1419",null,"Altenburg received the right to hold an eight-day fair from Sunday Rogate until Exaudi from margrave Wilhelm in 1419.","regional",null,"movable",null,null,null,null,null,"Vocem",null,null,null,"7"
"680","8763",null,null,"1487","1501","Fair on St Bartholomew.","regional",null,"fixed","24","8",null,null,null,null,null,null,null,"3"
"682","8763",null,null,"1487","1545","Fair on St Dionysius.","local",null,"fixed","9","10",null,null,null,null,null,null,null,null
"684","8763",null,"682","1546",null,"Fair on St Ursula","local",null,"fixed","6","10",null,null,null,null,null,null,null,null
"688","10532",null,null,"1479",null,"Cattle market on St. Michael&#039;s day","local","cattle","fixed","29","9",null,null,null,null,null,null,null,null
"690","10532",null,null,"1479",null,"Cattle market on All Saint&#039;s day.","local","cattle","fixed","1","11",null,null,null,null,null,null,null,null
"692","186",null,null,"1437",null,"In 1437 a fair on the day of the Nativity of Mary is mentioned. It is not clear whether it was held on the same day each year.","local",null,"fixed","8","9",null,null,null,null,null,null,null,null
"718","5972","",null,"1506",null,"Fair on St John the Baptist.","local","","fixed","24","6",null,"","","",null,null,null,null
"698","4850","Michaelismarkt",null,"982",null,"Fair on St Michael&#039;s day, already held around the foundation of the town. The alleged founding date of the fair in 933 is based on a falsification.","local",null,"fixed","29","9",null,null,null,null,null,null,null,"2"
"702","4850","Martinijahrmarkt",null,"1007","1683","Fair on St Martin&#039;s day to commemorate the dedication of St. Martin&#039;s church in 1007.","local",null,"fixed","11","11",null,null,null,null,null,null,null,null
"704","4850","Klostermarkt",null,"1242",null,"Fair on Sunday Cantate, the dedication day of the church of the Franciscan monastery, which was dedicated in 1242.","local",null,"movable",null,null,null,null,null,"Cantate",null,null,null,null
"706","4850","Kapitelmarkt",null,"1278",null,"Fair on the second Sunday after Pentecost, the day of the second consecration of the parish church in 1278, which was still held in the early 20th century. The market was also known as &quot;Sensenmarkt&quot; (&#039;scythe market&#039;) because the hay was harvested around the same time of the year.","local",null,"movable",null,null,null,"Sunday","after","Trinitatis",null,null,null,null
"708","4850","Kirchweih-Jahrmarkt",null,"1336",null,"Fair on the consecration day of the church, originally St Ulrich&#039;s day, later St Urban&#039;s day, and since 1336 Sunday Quasimodogeniti. The fair lasted three days from Saturday to Monday until the 16th century.","local",null,"movable",null,null,null,null,null,"Quasimodo",null,"-1",null,"1"
"710","4850","Burkhardi-Jahrmarkt",null,"1344",null,"Fair on St Burchard&#039;s day, to commemorate the bestowal of town rights to Meiningen by emperor Ludwig the Bavarian in 1344. In the early 20th century it was known as Zwickmarkt.","local",null,"fixed","2","2",null,null,null,null,null,null,null,null
"712","4850","Maria-Magdalenenmarkt",null,"1384",null,"Fair on St Mary Magdalene, the consecration day of a chapel built on the remains of the synagogue, which was consecrated in 1384. In the early 20th century it was usually known as cherry market (&#039;Kirschenmarkt&#039;).","local",null,"fixed","22","7",null,null,null,null,null,null,null,null
"714","4850",null,null,"1612",null,"A horse market on Monday after Reminiscere was granted by elector Johann Georg of Saxony in 1612. Later it was moved to Tuesday after Invocavit and held as a regular fair until the 20th century.","local","horses","movable",null,null,null,"Monday","after","Reminiscere",null,null,null,null
"800","8862",null,null,"1630",null,"Fair, cattle, and butter market.","local",null,"fixed","17","9",null,null,null,null,null,null,null,"2"
"686","10532","",null,"1479",null,"Cattle market on St John the Baptist.","local","cattle","fixed","24","6",null,"","","",null,null,null,null
"720","4337",null,"234","1466",null,"Extension of the New Year&#039;s market by elector Friedrich III by two days. The market was eight days long now.","regional",null,"fixed",null,null,null,null,null,null,null,null,null,"8"
"722","8274",null,null,null,"1581","Fair was held on St. Peter and Paul&#039;s day","local","horses","fixed","29","6",null,null,null,null,null,null,null,null
"724","8274",null,"722","1582","1863","In 1582, duke August of Saxony grants Wei&szlig;ensee a horsemarket and fair on Laetare Sunday and the following Monday","local","horses","movable",null,null,null,null,null,"Letare",null,null,null,"1"
"726","8274",null,null,null,"1863","Fair on the second Sunday after St. Margaret","local",null,"movable","13","7",null,"Sunday","after","Fixed date",null,null,null,null
"728","8274",null,null,null,"1863","Fair on the third Sunday after St. Gallus&#039;","local",null,"movable","16","10",null,"Sunday","after","Fixed date",null,null,null,null
"730","9616",null,null,"1390",null,"Sunday before the Ascension of St Mary","local",null,"movable","15","8",null,"Sunday","before","Fixed date",null,null,null,null
"732","9616",null,null,"1390",null,"Sunday before St Martin","local",null,"movable","11","11",null,"Sunday","before","Fixed date",null,null,null,null
"734","10947",null,null,"1613",null,"Fair on St Simon and Jude","local",null,"fixed","28","10",null,null,null,null,null,null,null,null
"736","11020",null,null,"1541",null,"Three-day fair on eight days before St Vitus","local",null,"fixed","8","6",null,null,null,null,null,null,null,"2"
"738","11020",null,null,"1541",null,"Three-day fair on eight days before St Michael, to which a cattle market was connected.","local",null,"fixed","22","9",null,null,null,null,null,null,null,"2"
"740","11020",null,null,"1570",null,"Horse fair on the Dispersion of the Apostles","local",null,"fixed","15","7",null,null,null,null,null,null,null,null
"742","1484","St. Gallus",null,"1294",null,"At least since 1294/95 until at least 1655, a fair took place on St. Gallus Day (16 October). ","regional",null,"fixed","16","10",null,null,null,null,null,null,null,null
"744","1484",null,null,"1340","1495","In 1340, a fair is being granted by Reginald (Reinald) I, count of Guelders and Zutphen. It lasted eight days from Wednesday before St. Margaret&#039;s Day (13 July) onward. The fair was shifted to St. George&#039;s Day (23 April) in 1496.","regional",null,"movable","13","7",null,"Wednesday","before","Fixed date",null,null,null,"7"
"746","1484",null,"744","1496",null,"In 1496, Charles, duke of Guelders, granted permission to the town magistrate of Doesburg to shift the fair of St. Margaret&#039;s Day (13 July, granted in 1340) to St. George&#039;s Day (23 April). Benders suggests that this might have had to do with a fair that had been granted in 1364/65 to Zutphen, which took place in July as well; possibly, two fairs in the same region in July might have turned out to be too much. Van Petersen refers to a source which mentions that the count of Guelders was hoping that moving the fair would increase the proceeds of the market toll. The fair existed until at least 1655.","regional",null,"fixed","23","4",null,null,null,null,null,null,null,"7"
"748","1485",null,null,"1294",null,"Doetinchem had at least since 1294/95 a fair on St. Catharine&rsquo;s Day (25 November). The duration of this fair is unknown.","local",null,"fixed","25","11",null,null,null,null,null,null,null,null
"750","11044",null,null,"1500",null,"Eight-day fair on St Vitus, which goes back to Catholic times. Important was the market with wood and timber, which lasted often up to 14 days. Because the wood was transported over the water, the fair took place outside of the dikes.","local",null,"fixed","15","6",null,null,null,null,null,null,"13","7"
"752","11045",null,null,"1588","1619","Three-day fair on Sunday Cantate. In 1620, it is not mentioned any more.","local",null,"movable",null,null,null,null,null,"Cantate",null,null,null,"2"
"754","11045",null,null,"1588","1619","Three-day fair on Sunday after St Bartholomew. In 1620, it is not mentioned any more.","local",null,"movable","24","8",null,"Sunday","after","Fixed date",null,null,null,"2"
"756","11045",null,null,"1620",null,"Fair on Sunday after St George","local",null,"movable","23","4",null,"Sunday","after","Fixed date",null,null,null,null
"758","11045",null,null,"1620",null,"Fair on Sunday after Trinity Sunday","local",null,"movable",null,null,null,"Sunday","after","Trinitatis",null,null,null,null
"760","11045",null,null,"1620",null,"Fair on Sunday before All Saints&#039; Day","local",null,"movable","1","11",null,"Sunday","before","Fixed date",null,null,null,null
"762","11047",null,null,"1588",null,"Fair for commodities and wood on Tuesday before St Michael. First attested in 1724, but probably granted around 1588.","local",null,"movable","29","9",null,"Tuesday","before","Fixed date",null,null,null,null
"764","11055",null,null,"1588",null,"Fair on the second Sunday before St Michael","local",null,"movable","22","9",null,"Sunday","before","Fixed date",null,null,null,null
"766","11050",null,null,"1632",null,"Fair on Thursday after Easter. In 1640 indicated with a duration of 14 days.","local",null,"movable",null,null,null,"Thursday","after","Easter",null,null,null,"13"
"768","8763",null,"680","1502",null,"The Bartholomew fair is prolonged by 2 days from 3 to 5 by emperor Maximilian in 1502.","local",null,"fixed","24","8",null,null,null,null,null,null,null,"5"
"770","1741",null,null,"1521","1690","This fair was established on St. Veit&#039;s day in 1521. Even though Leipzig protested and was boycotted by duke Georg of Sachsen, it was held in the years 1521, 1583, 1617, 1619, 1637, 1660 and 1690.","local",null,"fixed","15","6",null,null,null,null,null,null,null,null
"774","1741",null,null,"1422",null,"Fair on Reminiscere","local",null,"movable",null,null,null,null,null,"Reminiscere",null,null,null,null
"776","1741",null,null,"1422",null,"Fair on sunday after St. Gallus&#039; day","local",null,"fixed","16","10",null,null,null,null,null,null,null,null
"778","848",null,null,"1637",null,"Fair on Sunday after St. Margaret&#039;s day.","local",null,"movable","13","7",null,"Sunday","after","Fixed date",null,null,null,null
"780","3455",null,null,"1556",null,"In 1556 the cattle market and fair was to be moved from 8 days before St. Laurentius&#039; day to the thursday after St. Laurentius&#039; day.","local",null,"movable","10","8",null,"Thursday","after","Fixed date",null,null,null,null
"782","8655",null,null,"1558","1558","In 1558 the council of Wurzen proclaimed to hold a fair, which had been granted by the bishop of Mei&szlig;en. Leipzig protested and electorate prince August  commanded the bishop of Mei&szlig;en to cancel the fair.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"788","10767",null,null,"1609",null,"In 1609 electoral prince Christian II. granted two new fairs to Wahrenbr&uuml;ck, one day before the fair a cattle market and a day before that a general market was to be held.","local",null,"fixed","23","6",null,null,null,null,null,"-2",null,null
"790","10767",null,null,"1609",null,"In 1609 electoral prince Christian II. granted two new fairs to Wahrenbr&uuml;ck, one day before the fair a cattle market and a day before that a general market was to be held. This fair was to be held on Sunday after St. Lucia&#039;s day.","local",null,"fixed","13","12",null,null,null,null,null,"-2",null,null
"794","961",null,null,"1624",null,"Fair on Sunday before Simonis and Judae.","local",null,"fixed","28","10",null,null,null,null,null,null,null,null
"796","961",null,null,"1624",null,"Fair on Judica Sunday","local",null,"movable",null,null,null,null,null,"Judica",null,null,null,null
"798","6200",null,null,"1600",null,"Fair on the Eselstedt meadow in Querfurt on Thursday after Easter. It stopped during the Thirty Years&#039; War.","local",null,"movable",null,null,null,"Thursday","after","Easter",null,null,null,null
"802","7760",null,null,"1514",null,"Fair on Misericordias Domini.","local",null,"movable",null,null,null,null,null,"Misericordia",null,null,null,null
"804","7760",null,null,"1514",null,"Fair on St. Matthew&#039;s day","local",null,"fixed","21","9",null,null,null,null,null,null,null,null
"808","8879",null,"26","1465",null,"St. Peter (horse fair), in and some time before 1464 held on 25 or 26 June.","local","horses","fixed","29","6",null,null,null,null,null,null,null,null
"810","296",null,null,"1294",null,"At least from 1294/95 onward, a fair was being held on Midfast. Around the middle of the fourtheenth century, town accounts of Deventer mention a fair in Arnhem &#039;in festo Palmarum&#039; or &#039;(in) Palmis&#039;, which could refer to the Mid-Fast fair. If this is true, it lasted at least two weeks. According to Z.W. Sneller, the Arnhem Palm Sunday fair was only short-lived and ceased to function altogether in the same century. In 1386, it is still mentioned. ","regional",null,"movable",null,null,null,null,null,"Letare",null,null,null,null
"812","296",null,null,"1294",null,"From at least 1294/95 onward, a fair was held on the Feast of the Birth of St. Mary. ","regional",null,"fixed","8","9",null,null,null,null,null,null,null,null
"814","296",null,null,"1294",null,"At least from 1294/95 a fair was being held on St. Martin. In 1240, this fair is mentioned a few days earlier on St. Willibrord (7 November). St. Martin&#039;s fair probably lasted at least three weeks. It was, at least at the beginning of the fifteenth century, visited by merchants from Deventer. ","regional",null,"fixed","11","11",null,null,null,null,null,null,"21",null
"816","296",null,null,"1459",null,"In 1459, Arnold, duke of Guelders, granted a cattle fair to Arnhem. The fair would be held on the day before St. Luke. This grant alarmed the towns of Deventer, Kampen and Zwolle. ","regional","cattle","fixed","17","10",null,null,null,null,null,null,null,null
"818","1753",null,null,"1397",null,"In 1297, William I, duke of Guelders, granted the right to hold a fair eight days after the Sunday after Easter to Elburg. ","regional",null,"movable",null,null,null,null,null,"Misericordia",null,"-7",null,"7"
"820","1753",null,null,"1397",null,"In 1397, William I, duke of Guelders, granted the right to hold a fair on St. Gallus, lasting eight days before and eight days after the fair date. Its &lsquo;market freedom&rsquo; was based on the example of Arnhem.The Duke ordered his officials to ensure that eight days before and three days after the fair of St. Gallus, no-one was to transport his commodities to a market or fair other than Elburg&rsquo;s. These measures should protect the fair of Elburg from the cattle fair in Arnhem, starting just one day after the Elburg fair. ","regional","cattle","fixed","16","10",null,null,null,null,null,"-7",null,"7"
"822","2807",null,null,"1294",null,"At least from 1294/95 onward, a fair was being held on Pentecost. On the occasion of the re-granting of the town privileges of Harderwijk in 1312, it was allowed that the fair be held for a maximum of fourteen days. It is highly questionable whether this 1312 stipulation has ever had any real value.","regional",null,"movable",null,null,null,null,null,"Pentecost",null,null,"14",null
"824","2807",null,null,"1424",null,"In 1424, Harderwijk was granted a second fair lasting from Sunday Reminiscere to Laetare Sunday. An urban degree from 1431 ordained the merchandise for this fair to be toll-free.","regional",null,"movable",null,null,null,null,null,"Reminiscere",null,null,null,"13"
"826","2807",null,null,"1524",null,"From ca. 1524 onward, besides the two existing fairs, there was a specialized oxen fair on October 6th.","regional","oxen","fixed","6","10",null,null,null,null,null,null,"9","6"
"828","2862",null,null,"1353",null,"In 1353, Duchess Alianora (second wife of Reinald (Reginald) II), Lady of the Veluwe, granted a fair on Sunday before Pentecost. ","local",null,"movable",null,null,null,null,null,"Palmarum",null,null,null,null
"830","2862",null,null,null,null,"In 1353, Duchess Alianora (second wife of Reinald (Reginald) II), Lady of the Veluwe, granted a fair on 11.000 Virgins. ","local",null,"fixed","21","10",null,null,null,null,null,null,null,null
"832","8114",null,null,"1294",null,"From at least 1294/95 onwards, Wageningen had one fair on St James. In 1312 the duration of this fair was fixed on eight days before and after the feast day, but it is highly questionable whether this was the case in reality. Revenues from the market toll indicate that the significance of the fair was limited.","local",null,"fixed","25","7",null,null,null,null,"-7",null,"7",null
"880","1445","",null,"1607",null,"Cattle and horse fair on St. Gertrude&#039;s Day (17 March).","local","cattle; horses","fixed","17","3",null,"","","",null,null,null,null
"850","10699","",null,"1589",null,"Fair on Candlemas.","local","","fixed","2","2",null,"","","",null,null,null,null
"842","10699",null,null,"1409",null,"Fair on Monday after Pentecost, which already existed before the privileges from 1409.","local",null,"movable",null,null,null,"Monday","after","Pentecost",null,null,null,null
"844","10699",null,null,"1409",null,"Fair on the day after All Hallow&#039;s day, which already existed before the privileges from 1409.","local",null,"fixed","2","11",null,null,null,null,null,null,null,null
"846","10699",null,null,"1409",null,"Fair of St Vitus, which already existed before the privileges from 1409.","local",null,"fixed","15","6",null,null,null,null,null,null,null,null
"848","10699",null,null,"1409",null,"Fair on St. Maurice&#039;s Day, later known as the &quot;Feldmarkt&quot; (field market).","local",null,"fixed","22","9",null,null,null,null,null,null,null,null
"852","6878",null,null,"1505",null,"Market on Wednesday before St James&#039;s day.","local",null,"movable","25","7",null,"Wednesday","before","Fixed date",null,null,null,null
"854","10547",null,null,"1456",null,"Fair on Pentecost","local",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,"2"
"856","10547",null,null,"1456",null,"Fair in the first half of October","local",null,"fixed","1","10",null,null,null,null,null,null,null,"2"
"858","519",null,null,"1544",null,"Electorate prince Johann Friedrich grants a fair on Sunday after St. Antonius&#039; day (13th June) to Belgern in 1544.","local",null,"fixed","13","6",null,null,null,null,null,null,null,null
"860","8322",null,null,"1593",null,"Horsemarket on 23 June","local","Horses","fixed","23","6",null,null,null,null,null,null,null,null
"862","7405",null,null,"1643",null,"Cattle market on Monday after St. Gallus&#039; day, granted in 1643.","local","cattle","movable","16","10",null,"Monday","after","Fixed date",null,null,null,null
"864","7601",null,null,"1650",null,"Cattle market after St. Simonis and Judae.","local","Cattle","fixed","28","10",null,null,null,null,null,null,null,null
"882","1445","",null,"1607",null,"Fair on Sunday after the birth of John the Baptist (24 June).","local","","movable","24","6",null,"Sunday","after","Fixed date",null,null,null,null
"878","1401",null,null,"1650",null,"Fair on Reminiscere. The fair is mentioned together with school vacations in the middle of the 17th century.","local",null,"movable",null,null,null,null,null,"Reminiscere",null,null,null,null
"870","1377","",null,"1400",null,"Fair on St Peter and Paul","local","","fixed","29","6",null,"","","",null,null,null,null
"840","6505","","834","1498",null,"Fair on the second day of Pentecost.","local","","movable",null,null,null,"Monday","after","Pentecost",null,null,null,null
"836","6505","","834","1498",null,"Fair on St Burkhard&#039;s Day.","local","","fixed","14","10",null,"","","",null,null,null,null
"876","1377","",null,"1487",null,"Lent fair on Saturday before Invocavit. It is first mentioned in 1487, but only became a real fair, which was open to foreign merchants, in 1550. It was also known as herring fair.","local","","movable",null,null,null,"Saturday","before","Invocavit",null,null,null,null
"884","2094",null,null,"1500","1579","Fair in the middle of lent","regional",null,"movable",null,null,null,null,null,"Letare",null,null,null,null
"886","2094",null,null,"1500",null,"Fair on Monday after Invocavit","regional",null,"movable",null,null,null,"Monday","after","Invocavit",null,null,null,"3"
"888","2094",null,null,"1500",null,"Fair on Monday after Palmarum","local",null,"movable",null,null,null,"Monday","after","Palmarum",null,null,null,"3"
"890","2094",null,null,"1500",null,"Fair on St. Peter and Paul&#039;s day.","regional",null,"fixed","29","6",null,null,null,null,null,null,null,"3"
"892","2094",null,null,"1579",null,"Fair on Monday after Michaelis","regional",null,"fixed","29","9",null,null,null,null,null,null,null,"3"
"894","7601",null,null,null,"1587","Fair on Tuesday after Trinitatis","local",null,"movable",null,null,null,"Tuesday","after","Trinitatis",null,null,null,null
"896","7601",null,"894","1588",null,"In 1587, town and council of Tangerm&uuml;nde are allowed to move the fair to Tuesday after Jocunditatis.","local",null,"movable",null,null,null,"Tuesday","after","Vocem",null,null,null,null
"898","59",null,null,"1460",null,null,"local",null,"movable","20","1",null,"Wednesday","before","Fixed date",null,null,null,null
"900","59",null,null,"1460",null,null,"local",null,"movable",null,null,null,"Wednesday","before","Oculi",null,null,null,null
"902","59",null,null,"1460",null,null,"local",null,"movable",null,null,null,"Wednesday","before","Cantate",null,null,null,null
"904","59",null,null,"1460",null,null,"local",null,"movable","20","7",null,"Wednesday","before","Fixed date",null,null,null,null
"906","59",null,null,null,null,null,"local",null,"movable","22","9",null,"Wednesday","before","Fixed date",null,null,null,null
"912","4525",null,null,"1562",null,"Fair on Tuesday after Judica","local",null,"movable",null,null,null,"Tuesday","after","Judica",null,null,null,null
"914","4525",null,null,"1562",null,"Fair on Tuesday before the Visitation of Mary","local",null,"movable","2","7",null,"Tuesday","before","Fixed date",null,null,null,null
"916","4525",null,null,"1562",null,"Fair on Tuesday before St Simon and Jude&#039;s Day","local",null,"movable","28","10",null,"Tuesday","before","Fixed date",null,null,null,null
"918","4742",null,null,"1586",null,"Fair on Monday after Cantate","local",null,"movable",null,null,null,"Monday","after","Cantate",null,null,null,null
"920","4742",null,null,"1586",null,"Fair on Monday before the decapitation of John the Baptist.","local",null,"movable","29","8",null,"Monday","before","Fixed date",null,null,null,null
"922","4988",null,null,"1555",null,"Fair on Rogation sunday","local",null,"movable",null,null,null,null,null,"Vocem",null,null,null,null
"924","4988",null,null,"1555",null,"Fair on Sunday after the Birth of the Blessed Virgin Mary.","local",null,"movable","8","9",null,"Sunday","after","Fixed date",null,null,null,null
"926","11493",null,null,null,"1649",null,"local",null,"movable",null,null,null,"Tuesday","after","Reminiscere",null,null,null,"1"
"928","11493",null,null,null,null,null,"local",null,"movable",null,null,null,"Tuesday","after","Cantate",null,null,null,"1"
"930","11493",null,null,null,null,null,"local",null,"movable","16","10",null,"Tuesday","after","Fixed date",null,null,null,"1"
"934","10538",null,null,"1546",null,"St. Michael&#039;s market","local",null,"movable","29","9",null,"Saturday","after","Fixed date",null,null,null,null
"936","8181",null,null,"1376",null,null,"local",null,"movable",null,null,null,"Tuesday","before","Ascension",null,null,null,null
"938","8272",null,null,null,"1500",null,"local",null,"fixed","29","9",null,null,"before","Fixed date",null,"-3",null,null
"940","8272",null,"938","1501",null,null,"local",null,"fixed","19","11",null,null,null,null,null,null,null,null
"942","8322",null,null,null,"1680","Fair on Friday after St John","local",null,"movable","29","9",null,"Friday","after","Fixed date",null,null,null,null
"944","8322",null,null,null,"1680","Fair on Friday after St Michael","local",null,"movable","23","6",null,"Friday","after","Fixed date",null,null,null,null
"946","7529",null,null,"1544",null,"Fair on Sunday after St. Peter and Paul&#039;s day.","local",null,"movable","29","6",null,"Sunday","after","Fixed date",null,null,null,null
"948","7529",null,null,"1544",null,"Fair on Sunday after Deuli (?)","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"950","7529",null,null,"1544",null,"Fair on Sunday after St. Bartholomew&#039;s day.","local",null,"movable","24","8",null,"Sunday","after","Fixed date",null,null,null,null
"954","8600",null,null,"1558",null,"Fair on the Nativity of Mary","local",null,"fixed","8","9",null,null,null,null,null,null,null,null
"956","8611",null,null,"1567",null,"Fair on Philippi and Jacobi (1st of May)","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"958","8611",null,null,"1567",null,"Fair on Tuesday after St. Martin&#039;s day","local",null,"movable","11","11",null,"Tuesday","after","Fixed date",null,null,null,null
"960","8611",null,null,"1610",null,"Cattle market on Candlemas.","local","cattle","movable","2","2",null,"Monday","after","Fixed date",null,null,null,null
"962","11009",null,null,"1615",null,"Fair on St Philip and James","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"964","11009",null,null,"1615",null,"Fair on St James","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"966","11009",null,null,"1615",null,"Fair on All Saints&#039; day","local",null,"fixed","1","11",null,null,null,null,null,null,null,null
"968","2430",null,null,"1390",null,"The fair is to be held &#039;up on the old market&#039; (&#039;droben uf dem alten Marckte&#039;).","local",null,"movable",null,null,null,null,null,"Jubilate",null,null,null,null
"970","2430",null,null,"1390",null,"The fair is to be held &#039;on the other market&#039; (&#039;uf den andern Marckte&#039;). It is held on the Sunday of St. Bartholomew.","local",null,"movable","24","8",null,"Sunday","after","Fixed date",null,null,null,null
"978","3646","Kieler Umschlag",null,"1431","1500","The &#039;Kieler Umschlag&#039; was organised on several dates before 1500, of which St Martin&#039;s Day is one of the most mentioned.","regional",null,"fixed","11","11",null,null,null,null,null,null,null,"7"
"980","3646","Kieler Umschlag",null,"1473",null,"Next to other dates, the &#039;Kieler Umschlag&#039; is first recorded to have taken place in the week of the octave of Epiphany in 1473. From the 16th century, this date became the main date on which the fair was organised.","interregional",null,"fixed","6","1",null,null,null,null,null,null,null,"7"
"982","2795",null,"190","1444",null,"Fair on St Walpurga and on the day before and after, which replaced the fair of St Simon and Jude in 1444.","local",null,"fixed","1","5",null,null,null,null,null,"-1",null,"1"
"984","6195",null,null,"1598",null,"Fair on St. Martin&#039;s day","local",null,"fixed","11","11",null,null,null,null,null,null,null,null
"986","47",null,null,"1390",null,"Fair on St Margaret, founded in 1390.","local",null,"fixed","13","7",null,null,null,null,null,null,null,null
"988","47",null,null,"1432",null,"Fair on St Michael, founded in 1432.","local",null,"fixed","29","9",null,null,null,null,null,null,null,null
"990","47",null,null,"1582",null,"Fair on the Presentation of Mary, founded in 1582.","local",null,"fixed","21","11",null,null,null,null,null,null,null,null
"992","1131",null,null,"1614",null,"Carnival fair, founded in 1614.","local",null,"movable",null,null,null,"Tuesday","before","Ash",null,null,null,null
"994","1131",null,null,"1400",null,"Fair on St Gallus, possibly only existing since 1578.","local",null,"fixed","16","10",null,null,null,null,null,null,null,null
"910","3612","",null,"1350",null,"Fair on St George&#039;s Day","local","","fixed","23","4",null,"","","",null,null,null,null
"996","1131",null,null,"1400",null,"Fair on St George, possibly existing only since 1578.","local",null,"fixed","23","4",null,null,null,null,null,null,null,null
"998","1131",null,null,"1400",null,"Fair on St Vitus, possibly existing only since 1578.","local",null,"fixed","15","6",null,null,null,null,null,null,null,null
"1000","10441",null,null,"1593",null,"Fair on Sunday Oculi","local",null,"movable",null,null,null,null,null,"Oculi",null,null,null,null
"1002","3280",null,null,"1493",null,"Oxen market on the last Thursday of April.","regional",null,"movable","1","5",null,"Thursday","before","Fixed date",null,null,null,null
"1004","3280",null,null,"1493",null,"Oxen market on the first Thursday in May.","regional",null,"movable","1","5",null,"Thursday","after","Fixed date",null,null,null,null
