"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"296","2777",null,null,"1188",null,"Fair on St Vitus in the Neustadt. It was followed by a horse market of probably 8 days.","regional",null,"fixed","15","6",null,null,null,null,null,null,"8",null
"298","2777",null,null,"1000",null,"Fair on St Felicianus in the Altstadt. A founding date is not known, but it probably goes back into the 11th century. It was followed by a horse market of probably 8 days.","regional",null,"fixed","20","10",null,null,null,null,null,null,"8",null
"300","2777",null,null,"1365","1383","Three-week Pentecost fair, founded by Emperor Charles IV in 1365, which was not well received. Five years after the death of the Emperor, the fair was cancelled.","local",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,"20"
"302","2777",null,null,"1435",null,"Eight-day horse market on Sunday after Lent.","regional","horses","movable",null,null,null,null,null,"Letare",null,null,null,"7"
"304","2777",null,null,"1471",null,"Four-day horse market three weeks before Estomihi.","local","horses","movable",null,null,null,"Sunday","before","Cicumded",null,null,null,"3"
"306","2777",null,null,"1471",null,"Four-day horse market on Sunday Oculi.","local",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"3"
"308","2777",null,null,"1471",null,"Four-day horse market on Palm Sunday.","local",null,"movable",null,null,null,null,null,"Palmarum",null,null,null,"3"
"310","2777",null,null,"1471",null,"Four-day horse market on All Apostle&#39;s day.","local",null,"fixed","15","7",null,null,null,null,null,null,null,"3"
"312","122",null,"160","1619",null,"The fair on St Vitus was extended to 3 days with a cattle market in 1619.","local",null,"fixed","15","6",null,null,null,null,null,null,null,"2"
"314","122",null,"162","1619",null,"The fair on St Gallus was extended to three days with a cattle market in 1619.","local",null,"movable","16","10",null,"Thursday","before","Fixed date",null,null,null,"2"
"316","3050",null,"242","1523",null,"The fair on Misericordia Sunday must have been shortened to three days between 1488 and 1523.","local",null,"movable",null,null,null,null,null,"Misericordia",null,"-1",null,"1"
"322","3050",null,null,"1488",null,"A new three-day fair on Wednesday after Pentecost was installed between 1488 and 1523.","local",null,"movable",null,null,null,"Wednesday","after","Pentecost",null,"-1",null,"1"
"324","4337",null,null,"1170",null,"The fair from Sunday Jubilate until Cantate was one of the two oldest fairs of the town and may date back to the foundation of the town in 1170. In the 15th century it developed to have international significance.","interregional",null,"movable",null,null,null,null,null,"Jubilate",null,null,null,"7"
"326","4337",null,null,"1170",null,"The eight-day-fair on Sunday after St. Michael&#039;s day was one of the two oldest fairs of the town and may date back to the foundation of the town (in other places it is postulated that it was moved from Zeitz to Leipzig). It grew to have international significance in the 15th century.","interregional",null,"fixed","29","9",null,null,null,null,null,null,null,"7"
"328","1987","Fastenmesse","256","1384","1393","The Lent fair, of which the duration was often exceeded, was extended with two weeks in 1384. However, the extension was reverted again after ten years.","interregional",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"28"
"330","1987",null,"258","1384","1393","The autumn fair was extended with two weeks in 1384, but the extension was reverted again after ten years.","interregional",null,"fixed","15","8",null,null,null,null,null,null,null,"38"
"420","973",null,null,"1638",null,"Fair for foals, two days after St Mauritius.","local",null,"fixed","24","9",null,null,null,null,null,null,null,"1"
"332","1987",null,"328","1394","1478","In 1394, the end of the Lent fair was set to Friday before Palm Sunday.","interregional",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"18"
"334","1987",null,"330","1394","1398","In 1394 it was decided that the autumn fair was to last not longer than until the Nativity of Mary.","interregional",null,"fixed","15","8",null,null,null,null,null,null,null,"30"
"336","1987",null,"334","1399",null,"The Frankfurt council decided in 1399 in agreement with the merchants, that the old duration of the autumn fair, between the Ascension and the Nativity of Mary, was to be restored.","interregional",null,"fixed","15","8",null,null,null,null,null,null,null,"23"
"338","1987","Fastenmesse","332","1479","1499","The Frankfurt council decided in 1479 after frequent disregard of the official dates, that the Lent fair was to last not longer than until the Sunday before Easter, and allowed a four-day trade period before and after the fair. This was a situation that probably had been practised already since the mid-14th century.","interregional",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"22"
"340","1987","Fastenmesse","338","1500",null,"Despite frequent admonitions of the Frankfurt council to stick to the dates set for the Lent fair set in 1479 (Oculi Sunday until the Sunday before Easter), the fair was often organised at a later date. For example in 1502, it began on Palm Sunday and ended 14 days after Easter. In the 16th and 17th century, it was usually organised between Judica Sunday and Tuesday after Easter.","interregional",null,"movable",null,null,null,null,null,"Judica",null,null,null,"16"
"342","1",null,null,null,"1717","Fair on Sunday after Estomihi","local",null,"movable",null,null,null,null,null,"Invocavit","-1",null,"1",null
"344","8447",null,null,"1507","1528","Fair on the day of the Eleven thousand Virgins","local",null,"fixed","21","10",null,null,null,null,null,null,null,"2"
"348","1379",null,null,"1601",null,"A fair for cattle, horses and retail on four days before St Dionysius was founded by the count of Delmenhorst in 1601. Consequently, his brother, the count of Oldenburg, prohibited his subjects to visit the market. The fair must have declined afterwards, as it was re-installed in 1653.","local","cattle, horses","fixed","6","10",null,null,null,null,null,null,null,null
"350","5623",null,null,"1608",null,"Quasimodogeniti","local",null,"movable",null,null,null,null,null,"Quasimodo","-1",null,"1",null
"352","5623",null,null,"1608",null,"St Michael","local",null,"fixed","29","9",null,null,null,null,"-1",null,"1",null
"354","4653",null,null,"1300",null,"Fair on Sunday Jubilate.","local","cloth","movable",null,null,null,null,null,"Jubilate",null,null,null,null
"356","4475",null,null,"1306",null,"Fair on the day of the 11000 Virgins.","local",null,"fixed","21","10",null,null,null,null,null,null,null,null
"358","5704","Herrenmesse",null,"1002","1490","The four-day &quot;Herrenmesse&quot; or Dedication day of the cathedral took place on St Crispin and Crispinian and probably went back to the market privilege of 1002.","regional",null,"fixed","25","10",null,null,null,null,null,null,null,"3"
"360","5704",null,null,"1002",null,"A four-day market on mid-Lent probably goes back to the market privilege of 1002.","regional",null,"movable",null,null,null,null,null,"Letare",null,"-3",null,null
"362","5704","Neuer Markt",null,"1190","1491","The four-day &quot;new market&quot; on the Exaltation of the Holy Cross is first mentioned in 1190 and disappeared between 1471 and 1491.","regional",null,"fixed","14","9",null,null,null,null,null,null,null,"3"
"368","2840",null,null,"1307",null,"Eight-day fair on Sunday Laetare","regional",null,"movable",null,null,null,null,null,"Letare",null,null,null,"7"
"372","4881",null,null,"1300","1496","Fair on St Michael","regional",null,"fixed","29","9",null,null,null,null,null,null,null,null
"376","4881",null,null,"1482","1577","Cattle fair on Wednesday before 1 May","local","cattle","movable","1","5",null,"Wednesday","before","Fixed date",null,null,null,null
"378","4881",null,null,"1482","1577","Cattle fair on Wednesday before Pentecost","local","cattle","movable",null,null,null,"Wednesday","before","Pentecost",null,null,null,null
"380","4216",null,null,"1238",null,"Fair on Pentecost","regional",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,null
"382","4216",null,null,"1238",null,"Fair on St John","regional",null,"fixed","24","6",null,null,null,null,null,null,null,null
"384","4216",null,null,"1328",null,"Fair on the Nativity of Mary","regional",null,"fixed","8","9",null,null,null,null,null,null,null,null
"388","280",null,null,"1327",null,"Fair (&lsquo;kermis&rsquo;) related to the celebration of the consecration of the church of Saint Nicholas (&lsquo;Nicolaaskerk&rsquo;), a fair which is first mentioned in a charter of a guild (&lsquo;gildebrief&rsquo;) in 1449. This is probably the fair mentioned in 1308, the earliest explicit mention of a fair in Appingedam. It is reinstituted in 1504, probably took place on the Friday after the Sunday after Eastern (Friday after Quasimodo Sunday), and lasted eight days.","regional",null,"movable",null,null,null,"Sunday","after","Quasimodo",null,null,null,"7"
"390","280",null,null,"1327","1503","A fair (&lsquo;kermis&rsquo;) related to the celebration of the consecration of the monastery church of the Augustinians is first mentioned in 1449. The monastery was founded around 1325; the &#039;buurbrief&#039; of 1327 points at trading activities in Appingedam. According to a source dating from the beginning of the sixteenth century, this fair (known as the &lsquo;Broederkermis&rsquo;) lasted for eight days from the Sunday after the Feast of the Cross (the Sunday after September 14), and linked up to the free fair in Groningen (which took place fourteen days around September 8). In 1504, the &lsquo;Broederkermis&rsquo; was reinstituted and moved to the Saturday after the Feast of the Cross; it is indicated that it lasted eight days. It might have lost much of its importance after 1536. ","regional",null,"movable","14","9",null,"Sunday","after","Fixed date",null,null,null,"7"
"392","280",null,null,"1504",null,"In 1504, the rights for an eight-day fair on the day before the Assumption of Mary (August 14) were granted. It is uncertain whether the fair was instituted and, if so, whether it was successful. ","regional",null,"fixed","14","8",null,null,null,null,null,null,null,"7"
"394","4309",null,null,"1508",null,"St Gall&#039;s market, founded in 1508","local",null,"fixed","16","10",null,null,null,null,null,null,null,null
"396","4309",null,null,"1528",null,"Market of the Holy Cross, founded in 1528. Besides butter and cheese, the market was important for the sale of flax from the surrounding countryside.","local",null,"fixed","14","9",null,null,null,null,null,null,null,null
"398","8240",null,null,"1508",null,"St Bartholomew&#039;s market, founded in 1508.","local",null,"fixed","24","8",null,null,null,null,null,null,null,null
"400","351","Stille Markt",null,"1440",null,"&quot;Silent market&quot; on Laetare Sunday","regional","cattle, horses","movable",null,null,null,null,null,"Letare",null,null,null,null
"402","2177",null,null,"1580",null,"A fair in Gesmold is mentioned in 1580, which is specified in 1599 as a market for retail and cattle, taking place on Monday after the Exaltation of the Holy Cross.","local",null,"movable","14","9",null,"Monday","after","Fixed date",null,null,null,null
