"id","fairid","language","description"
"1462","32","nld","De lakenmarkt op Judica Zondag ontstond v&oacute;&oacute;r 1456. Hij werd in 1456 verschoven naar de maandag na Judica. De duur van deze jaarmarkt is onbekend. (1450-1455)"
"1464","33","nld","Op verzoek van het stadsbestuur verleende Arnold, hertog van Gelre, Grave in 1456 het recht op een jaarmarkt. Deze vee- en paardenmarkt duurde ongeveer een week, en vond plaats rond 26 tot 28 april. (1456-)"
"1466","34","nld","Op verzoek van het stadsbestuur verleende Arnold, hertog van Gelre, in 1456 aan Grave het recht op een jaarmarkt. Deze vee- en paardenmarkt vond plaats rond 6-8 november en duurde ongeveer een week. (1456-)"
"1468","35","nld","In 1456 werd de jaarmarkt voor paarden die plaatsvond op Zondag Oculi verplaatst naar donderdag na Reminiscere. Het stadsbestuur vond namelijk dat er geen handel mocht plaatsvinden op vastenzondagen. De duur van deze jaarmarkt is onbekend. (1456-)"
"1470","36","nld","In 1456 werd de jaarmarkt op Judica Zondag (gespecialiseerd in laken) verplaatst naar de maandag na Judica, omdat er volgens het stadsbestuur geen handel op vastenzondagen mocht plaatsvinden. De duur van deze jaarmarkt is onbekend. (1456-)"
"1472","1236","nld","Jaarmarkt op de eerste dinsdag van september."
"1474","1170","deu","Viehmarkt am Sonntag Reminiscere"
"1476","1172","deu","Viehmarkt am Sonntag vor Fronleichnam"
"1478","1174","deu","Viehmarkt am Michaelistag"
"1480","828","nld","In 1353 schonk hertogin Eleonora (tweede vrouw van Reinoud II), Vrouwe van de Veluwe, een kermis op zondag voor Pinksteren."
"1482","830","nld","In 1353 verleende hertogin Eleonora (tweede echtgenote van Reinoud II), Vrouwe van de Veluwe, een kermis op 11.000 maagden."
"1484","818","nld","In 1297 verleende Willem I, hertog van Gelre, het recht om acht dagen na de zondag na Pasen een jaarmarkt te houden aan Elburg. (1397-)"
"1486","820","nld","In 1397 verleende Willem I, hertog van Gelre, het recht om op St. Gallus een kermis te houden, die acht dagen v&oacute;&oacute;r en acht dagen na de kermisdatum zou duren. 
Zijn &#039;marktvrijheid&#039; was gebaseerd op het voorbeeld van Arnhem. De hertog beval zijn ambtenaren om ervoor te zorgen dat acht dagen voor en drie dagen na de beurs van St. Gallus niemand zijn waren naar een markt of kermis anders mocht vervoeren dan Elburgers. Deze maatregelen moeten de kermis van Elburg beschermen tegen de veemarkt in Arnhem, die een dag na de Elburgkermis begint. (1397-)"
"1488","822","nld","Vanaf in ieder geval 1294-95 werd er met Pinksteren in Harderwijk een jaarmarkt gehouden. Ter gelegenheid van het opnieuw verlenen van de stadsrechten aan Harderwijk in 1312 werd het recht toegekend om de markt maximaal veertien dagen te laten duren. Het is zeer de vraag of deze bepaling ooit in de praktijk is gebracht.(1294-)"
"1490","824","nld","IN 1424 kreeg Harderwijk een tweede markt van zondag Reminiscere tot midvasten. Een stedelijke keur van 1431 verordonneerde dat de waren die bestemd waren voor deze jaarmarkt tolvrij waren. (1424-)"
"1492","826","nld","Rond 1524 kwam er naast de twee bestaande jaarmarkten een gespecialiseerde ossenmarkt op 6 oktober. (1524-)"
"1494","832","nld","Vanaf zeker 1294-95 had Wageningen &eacute;&eacute;n jaarmarkt op St. Jacobus. In 1312 werd de duur van deze markt vastgesteld voor acht dagen voor en na de feestdag, maar het is zeer de vraag of de jaarmarkt daadwerkelijk zo lang plaatsvond. Afgaand op de inkomsten uit de markttol had de jaarmarkt slechts een beperkt belang."
"1496","816","nld","In 1459 schonk Arnold, hertog van Gelre, een veemarkt aan Arnhem. De markt zou de dag voor St. Lucas gehouden worden. Deze toekenning baarde de steden Deventer, Kampen en Zwolle zorgen. (1459-)"
"1498","814","nld","In ieder geval vanaf 1294/95 werd er op Sint Maarten een markt gehouden. In 1240 wordt deze markt een paar dagen eerder genoemd op St. Willibrord (7 november). De Sint-Maartensmarkt duurde waarschijnlijk minstens drie weken. Het werd, in ieder geval aan het begin van de vijftiende eeuw, bezocht door kooplieden uit Deventer. (1294-)"
"1500","812","nld","Vanaf zeker 1294-95 werd er een markt gehouden op de Maria-Geboorte. (1294-)"
"1502","810","nld","In ieder geval vanaf 1294-95 werd er op Halfvasten een markt gehouden. In stadsverslagen van Deventer wordt rond het midden van de veertiende eeuw melding gemaakt van een kermis in Arnhem &#039;in festo Palmarum&#039; of &#039;(in) Palmis&#039;, wat zou kunnen verwijzen naar de Halfvasten-markt. Als dit waar is, duurde het minstens twee weken. Volgens Z.W. Sneller was de Arnhemse Palmzondagmarkt maar van korte duur en hield in dezelfde eeuw helemaal op te bestaan. In 1386 wordt het nog steeds genoemd. (1294-)"
"1504","742","nld","In ieder geval sinds 1294-95 tot tenminste 1655 vond er op Sint-Gallusdag (16 oktober) een jaarmarkt plaats. (1294-)"
"1893","1809","deu","Jahrmarkt am Sonntag Quasimodogeniti"
"1506","744","nld","In 1340 werd het recht op een jaarmarkt verleend door hertog Reinoud I van Gelre. Deze duurde acht dagen vanaf woensdag v&oacute;&oacute;r Sint-Margrietsdag. In 1496 werd de jaarmarkt verschoven naar Sint-Jorisdag (23 april)."
"1599","1349","deu","Jahrmarkt am Peter-und-Paulstag, Patronatsfest des Domes. Er begann zwei Tage vor und endete zwei Tage nach dem Festtag. Der Markt war weniger bedeutend als die beiden Sendm&auml;rkte in M&uuml;nster."
"1601","1351","deu","Jahrmarkt am Hieronymustag, Domweihfest seit 1264. Der Markt begann zwei Tage vor und endete zwei Tage nach dem Festtag. Wegen Bedeutungslosigkeit wird er nach 1538/1550 nicht mehr als Jahrmarkt erw&auml;hnt."
"1603","1353","deu","Viehmarkt am Georgstag, erstmals um 1570 erw&auml;hnt."
"1508","746","nld","In 1496 verleende Karel, hertog van Gelre, toestemming aan de magistraat van Doesburg om de jaarmarkt op Sint-Margrietsdag (13 juli, marktrecht toegekend in 1340) te verschuiven naar Sint-Jorisdag (23 april). Benders suggereert dat dit te maken zou kunnen hebben met een jaarmarkt die sinds 1364-65 in het nabij gelegen Zutphen tevens in juli plaatsvond; mogelijk bleek na verloop van tijd dat twee jaarmarkten in juli in dezelfde regio toch teveel was. Van Petersen wijst op een primaire bron die vermeldt dat de hertog van Gelre hoopte dat de opbrengsten van de markttol zouden stijgen door verplaatsing van de jaarmarkt. De jaarmarkt was tenminste tot en met 1655 in functie. (1496-)"
"1510","748","nld","Doetinchem had in ieder geval sinds 1294/95 een markt op Sint-Catharinadag (25 november). De duur van deze markt is onbekend. (1294-)"
"1512","30","nld","Elst had minstens vanaf 1294-95 een markt, op de dag van Maria-Tenhemelopneming (15 augustus). In ieder geval in de zestiende eeuw was dit een tweedaagse paardenmarkt. In 1521 vond de markt niet plaats vanwege oorlog. (1294-)"
"1514","37","nld","De kermis op St. Walburga ontstond v&oacute;&oacute;r 1294-95. In de 16e eeuw werd het uitgebreid met een ossenmarkt (naast de andere ossenmarkt op St. Victor). De duur van deze beurs is onbekend. (1294-)"
"1516","38","nld","De markt op Sint-Michielsdag ontstond v&oacute;&oacute;r 1294-1295. De duur van de markt is niet bekend. (1294-) ("
"1518","39","nld","De ossenmarkt op St. Victor werd in de zestiende eeuw ingesteld. De duur van de markt is niet bekend. (1500-)"
"1520","40","nld","Deze paardenmarkt was een van de twee paardenmarkten die tijdens de Gelderse Oorlogen werden ingesteld door Willem II, hertog van Gelre (Willem V van J&uuml;lich, Kleef en Berg). Het bestond slechts drie jaar, tussen 1540 en 1543. (1540-1543)"
"1522","41","nld","Deze paardenmarkt was een van de twee paardenmarkt die tijdens de Gelderse Oorlogen werden ingesteld door Willem II, hertog van Gelre (Willem V van J&uuml;lich, Kleef en Berg). Het bestond slechts drie jaar, tussen 1540 en 1543. (1540-1543)"
"1532","47","nld","De Pinkstermarkt, die voor het eerst werd genoemd in 1294, werd verschoven naar de dag voor Pinksteren in 1316. In totaal werden er 14 dagen marktrechten per markt toegekend. (1294-)"
"1534","49","nld","De  St. Michaelsmarkt, werd voor het eerst genoemd in 1294, en werd waarschijnlijk verschoven naar de dag v&oacute;&oacute;r St. Mauritius in 1315-16. Per markt werden in totaal 14 dagen marktrechten toegekend. (1294-)"
"1536","50","nld","In 1492 verleende Karel van Egmond, hertog van Gelre toestemming voor de paarden- en veemarkt op de dinsdag naar Halfvasten. De bijbehorende vrijgeleide was geldig van vier dagen ervoor tot vier dagen na de marktdag. (1492-)"
"1538","51","nld","De paarden- en veemarkt op de dag na St. Lucas werd in 1492 door Karel van Egmond, hertog van Gelre, aan Zaltbommel geschonken. De daarbij behorende vrijgeleide was geldig van vier dagen ervoor tot vier dagen na de marktdag. (1492-)"
"1540","26","nld","St. Petrus (paardenmarkt), in en enige tijd v&oacute;&oacute;r 1464 gehouden op 25 of 26 juni. (1450-1464)"
"1542","808","nld","St. Petrus (paardenmarkt), in en enige tijd v&oacute;&oacute;r 1464 gehouden op 25 of 26 juni. (1465-)"
"1544","28","nld","De markt op zondag na Pasen was al ruim voor 1395 georganiseerd, toen aan Buren stadsrechten werden toegekend. (1395-)"
"1546","29","nld","De markt op de St. Lambertus bestond al ruim voor 1395, toen aan Buren stadsrechten werden toegekend. (1395-)"
"1548","1250","deu","Jahrmarkt am Peter und Paulstag."
"1550","1252","deu","Ein zweiter Jahrmarkt am Freitag vor Palmsonntag kam im 16. Jh. hinzu."
"1552","1286","nld","Jaarmarkt op St. Jansdag"
"1554","1288","nld","Jaarmarkt begin augustus"
"1556","1290","nld","Jaarmarkt begin oktober"
"1558","1292","deu","Viehmarkt am 14 Tage vor Philippi und Jacobi. Er wird 1491 nicht mehr genannt."
"1560","1294","deu","Viehmarkt am 8 Tage nach Philippi und Jacobi. Er wird 1491 nicht mehr erw&auml;hnt."
"1562","1296","deu","Viehmarkt am drei Wochen nach Philippi und Jacobi. Er wird 1491 nicht mehr erw&auml;hnt."
"1564","1298","nld","Jaarmarkt op St. Gertrudis"
"1566","1300","nld","Jaarmarkt op zondag voor St. Walburga"
"1568","1302","nld","Jaarmarkt op St. Pieters-banden"
"1570","1304","nld","Jaarmarkt op St. Victor"
"1571","1305","deu","Jahrmarkt am 1. Dienstag in November."
"1573","1307","deu","Kirmes am Fest der Kreuzerh&ouml;hung."
"1575","1309","deu","Der Herbstmarkt wurde um 1600 am Montag nach der Kirmes am Fest der Kreuzerh&ouml;hung abgehalten. Er fand auf dem Gel&auml;nde am Emsufer gegen&uuml;ber der Stadt statt."
"1577","1311","deu","1616 wurde der Herbstmarkt auf Mari&auml; Geburt verlegt und fand vor der Emspforte statt."
"1895","1811","deu","Jahrmarkt am St. Nikolai"
"1528","44","nld","Markt op de dag voor St. Victor."
"1530","45","nld","De driedaagse lakenmarkt begon op de achtste dag na St. Victordag. Het marktrecht duurde een dag langer."
"1579","1313","deu","Ein Viehmarkt am Mittwoch nach Trinitatis wurde 1616 gegr&uuml;ndet. Er fand vor der Dyck- oder M&uuml;nsterpforte statt."
"1581","1315","nld","Jaarmarkt op zondag na St. Petrus en Paulus, twee dagen daarvoor en daarna."
"1583","1317","nld","Jaarmarkt op St. Andries"
"1585","1335","nld","Vijfdaagse jaarmarkt rond het wijdingsfeest van de kerk (21 september)."
"1587","1337","nld","Drie-daagse jaarmarkt op zondag na Maria-Geboorte."
"1589","1339","deu","Michaelismarkt"
"1591","1341","deu","Jahrmarkt am Palmsonntag, im 16. Jh. abgehalten."
"1593","1343","deu","St. Vitimarkt, abgehalten im 16. Jh."
"1595","1345","deu","Jahmarkt nach der Diozesansynode (&#039;Send&#039;) am Montag nach Sonntag Laetare. Der Markt begann Montag mitternachts und dauerte drei Tage. Der erste Markttag war mit einem Viehmarkt verbunden."
"1597","1347","deu","Jahrmarkt nach der Diozesansynode (&#039;Send&#039;) am Montag nach St. Gereon- und Viktorstag. Der Markt begann Montag mitternachts und dauerte drei Tage. Der erste Markttag war mit einem Viehmarkt verbunden."
"1605","1355","deu","Viehmarkt am Laurentiustag, erstmals um 1570 erw&auml;hnt."
"1607","1357","deu","Viehmarkt am Clemenstag, um 1570 erstmals erw&auml;hnt."
"1609","1359","deu","Pferdemarkt am Donnerstag nach Quadragesima"
"1611","1361","deu","Kirchweihmarkt am Sonntag nach Trinitatis"
"1613","1363","deu","Jahrmarkt am 21. September, gleichzeitig Rinder- und Pferdemarkt"
"1615","1365","deu","Jahrmarkt am Sonntag vor St. Margarethen"
"1617","1367","deu","Jahrmarkt am acht Tage nach St. Gallus"
"1619","1369","deu","Jahrmarkt am 22. Juli, 1597 durch Heinrich Rantzau in seiner Landesbeschreibung Schleswig-Holsteins erw&auml;hnt."
"1621","1371","deu","Jahrmarkt am acht Tage nach St. Johannes des T&auml;ufers"
"1623","1373","deu","Jahrmarkt am Allerheiligen"
"1625","1375","deu","Jahrmarkt 14 Tage nach Michaelis"
"1627","1377","deu","Jahrmarkt am St. Dionysius"
"1629","1379","deu","Jahrmarkt am acht Tage nach Michaelis"
"1631","1381","deu","Jahrmarkt am Matth&auml;i"
"1635","1385","deu","Jahrmarkt am Dionysiustag"
"1637","1387","deu","Jahrmarkt am Tag der Enthauptung Johannes&#039; des T&auml;ufers"
"1639","1389","deu","Jahrmarkt am Sonntag Judica"
"1641","1391","deu","Jahrmarkt am Sonntag Judica"
"1643","1393","deu","Jahrmarkt am Palmsonntag"
"1645","1395","deu","Jahrmarkt am Michaelistag"
"1647","1397","deu","Jahrmarkt am Michaelistag"
"1649","1399","deu","Jahrmarkt am Trinitatis"
"1651","1401","deu","Jahrmarkt am Matth&auml;ustag"
"1653","1403","deu","Jahrmarkt acht Tage vor Michaelistag"
"1655","1405","deu","Pfingstmarkt, der nach dem Kr&auml;merbuch aus 1604 von Exaudi bis Freitag vor Pfingsten dauerte."
"1657","1407","deu","Jahrmarkt am ersten Montag der Fastenzeit"
"1659","1409","nld","Gravin Margareta van Vlaanderen verleende Aardenburg in 1268 het recht om de 14 dagen volgend op Drievuldigheidszondag een jaarmarkt te houden. Dit recht werd in 1299 bevestigd, de markt bestond toen uit drie dagen paardenmarkt en drie dagen lakenmarkt. In 1423 bestond de markt nog steeds, maar had alle betekenis verloren. Hertog Philips de Goede probeerde de markt tevergeefs nieuw leven in te wekken. Karel V  trachtte dit opnieuw, bevestigde de oude jaarmarkt uit 1268 en gaf in 1521 een tweede jaarmarkt drie dagen na St. Lucasdag (18 okt.), opnieuw zonder succes."
"1661","1411","nld","Een jaarmarkt op Barnabasdag (11 Juni) wordt in 1344 vermeld. Vanwege de economische neergang van de stad moet deze echter in de 14e eeuw zijn opgeheven."
"1663","1413","nld","De jaarmarkt in het najaar was de grootste van twee jaarmarkten die ten minste vanaf de vijftiende eeuw plaatsvonden. Hij startte op de zondag na het feest van Sint Lambert (17 september). Deze jaarmarkt viel samen met de kermis waarmee de kerkwijding (1306) van de oudste kerk van Amsterdam gevierd werd, de Sint-Nicolaaskerk of Oude Kerk. "
"1665","1415","nld","De Vastenmarkt bestond in ieder geval vanaf de vijftiende eeuw. Hij vond plaats vanaf de tweede woensdag in maart, en viel samen met de herdenking van het Mirakel van Amsterdam (1345)."
"1667","1417","nld","Deze jaarmarkt vond plaats op de tweede donderdag na Pinksteren."
"1673","1459","deu","Jahrmarkt am Johannistag"
"1675","1461","deu","Jahrmarkt am Simon und Juda"
"1677","1463","deu","Jahrmarkt am neun Tagen vor und nach Kilianstag, dem Kirchweihfest der M&uuml;nsterkirche. Er wurde im 13. Jh. zum wichtigsten Markt in Essen."
"1679","1465","deu","Augustmarkt am drei Tagen vor und nach dem Samstag nach Mari&auml; Geburt. Er fand seit dem 14. Jh. statt."
"1681","1467","deu","Jahrmarkt am Georgii und Vorabend."
"1683","1469","deu","Jahrmarkt am Fest der 11.000 Jungfrauen und Vorabend."
"1685","1477","nld","Jaarmarkt op Pasen, voor het eerst in 1127 vermeld. Oorspronkelijk twee weken durend, was de markt in de 14e eeuw tot 3 dagen verkort. In 1378 door nieuwe markten vervangen."
"1897","1813","deu","Jahrmarkt am Montag vor Philippi und Jakobi"
"1687","1479","nld","Jaarmarkt op St. Jan de Doper, voor het eerst in 1127 vermeld. Oorspronkelijk twee weken durend, was de markt in de 14e eeuw tot 3 dagen verkort. In 1378 door nieuwe markten vervangen."
"1689","1481","nld","Jaarmarkt op Maria Geboorte, voor het eerst in 1127 vermeld. Oorspronkelijk twee weken durend, was de markt in de 14e eeuw tot 3 dagen verkort. In 1378 door nieuwe markten vervangen."
"1691","1483","nld","Jaarmarkt op Sint Maarten, voor het eerst in 1127 vermeld. Oorspronkelijk twee weken durend, was de markt in de 14e eeuw tot 3 dagen verkort. In 1378 door nieuwe markten vervangen."
"1693","1485","nld","Jaarmarkt op drie dagen na Palmpasen, in 1378 ingesteld. De markt functioneerde vooral als paardenmarkt."
"1695","1487","nld","Jaarmarkt op drie dagen na St. Victor, in 1378 ingesteld. Voornamelijk een veemarkt."
"1697","1489","nld","Jaarmarkt op drie dagen voor Hemelvaart, in 1378 ingesteld."
"1699","1491","nld","Pontiaansjaarmarkt, in 1533 ingesteld. De jaarmarkt was vooral een kermis, waaraan de handel ondergeschikt was. Met de kermis op St. Magdalena samengevoegd in 1614."
"1701","1493","nld","Kermis op St. Magdalena, de inwijdingsdag van de Domkerk."
"1703","1505","deu","Fastenmarkt, haupts&auml;chlich f&uuml;r Ochsen, erstmals im Amtsbuch des Fleckens um 1530 erw&auml;hnt. Einen genaueren Termin wird nicht genannt. Laut einer Best&auml;tigung der Fleckensprivilegien aus 1652 wurde der Ochsenmarkt von H&auml;ndlern aus Brabant besucht."
"1705","1547","deu","Pfingstmarkt"
"1707","1565","deu","Jahrmarkt am Montag nach Bartholom&auml;us, erstmals im 13. Jh. bezeugt. An erster Stelle bedeutend als Viehmarkt, zog er Besucher aus einem Umkreis bis nach Nimwegen und K&ouml;ln."
"1709","1567","deu","Jahrmarkt und Kirchweihfest am Weihetag des Doms, dem 9. September."
"1711","1569","deu","Jahrmarkt am 15. Juni, seit 1248 abgehalten."
"1713","1571","nld","Jaarmarkt op St. Jacob, vroegste vermelding in 1336."
"1715","1573","nld","De jaarmarkt op St Jacob werd in 1501 van drie naar zes dagen verlengd."
"1717","1575","nld","Jaarmarkt op St. Lambertus, voor het eerst in 1357 genoemd."
"1719","1577","nld","De jaarmarkt die voorheen op St. Lambertus plaatsvond, vond in 1501 op St. Matheus plaats en werd van drie naar zes dagen verlengd."
"1721","1579","nld","Jaarmarkt op zaterdag na Letare, in 1505 ingesteld."
"1797","1721","nld","In 1382 schonk Floris van Wevelinkhoven, bisschop van Utrecht, het recht op een jaarmarkt op St. Victorsdag (10 oktober)."
"1723","1617","nld","Mogelijk al vanaf de twaalfde eeuw vond er een vrijmarkt plaats in de stad Groningen rond de feestdag van St. Otger (10 september). De vrijmarkt werd gedurende de zestiende eeuw verlengd, waardoor hij op enig moment zelfs tot 2 oktober duurde. In 1609 werd de marktduur begrensd tot een duur van 7-13 september."
"1725","1619","nld","De jaarmarkt tijdens Midvasten werd ingesteld in 1434. Volgens Bos hield deze markt al in 1436 op te bestaan, maar Benders laat zien dat deze in 1485 nog steeds in functie was (Oud Archief Elburg reg. 533a). Rond 1554 wordt de markt niet meer genoemd. (1434-1554)"
"1727","1621","nld","De jaarmarkt tijdens Paasachtedag (zondag na Pasen) werd ingesteld in 1434. In 1609 werd de duur ervan met drie dagen verlengd door het stadsbestuur."
"1729","1623","nld","De jaarmarkt tijdens Sint Vitus (15 juni) werd ingesteld in 1434. Volgens Bos hield deze markt al in 1436 op te bestaan, maar Benders maant tot voorzichtigheid aangezien Bos ook vermoedde dat de markt tijdens Midvasten in 1436 niet meer functioneerde en dit bleek niet correct. Rond 1554 worden beide jaarmarkten niet meer genoemd."
"1731","1625","nld","De jaarmarkt tijdens Sint Jacob (25 juli) werd ingesteld in 1434. "
"1733","1627","nld","De jaarmarkt tijdens Maria-Hemelvaart (15 augustus) werd ingesteld in 1434. "
"1735","1629","nld","De jaarmarkt tijdens Sint Micha&euml;l (29 september) werd ingesteld in 1436."
"1737","1633","nld","Mogelijk al vanaf de twaalfde eeuw vond er een vrijmarkt plaats in de stad Groningen rond de feestdag van St. Otger (10 september). Deze vrijmarkt werd gedurende de zestiende eeuw verlengd, waardoor hij op enig moment zelfs tot 2 oktober duurde. In 1609 werd de marktduur begrensd tot een duur van 7-13 september."
"1739","1635","nld","De jaarmarkt tijdens Paasachtedag (zondag na Pasen) werd ingesteld in 1434. In 1609 werd de duur ervan met drie dagen verlengd door het stadsbestuur."
"1741","1637","nld","Sinds 1460 vond er in Meppel in april een jaarmarkt plaats die 15 dagen duurde."
"1743","1639","nld","Sinds 1460 vond er in Meppel een jaarmarkt plaats rond Sint Lambertus (17 september). In 1560 werd deze markt vervroegd naar 14 september."
"1745","1641","nld","Sinds 1460 vond er in Meppel een jaarmarkt plaats rond Sint Lambertus (17 september). In 1560 werd deze markt vervroegd naar 14 september."
"1747","1657","nld","De Sint Egidiusmarkt (1 september) bestond mogelijk al v&oacute;&oacute;r 1440. In een brief van 14 augustus 1436-1440 heeft de tollenaar van Coevorden het over de eerstvolgende vrije jaarmarkt (vrijmarkt) te Coevorden. Vermoedelijk betreft dit de Sint Egidiusmarkt. De instelling van de Sint Egidiusmarkt in 1541 was dus mogelijk een herinstelling. De Sint Egidiusmarkt zou ontstaan kunnen zijn als de kermis ter viering van de wijding van de parochiekerk."
"1749","1653","nld","De jaarmarkt op de maandag voor Pinksteren werd ingesteld in 1541."
"1751","1655","nld","De jaarmarkt op Sint Odulf (12 juni) werd ingesteld in 1541."
"1757","1188","deu","Jahrmarkt am St. Viti."
"1759","1683","deu","Jahrmarkt am St. Veitstag, erstmals 1361 best&auml;tigt, aber davor bereits bestehend. Es gab eine Marktfreiheit von zwei Tagen vor und nach dem Markttag."
"1761","1685","deu","Jahrmarkt am Sonntag vor Martinstag, 1469 genehmigt. Es gab eine Marktfreiheit von zwei Tagen vor und nach dem Markttag."
"1763","1687","deu","Der Martinijahrmarkt wurde 1603 auf acht Tage nach St. Martini verlegt."
"1755","1669","nld","In 1633 stelden de Staten van Drenthe een tweedaagse paardenmarkt in op Sint Mattheus (21 september). Waarschijnlijk moest deze de markt op Sint Michael (29 september) vervangen. In 1655 werd de datum van de markt weer naar de maandag na de oorspronkelijke datum (Sint Michael) verschoven."
"1899","1815","deu","Jahrmarkt am Sonntag Jubilate"
"1765","1689","deu","Der Martinijahrmarkt wurde 1604 auf St. Andreas verlegt und wurde damit zur bis heute existierenden Andreasmesse. Der dreit&auml;gige Markt war zugleich Viehmarkt."
"1769","1691","deu","Jahrmarkt am Martinstag, 1521 vom Kaiser Karl V. best&auml;tigt."
"1771","1697","nld","In de rekening van de Gelderse hertog van 1343/44 wordt een jaarmarkt genoemd met St. Michael (29 September)."
"1773","1699","nld","Tenminste vanaf 1340 vond er in Deventer een jaarmarkt plaats rond St. Jan in de zomer (24 juni)."
"1775","1701","nld","Tenminste vanaf 1340 vond er in Deventer een jaarmarkt plaats rond St. Jacob (25 juli)."
"1777","1703","nld","Tenminste vanaf 1340 vond er in Deventer een jaarmarkt plaats rond St. Egidius (1 september)."
"1779","1707","nld","Vanaf 1386 vond er in Deventer een jaarmarkt plaats rond Midvasten."
"1781","1693","nld","Breda had twee jaarmarkten. Een daarvan was de Bamismarkt. Deze duurde twee weken en begon de dag na de heiligedag van Sint-Bavo op 1 oktober (1313-1653)."
"1783","1695","nld","De Sinxenmarkt duurde twee weken en begon de dag na Pinksteren. Deze werd gehouden tot in ieder geval 1756. (1313-1653)"
"1785","1709","nld","In 1358 ontving Steenwijk het recht op een jaarmarkt tijdens de vasten. De exacte data en de duur van deze jaarmarkt zijn onbekend."
"1787","1711","nld","In 1358 werd Steenwijk het recht op een jaarmarkt rond Sacramentsdag toegekend. De duur van deze jaarmarkt is onbekend."
"1789","1713","nld","In 1358 werd Steenwijk het recht toegekend op een jaarmarkt rond St. Ursula en de elfduizend maagden (21 oktober). De duur van deze jaarmarkt is onbekend."
"1791","1715","nld","In 1382 wordt het bestaan van een jaarmarkt in Kampen rond Pinksteren voor het eerst vermeldt. "
"1793","1717","nld","In 1382 schonk Floris van Wevelinkhoven, bisschop van Utrecht, het recht op een jaarmarkt rond de veertiende dag na Pasen."
"1795","1719","nld","In 1382 schonk Floris van Wevelinkhoven, bisschop van Utrecht, het recht op een jaarmarkt rond de dag van de Translatie van St. Maarten (4 juli)."
"1799","1152","deu","Jahrmarkt am Mari&auml; Himmelfahrt."
"1803","1727","nld","Een vierdaagse vrijmarkt vond plaats in Kollum tijdens Sint Egidius (1 september). Deze markt was toegekend in 1538/1539 door keizer Karel V. "
"1805","1725","nld","Een vierdaagse paardenmarkt vond plaats in Kollum op de dag voor Sint Marcellinus en Petrus (1 juni). De markt was in 1538/1539 toegekend door keizer Karel V."
"1807","1729","nld","In de veertiende eeuw (mogelijk al in de dertiende eeuw) wordt een achtdaagse jaarmarkt genoemd tijdens de Translate van St. Walfried (22 juni). "
"1809","1731","nld","In 1504 werd de Broederkermis heringesteld en verplaatst naar de zaterdag na Kruisverheffing. Hij duurde acht dagen. Mogelijk raakte deze markt in verval vanaf 1536. "
"1811","1733","nld","In 1504 werd het recht toegekend op een jaarmarkt op de dag voor St. Ursula en de Elfduizend Maagden. De duur van de jaarmarkt wordt niet vermeld. Het is onbekend of deze jaarmarkt daadwerkelijk ingesteld is, en of hij succesvol was. "
"1813","1735","nld","Hertog Albrecht geeft in 1361 een vrije jaarmarkt te houden ingaande O.L.V. Nativitas (Mariageboorte, 8 september), duur 4 dagen."
"1815","1749","deu","Jahrmarkt am Montag nach Judica"
"1817","1751","deu","Jahrmarkt am Montag nach Egidii"
"1821","1741","nld","Jaarmarkt op zondag na Halfvasten van vijf dagen, in 1323 verleend door graaf Willem III. In 1522 verleende Keizer Karel V octrooi om de datum van deze jaarmarkt te verschuiven naar 3 februari. "
"1825","1753","nld","Een maand durende jaarmarkt op zondag na Pasen."
"1827","1755","deu","Jahrmarkt auf Bartholom&auml;i."
"1829","1757","deu","Jahrmarkt auf St. Andre&auml;."
"1831","1759","deu","Michaelismarkt"
"1833","1162","deu","Jahrmarkt am Christi Himmelfahrt, sp&auml;ter auf Ostern verlegt."
"1835","1164","deu","Jahrmarkt am &Auml;gidii, sp&auml;ter auf Michaelis verlegt."
"1837","630","deu","Jahrmarkt am Sonntag Cantate"
"1839","1180","deu","Jahrmarkt am Montag nach Jakobi."
"1841","1182","deu","Jahrmarkt am Dienstag vor St. Gallus."
"1843","718","deu","Jahrmarkt am St. Johannes Baptista."
"1845","1761","deu","Jahrmarkt am Sonntag Reminiscere"
"1847","1763","deu","Jahrmarkt am Sonntag Exaudi"
"1849","1765","deu","Jahrmarkt am St. Simon und Judas"
"1851","1767","deu","Jahrmarkt am Sonntag Exaudi"
"1853","1769","deu","Jahrmarkt am Tag der Enthauptung Johannes&#039; des T&auml;ufers."
"1855","1771","deu","Jahrmarkt am St. Laurentiustag."
"1857","1773","deu","Jahrmarkt am Sonntag Invocavit"
"1859","1775","deu","Jahrmarkt am Sonntag Invocavit"
"1861","1777","deu","Jahrmarkt am Sonntag Invocavit"
"1863","1779","deu","Jahrmarkt am Sonntag Invocavit"
"1865","1781","deu","Jahrmarkt am Sonntag Letare"
"1867","1783","deu","Jahrmarkt am Mari&auml; Himmelfahrt"
"1869","1785","deu","Jahrmarkt am Sonntag Letare"
"1871","1787","deu","Eint&auml;giger Jahrmarkt am Peter-und-Paulstag."
"1873","1789","deu","Eint&auml;giger Jahrmarkt am St. Viktorstag"
"1875","1791","deu","Eint&auml;giger Jahrmarkt am Neujahrstag"
"1877","1793","deu","Eint&auml;giger Jahrmarkt am Sonntag vor dem Feste Johannes des T&auml;ufers"
"1879","1795","deu","Viert&auml;giger Jahrmarkt vom Tag vor St. Michaelis bis St. Remigii"
