"id","refshort","reflong","type"
"1588","Ehbrecht 1985","Ehbrecht, Wilfried, &#60;q&#62;Stadtentwicklung bis 1324&#60;/q&#62;, in &#60;cite&#62;Lippstadt. Beiträge zur Stadtgeschichte&#60;/cite&#62;, Quellen und Forschungen zur Geschichte der Stadt Lippstadt 2, ed. by Wilfried Ehbrecht (Lippstadt, 1985), 19-88","secondary"
"1590","Zeyß 1873","Zeyß, Heinrich, &#60;cite&#62;Geschichte des Marktfleckens Herbsleben.&#60;/cite&#62; (Gotha 1873).","secondary"
"1592","Cappon and Van Engen 2002","Cappon, C.M.; Van Engen, H., &#60;q&#62;&#39;... Bider kore vanden dorpe...&#39;. Het stadsrecht van Brouwershaven (1403)&#60;/q&#62;, in &#60;cite&#62;Pro Memorie. Bijdragen tot de rechtsgeschiedenis der Nederlanden&#60;/cite&#62; 4 (2002), 230-255.","secondary"
"1846","Sandberg 1970","Sandberg, G.F., &#60;cite&#62;Overzetveren in Zeeland. Zevenhonderd jaar vervoer te water&#60;/cite&#62; (Middelburg, 1970)","secondary"
"1594","Bütow 2013","Bütow, Sascha, &#60;q&#62;&#34;unterwegs&#34;. Flussnutzung und Schifffahrt zwischen Schwarzer Elster und Oder.&#60;/q&#62; in: &#60;cite&#62;Die Nieder- und Oberlausitz. Konturen einer Integrationslandschaft,&#60;/cite&#62; ed. by Heinz-Dieter Heimann, Klaus Neitmann and Uwe Tresp (Berlin 2013), 314-326","secondary"
"1596","NLA OS, Dep 62 b Nr. 1650","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 1650: Zoll des Gerichts Haren 1631/1810","archive"
"1598","NLA OS, Dep 62 b Nr. 434","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 434: Zoll und Jahrmarkt zu Meppen, Zoll zu Fullen","archive"
"1600","NLA OS, Dep 62 b Nr. 418","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 418: Zoll und Wegegeld überhaupt 1576-1801","archive"
"1602","NLA OS, Dep 62 b Nr. 420","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 420: Zoll zu Rhede und Aschendorf 1564-1801","archive"
"1604","NLA OS, Dep 62 b Nr. 423","Niedersächsisches Landesarchiv Osnabrück, Dep 62 b, Nr. 423: Ober- und Unterzoll des Gerichtes Haren","archive"
"1606","Kolck 1963","Kolck, Franz, &#60;cite&#62;Rheine im Wandel der Zeiten. Franz Kolck erzählt...&#60;/cite&#62;, ed. by Heinrich Büld (Rheine, 1963)","secondary"
"1608","NLA AU, Rep. 101 Nr. 0468","Niedersächsisches Landesarchiv Aurich, Rep. 101. Nr. 0468: Neue Zölle in Detern, Stickhausen und Aurich (1602-1656)","archive"
"1610","NLA AU, Rep. 4 B 1 f Nr. 1260 a","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 1 f, Nr. 1260 a: Ostfriesische Beschwerde über den in Rheda erhobenen münsterschen Zoll auf englische Tücher","archive"
"1612","NLA AU, Rep. 4 B 2 v Nr. 7","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 7: Niederländischer Zoll auf der Ems bei Leerort","archive"
"1614","NLA AU, Rep. 4 B 2 v Nr. 2","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 2: Zoll im Amte Friedeburg (1602-1665)","archive"
"1616","NLA AU, Rep. 4 B 2 v Nr. 9","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 2 v, Nr. 9: Zoll zu Norden","archive"
"1618","NLA AU, Rep. 4 B 6 a Nr. 64","Niedersächsisches Landesarchiv Aurich, Rep. 4 B 6 a, Nr. 64: Verzeichnis der von Bernhard Münster auf Befehl des Grafen Edzard II. in Norden getätigten Ein- und Ausgaben 1596-1599","archive"
"1620","Schreiber 2017","Schreiber, Gretje, &#60;cite&#62;Der Norder Hafen. Geschichte, Schifffahrt und Handel&#60;/cite&#62; (Aurich, 2017)","secondary"
"1622","Cillekens; Dijkman 2006","Cillekens, Caspar; Wim Dijkman, &#60;cite&#62;20 eeuwen Maastricht&#60;/cite&#62; (Nijmegen, 2006).","secondary"
"1624","Baake 1983","Baake, Martin, &#60;cite&#62;Aus der Vergangenheit und Gegenwart des Dorfes Neuenkirchen. Eine Dorf- und Familien-Chronik der Gemeinde Neuenkirchen&#60;/cite&#62; (Neuenkirchen, 1983)","secondary"
"1626","Wittkopf 1891","Wittkopf, W., &#60;cite&#62;Geschichte von Kuhstedt und Gnarrenburg 1428-1890&#60;/cite&#62; (Zeven, 1891)","secondary"
"1628","Timm; Weitemeier 1988","Timm, Jürgen; Weitemeier, Uwe, &#60;cite&#62;Das ehemalige Klostergut Varrel. Ein geschichtlicher Überblick&#60;/cite&#62; (Stuhr, 1988)","secondary"
"1630","StAB, 2-Ss.4.a.","Staatsarchiv Bremen, 2-Ss.4.a. Zölle - Allgemeines; Zollfreiheit der Bremer 1358-1810","archive"
"1632","StAB, 2-Z.7.c.","Staatsarchiv Bremen, 2-Z.7.c. Einnahmeregister der Ämter Hagen, Ottersberg und Langwedel","archive"
"1634","StAB, 2-Ss.4.c.H.8","Staatsarchiv Bremen, 2-Ss.4.c.H.8: Zoll zu Hoya und Altenbruchhausen 1570-1630, 1709","archive"
"1636","StAB, 2-Ss.4.c.O.1.a. ","Staatsarchiv Bremen,  2-Ss.4.c.O.1.a.: Zölle in Oldenburg 1423-1835","archive"
"1638","Müsegades 1974","Müsegades, Kurt, &#60;cite&#62;Hasbergen. Ein Jahrtausend Gemeindegeschichte&#60;/cite&#62; (Hasbergen, 1974)","secondary"
"1640","StAB, 2-W.3.a.3.c.","Staatsarchiv Bremen, 2-W.3.a.3.c. Zoll- und Acciseabgaben im Herzogtum Braunschweig","archive"
"1642","StA Emden, I 268","Stadtarchiv Emden, I 268: Konflikt zwischen der Stadt Emden und der Landesherrschaft in Zollfragen","archive"
"1644","Landau 1958","Landau, Georg, &#60;q&#62;Straßen von Mainz und Frankfurt nach Leipzig. (Zeitschrift für deutsche Kulturgeschichte 1 (1856) 575-591, 639-665)&#60;/q&#62; in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland&#60;/cite&#62; (Kassel; Basel 1958), 35-77.","secondary"
"1646","Rutte; Vannieuwenhuyze 2018","Rutte, Reinout; Bram Vannieuwenhuyze, &#60;cite&#62;Stedenatlas Jacob van Deventer. 226 Stadsplattegronden uit 1545-1575. Schakels tussen verleden en heden&#60;/cite&#62; (Bussum, 2018).","secondary"
"1650","Reimer 1926","Reimer, Heinrich (ed.), &#60;cite&#62;Historisches Ortslexikon für Kurhessen&#60;/cite&#62; (Marburg, 1926)","secondary"
"1652","Schachtschneider 2015","Schachtschneider, Matthias, &#60;cite&#62;Kreyenbrück und Bümmersted gestern und heute&#60;/cite&#62; (Oldenburg, 2015)","secondary"
"1654","Schmitz 2004","Schmitz, Christoph, &#60;cite&#62;Die Ruhrbrücken. Von der Quelle bis zur Mündung zwischen einst und jetzt&#60;/cite&#62; (Münster, 2004)","secondary"
"1656","Landau 1958b","Landau, Georg, &#60;q&#62;Die Straßen aus den Niederlanden und vom Niederrhein durch Westfalen nach Leipzig und Nürnberg. Korrespondenzblatt des Gesamtvereins 10 (1862) 47-56)&#60;/q&#62;, in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland&#60;/cite&#62; (Kassel; Basel 1958), 78-88","secondary"
"1658","Brandt 2006","Brandt, Friedrich-Wilhelm, &#60;cite&#62;Fährmann hol über - zur Geschichte der Fähren der Mittelweser&#60;/cite&#62; (Holzminden, 2006)","secondary"
"1660","Kötzschke 1906","Kötzschke, Rudolf (ed.), &#60;cite&#62;Rheinische Urbare. Sammlung von Urbaren und anderen Quellen zur rheinischen Wirtschaftsgeschichte, zweiter Band: Die Urbare der Abtei Werden a.d. Ruhr. A. Die Urbare vom 9.-13. Jahrhundert&#60;/cite&#62; (Bonn, 1906)","edition"
"1662","Groten et al. 2006","Groten, Manfred; Johanek, Peter; Reininghaus, Wilfried; Wensky, Margret (eds.), &#60;cite&#62;Handbuch der historischen Stätten Nordrhein-Westfalen&#60;/cite&#62; (Stuttgart, 2006: 3rd renewed edition)","secondary"
"1664","Landau 1958c","Landau, Georg, &#60;q&#62;Die Straßen zwischen den Hansestädten und Nürnberg. (Korrespondenzblatt des Gesamtvereins 10 (1862) 54 - 58)&#60;/q&#62; in: Georg Landau, &#60;cite&#62;Beiträge zur Geschichte der alten Heer- und Handelsstraßen in Deutschland.&#60;/cite&#62; (Kassel und Basel 1958), 88 - 99.","secondary"
"1668","Ramm 1978","Ramm, Heinz, &#60;q&#62;Die Friedeburg - Entstehung und Baugeschichte&#60;/q&#62;, in &#60;cite&#62;Res Frisicae. Beiträge zur ostfriesischen Verfassungs-, Sozial- und Kulturgeschichte&#60;/cite&#62;, ed. by Kollegium der ostfriesischen Landschaft (Aurich; Leer, 1978), 28-72","secondary"
"1670","Pätzold 2009","Pätzold, Stefan, &#60;q&#62;&#34;Die eigentliche Zeit, da der Ort eine Stadt geworden&#34;. Bochums Stadtwerdung im Spätmittelalter&#60;/q&#62;, in &#60;cite&#62;Bochum, der Hellwegraum und die Grafschaft Mark im Mittelalter&#60;/cite&#62;, ed. by Stefan Pätzold (Bielefeld, 2009), 43-72","secondary"
"1672","Schilp 2009","Schilp, Thomas, &#60;q&#62;Essen - Bochum - Dortmund. Mittelalterliche Städte am Hellweg im Vergleich&#60;/q&#62;, in &#60;cite&#62;Bochum, der Hellwegraum und die Grafschaft Mark im Mittelalter&#60;/cite&#62;, ed. by Stefan Pätzold (Bielefeld, 2009), 73-96","secondary"
"1674","Schütte 1990","Schütte, Leopold, &#60;q&#62;Schöppingen&#60;/q&#62;, in &#60;cite&#62;Westfälischer Städteatlas, Lieferung III Nr. 8&#60;/cite&#62;, ed. by Heinz Stoob (Altenbeken, 1990)","secondary"
"1676","Coenen 2006","Coenen, Fedor, &#60;q&#62;Het keerpunt&#60;/q&#62;, in &#60;cite&#62;Montfort / een kasteel en zijn landschap&#60;/cite&#62;, ed. by Stichting Kasteel Montfort, Stichting het Limburgs Landschap (Nuth, 2006), 92-113","secondary"
"1678","Herben; Van der Mierden 1995","Herben, M.H.A.J.; L. van der Mierden, &#60;q&#62;Het dorp en de heerlijkheid Niervaart in de late middeleeuwen&#60;/q&#62;, in &#60;cite&#62;Jaarboek De Oranjeboom&#60;/cite&#62; 48 (1995) 33-49","secondary"
"1680","Herben 2007","Herben, Matti H.J., &#60;q&#62;Het kerkhof van het oude Niervaart&#60;/q&#62;, &#60;cite&#62;Jaarboek De Oranjeboom&#60;/cite&#62; 60 (2007), 284-288","secondary"
"1682","Horsten 2005","Horsten, Frits H., &#60;cite&#62;Doorgaande wegen in Nederland, 16e tot 19e eeuw. Een historische wegenatlas&#60;/cite&#62; (Amsterdam, 2005).","secondary"
"1684",null,"Sr. Sanson, La seigneurie de Groningue subdivisée en toutes ses iuridictions, 1692, Groningen, Groninger Archieven, 817 Verzameling kaarten, prenten en tekeningen (RAG), 1500-1999, nr. 1973, https://hdl.handle.net/21.12105/EBA213DD5BEA408F98E5D5B8FF2C182E.","archive"
"1686","Vogel 1909","Vogel, Walther, &#60;q&#62;Die Binnenfahrt durch Holland und Stift Utrecht vom 12. bis 14. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Hansische Geschichtsblätter&#60;/cite&#62; 36 (1909), 13-36","secondary"
"1688","De Roo 2015","Roo, E. de, &#60;q&#62;Van sluis tot stad - Op weg naar zee&#60;/q&#62;, &#60;cite&#62;Stichting Heemkundige Kring Sas van Gent&#60;/cite&#62;, edition 16 June 2015, http://www.heemkundigekringsasvangent.nl/verhalen/van-sluis-tot-stad.","secondary"
"1690","Van Hecke 2015","Hecke, J. van, &#60;q&#62;De geschiedenis van Sas van Gent - De ontwikkeling van de sluizen en nederzetting&#60;/q&#62;, &#60;cite&#62;Stichting Heemkundige Kring Sas van Gent&#60;/cite&#62;, edition 16 June 2015, http://www.heemkundigekringsasvangent.nl/verhalen/de-geschiedenis-van-sas-van-gent","secondary"
"1692","Buisman 1996","Buisman, J., &#60;cite&#62;Duizend jaar weer, wind en water in de Lage Landen. Deel 2, 1300-1450&#60;/cite&#62; (Franeker, 1996).","secondary"
"1694","Coehoorn 2013","Stichting Menno van Coehoorn (ed.), &#60;cite&#62;Atlas van historische verdedigingswerken in Nederland: Groningen, Friesland, Drenthe&#60;/cite&#62; (Utrecht, 2013)","secondary"
"1696","Arnold 1966","Arnold, Dieter, &#60;cite&#62;Die wirtschaftliche und soziale Entwicklung der Stadt Rinteln im 17. und 18. Jahrhundert&#60;/cite&#62; (Rinteln, 1966)","secondary"
"1698","NLA BU, L1","Niedersächsisches Landesarchiv Bückeburg, L1 Schaumburger Samtarchiv","archive"
"1700","Klein 2018","Klein, Hartmut, &#60;cite&#62;Gronau mit Epe&#60;/cite&#62;, Historischer Atlas westfälischer Städte Band 10, ed. by Thomas Tippach (Münster, 2018)","secondary"
"1702","Birnbaum 1989","Birnbaum, Stefan, &#60;q&#62;Im Namen der Bürger: Stadtrat und Behörden&#60;/q&#62;, in &#60;cite&#62;1200 Jahre Herford. Spuren der Geschichte&#60;/cite&#62;, ed. by Theodor Helmert-Corvey; Thomas Schuler (Herford, 1989), 245-268","secondary"
"1704","Pracht-Jörns 2017","Pracht-Jörns, Elfi, &#60;cite&#62;Siegburg&#60;/cite&#62;, Rheinischer Städteatlas Lieferung XXI Nr. 102 (Köln, 2017)","secondary"
"1706","Pfeiffer 2000","Pfeiffer, Friedrich, &#60;cite&#62;Transitzölle 1000-1500&#60;/cite&#62;, Geschichtlicher Atlas der Rheinlande, 7. Lieferung, Nr. 10 (Köln, 2000)","secondary"
"1710","Huismann 2007","Huismann, Frank, &#60;q&#62;Von der Salzsiedlung zur Stadt. Salzuflen im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Bad Salzuflen. Epochen der Stadtgeschichte&#60;/cite&#62;, ed. by Franz Meyer (Bielefeld, 2007), 41-114","secondary"
"1712","Kieckbusch 2004","Kieckbusch, Klaus, &#60;cite&#62;Von Ackerleuten, Hexen und Söldnern - Bürgerleben in Holzminden vor und nach Beginn des Dreißigjährigen Krieges&#60;/cite&#62; (Holzminden, 2004)","secondary"
"1714","Rijksdienst voor Cultureel Erfgoed","Rijksdienst voor Cultureel Erfgoed, &#60;cite&#62;Landschap in Nederland - Kaart van de verstedelijking, 1575&#60;/cite&#62;, &#60;a href=&#34;https://landschapinnederland.nl/verstedelijkingskaart&#34;&#62;https://landschapinnederland.nl/verstedelijkingskaart&#60;/a&#62; (version 4.7.2.; consulted 30 October 2020).","secondary"
"1716","Samtgemeinde Emlichheim","Website der Samtgemeinde Emlichheim: Gemeinde Ringe (&#60;a href=&#34;https://www.emlichheim.de/rathaus-politik/politik/mitgliedsgemeinden/ringe/&#34;&#62;https://www.emlichheim.de/rathaus-politik/politik/mitgliedsgemeinden/ringe/&#60;/a&#62;)","secondary"
"1718","Rothe 1992","Rothe, Jörg Michael, &#60;q&#62;Zoll bezahlen wie seit tausend Jahren. Einige allgemeine Überlegungen zur Geschichte des Zolls anhand von Beobachtungen zum Landzollwesen im frühneuzeitlichen Weserraum&#60;/q&#62;, in &#60;cite&#62;Der Weserraum zwischen 1500 und 1650: Gesellschaft, Wirtschaft und Kultur in der Frühen Neuzeit&#60;/cite&#62;, Materialien zur Kunst- und Kulturgeschichte in Nord- und Westdeutschland 4 (Marburg 1992), 175-202","secondary"
"1720","Van den Noort 2009","Noort, Jan van den, &#60;cite&#62;Langs de rand van het zand. Waterstaatsgeschiedenis in de Brabantse Delta&#60;/cite&#62; (Breda, 2009)","secondary"
"1722","Meineke 2018","Meineke, Birgit, &#60;cite&#62;Die Ortsnamen des Kreises Paderborn&#60;/cite&#62;, Westfälisches Ortsnamenbuch 11 (Bielefeld, 2018)","secondary"
"1724","Flöer 2018","Flöer, Michael, &#60;cite&#62;Die Ortsnamen des märkischen Kreises&#60;/cite&#62;, Westfälisches Ortsnamenbuch 12 (Bielefeld, 2018)","secondary"
"1728","Koot 2013","Koot, J.M., &#60;cite&#62;Over de Hoornbrug van Rijswijk. Een archeologisch bureauonderzoek&#60;/cite&#62;, Rijswijkse Archeologische rapporten 44 (juni 2013), online at: &#60;a href=&#34;https://archisarchief.cultureelerfgoed.nl/Archis2/Archeorapporten/32/AR30146/Rapport%2044%20Hoornbrug.pdf&#34;&#62;https://archisarchief.cultureelerfgoed.nl/Archis2/Archeorapporten/32/AR30146/Rapport%2044%20Hoornbrug.pdf&#60;/a&#62;","secondary"
"1730","Baas et al. 2001","Baas, H.G.; Burm, P.P.D.; Ligtendag, W.A.; Vreugdenhil, V. (eds.), &#60;cite&#62;Ontgonnen Verleden. Inzoomen op de historisch-geografische ontwikkeling van het Nederlandse landschap&#60;/cite&#62; (2001)","secondary"
"1732","Mitteldeutscher Heimatatlas","Schlüter, Otto (ed.), &#60;cite&#62;Mitteldeutscher Heimatatlas, hrsg. Von der landesgeschichtlichen Forschungsstelle für die Provinz Sachsen und für Anhalt&#60;/cite&#62; (Magdeburg 1935-1942).","secondary"
"1734","Göschel 1842","Göschel, Carl Friedrich (ed.), &#60;cite&#62;Chronik der Stadt Langensalza in Thüringen.&#60;/cite&#62; Band 3 (Langensalza 1842).","secondary"
"1736","Cruse 1833","Cruse, Karl Wilhelm, &#60;cite&#62;Curland unter den Herzögen&#60;/cite&#62; (Mitau, 1833)","secondary"
"1738","Ventegodt et al. 1997","Ventegodt, Ole; Bjørn Poulsen Flemming Rieck and Jan Bill &#60;cite&#62;Dansk Søfarts Historie Bind 1: Fra stammebåd til skib. Tiden indtil 1588&#60;/cite&#62; (Copenhagen 1997).","secondary"
"1740","Olesen 1988","Olesen, Jens E., &#60;q&#62;Toldere og toldindtægter i senmiddelalderen&#60;/q&#62;, in &#60;cite&#62;Zise&#60;/cite&#62; 3 (1988), 92-107.","secondary"
"1742","Debrabandere et al. 2010","Debrabandere, Frans; Devos, Magda; Kempeneers, Paul T.C.; Mennen, Victor; Ryckeboer, Hugo; Van Osta, Ward, &#60;cite&#62;De Vlaamse gemeentenamen: verklarend woordenboek&#60;/cite&#62; (Leuven, 2010)","secondary"
"1744","Helsloot 2002","Helsloot, P.N., &#60;cite&#62;De glorie van Zaandam. Zeven eeuwen geschiedenis, gezien van de Hogendam&#60;/cite&#62; (Zaltbommel, 2002)","secondary"
"1746","Tippach 2003","Tippach, Thomas (ed.), &#60;cite&#62;Städtebuch Hinterpommern, Neubearbeitung&#60;/cite&#62; (Stuttgart, 2003)","secondary"
"1748","Bredehöft 1984","Bredehöft, Klaus, &#60;cite&#62;Inseln im Moor. Aus der Geschichte von Revenahe-Kammerbusch&#60;/cite&#62; (Kammerbusch, 1984).","secondary"
"1750","Albers 2005","Albers, Ewald, &#60;cite&#62;Wangersen: früher und heute, 1105–2005&#60;/cite&#62; (Wangersen, 2005)","secondary"
"1752","Dobelmann 1986","Dobelmann, Werner, &#60;q&#62;Der Schultenhof zu Rüssel&#60;/q&#62;, &#60;cite&#62;Osnabrücker Land: Heimat-Jahrbuch&#60;/cite&#62; 13 (1986), 56–61","secondary"
"1754","De Vries 1981","Vries, Jan de, &#60;cite&#62;Barges and Capitalism. Passenger Transportation in the Dutch Economy, 1632-1839&#60;/cite&#62; (Utrecht, 1981)","secondary"
"1756","Ploetz 1961","Ploetz, Bruno, &#60;q&#62;Überlandfernverkehr im Gebiet des Fürstentums Lüneburg&#60;/q&#62;, &#60;cite&#62;Lüneburger Blätter&#60;/cite&#62; 11/12 (1961), 67-148","secondary"
"1758","Herten 1968","Gemeentebestuur Herten (ed.), &#60;cite&#62;1000 jaar Herten. 968-1968&#60;/cite&#62; (Herten, 1968)","secondary"
"1760","Verkerk 1998","Verkerk, C.L., &#60;q&#62;De vroegste vermelding van de tol van Geervliet &#60;/q&#62;, in &#60;cite&#62;Datum et actum. Opstellen aangeboden aan Jaap Kruisheer t.g.v. zijn 65ste verjaardag&#60;/cite&#62;, ed. by Blok, D.P. et. al. (Amsterdam, 1998), 431-455.","secondary"
"1762","Smit, Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag. https://www.nationaalarchief.nl/onderzoeken/archief/3.01.28","secondary"
"1764","Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag.","secondary"
"1766","Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag.","secondary"
"1822","Pries 1914","Pries, Alexander, &#60;cite&#62;Der schwedische Zoll in Warnemünde in den Jahren 1632-1654&#60;/cite&#62; (Wismar, 1914)","secondary"
"3493","Jansen 1905","Jansen, J.E., &#60;cite&#62;Turnhout in het verleden en heden&#60;/cite&#62; (Turnhout 1905)","secondary"
"1768","Hingman, Inventaris Grafelijkheidsrekenkame","Hingman,J.H., &#60;cite&#62;Inventaris van het archief van de Grafelijkheidsrekenkamer of Rekenkamer der Domeinen van Holland: Registers en Stukken, (1233) 1446-1728 (1815) &#60;/cite&#62;, Version 06-10-2020, Archive 3.01.27.02,&#13;&#10;Nationaal Archief, Den Haag. https://www.nationaalarchief.nl/onderzoeken/archief/3.01.27.01","secondary"
"1770","Maassluis Oud Archief","&#60;cite&#62;Archiefinventaris 1000 Oud Archief Maassluis&#60;/cite&#62;, Stads Archief Vlaardingen, consulted 20200126, http://www.geschiedenisvanvlaardingen.nl/stadsarchief/toegang1000.htm#i_inventaris &#13;&#10;","secondary"
"1772","Alma 1999","Alma, Carla, &#60;q&#62;Oldenzijl, &#39;onder den klockslagh&#39; van Winsum&#60;/q&#62;, &#60;cite&#62;Noorderbreedte&#60;/cite&#62; 4 (1999), 40-42.","secondary"
"1774","Kroon 2004","Kroon, Hans Arie, &#60;q&#62;Korte geschiedenis van Gouwsluis&#60;/q&#62;, &#60;cite&#62;Alphen.com&#60;/cite&#62; (14-1-2004), url: &#60;a href=&#34;https://alphen.com/2004/01/14/korte-geschiedenis-van-gouwsluis&#34;&#62;https://alphen.com/2004/01/14/korte-geschiedenis-van-gouwsluis&#60;/a&#62;","secondary"
