"id","literatureid","nodesid","edgesid","pertainsto","pages","namesid"
"33647","3967","19683","\N","","100-109","\N"
"33651","3935","\N","\N","names","I no. 408","10482"
"33543","3935","\N","\N","names","V no. 2742","3951"
"33702","586","4956","\N","","281-282","\N"
"33701","586","\N","\N","names","281","29539"
"1988","60","1429","\N","\N","p. 104","\N"
"33703","586","10067","\N","","9","\N"
"33705","540","12054","\N","","87","\N"
"33706","3967","19698","\N","","33-34","\N"
"33710","3871","19701","\N","","ID 1000006101, 564010044, 1000006102","\N"
"33714","3871","18126","\N","","ID 1000040813 (Liminka church), 1000034326 (Oulu church), 564010044 (Kastelli), 1000006101 (Linnansaari), 1000006102 (Oulu town area).","\N"
"33467","3961","19664","\N","","23–24, 47-48","\N"
"33066","1686","19305","\N","lock","33","\N"
"33198","1550","12115","\N","lock","56","\N"
"33220","1830","13790","\N","bridge","4","\N"
"33247","1800","4114","\N","","77","\N"
"33263","3945","2226","\N","","N151","\N"
"33276","3947","7936","\N","","79n7","\N"
"33281","3947","2055","\N","","159","\N"
"33312","3946","2024","\N","tolls","319","\N"
"33326","3934","13720","\N","","Bd. 1, 398-400","\N"
"33330","3934","9034","\N","","Bd. 1, 320","\N"
"33332","3934","8028","\N","","Bd. 1, 416-417","\N"
"33337","2283","13722","\N","","119","\N"
"33348","920","4181","\N","fairs","300-301","\N"
"33363","1796","1385","\N","tolls","no. 1853, 1854","\N"
"33378","3956","19624","\N","fairs","vol. 4, nr. 150, 179","\N"
"33393","3627","6443","\N","","877","\N"
"33398","3627","3973","\N","","796","\N"
"6146","760","8752","\N","fairs","178","\N"
"33426","3627","19639","\N","","256","\N"
"33436","3627","558","\N","","798","\N"
"33446","3627","10069","\N","","495","\N"
"33456","942","16703","\N","","Huijbergen (Woensdrecht, NB)","\N"
"36655","3977","19802","\N","","393-397","\N"
"2120","60","35","\N","\N","p. 106","\N"
"9524","852","10979","\N","tolls","824-826","\N"
"33487","3961","18135","\N",""," 23–24","\N"
"33494","1646","19670","\N","harbour","241","\N"
"33499","1782","19671","\N","","Plassendale &#60;a href=&#34;https://id.erfgoed.net/themas/5408&#34;&#62;https://id.erfgoed.net/themas/5408&#60;/a&#62;","\N"
"33511","3871","19682","\N","","ID 1000023441","\N"
"33518","3964","19683","\N","","155, 158–159","\N"
"33526","3695","11847","\N","ferry","219-221","\N"
"33532","3966","19683","\N","","vol. II, 357–358","\N"
"33537","3966","19684","\N","","vol. II, 357–358","\N"
"33546","3958","\N","\N","names","176","29473"
"33548","3958","\N","\N","names","176","29470"
"33648","3967","19683","\N","fairs","100-109","\N"
"33652","3958","\N","\N","names","70","29440"
"33468","3952","19664","\N","","113–122, Tafl. VI","\N"
"33700","586","19638","\N","","449","\N"
"33704","586","19685","\N","","213-214","\N"
"33707","3871","19698","\N","","ID 564010044","\N"
"2160","60","1790","\N","\N","p. 123","\N"
"33711","3967","19701","\N","","33-34","\N"
"33476","3961","19665","\N","","23–24, 47-48","\N"
"34114","4004","19832","\N","","46, 206","\N"
"34111","3861","19833","\N","","106, 273-276","\N"
"35381","4024","19924","\N","","54-55, 64, 83, 311","\N"
"33715","3956","18126","\N","","2, nr. 78–80 (29.9.1531), 4, nr. 187 (3.1.1605), 195 (8.4.1605), 200 (5.6.1605), 209 (12.4.1606), 210 (27.4.1606), 246 (27.6.1608), 285 (26.9.1610), 6, nr. 31 (Juli 1621), 48 (6.3.1622).","\N"
"33535","3965","19682","\N","fairs","300-304?","\N"
"33551","3958","\N","\N","names","176","29475"
"33464","3956","19664","\N","fairs","2, nr. 78–80, Åbo (29.9.1531), 4, nr. 246 (27.6.1608), 6, nr. 48 (6.3.1622), 177 (15.2.1627).","\N"
"36666","3321","\N","440","edge","151-157","\N"
"2328","60","2009","\N","\N","p. 131","\N"
"2330","60","2036","\N","\N","p. 133","\N"
"33067","1935","19305","\N","lock","475","\N"
"33199","1550","12114","\N","lock","56","\N"
"33248","1800","2283","\N","","53","\N"
"33264","1800","2161","\N","","49","\N"
"33282","3131","15950","\N","","933","\N"
"33349","4","16928","\N","bridge","199","\N"
"33373","3954","19623","\N","bridge","278-279","\N"
"33379","3954","19624","\N","","190-196, 255-256, 277","\N"
"33399","3627","17452","\N","","886","\N"
"33403","38","8752","\N","","699","\N"
"33437","3627","6563","\N","","881","\N"
"33447","1542","12026","\N","bridge","55-57","\N"
"33457","942","16751","\N","","Nispen (Roosendaal, NB)","\N"
"33465","3871","19664","\N","fairs","ID 1000011801","\N"
"33469","3867","19664","\N","","508–510","\N"
"33477","3952","19665","\N","","113–114, 121–122, Tafl. V","\N"
"13694","1426","11538","\N","\N","79-82","\N"
"33488","3953","18135","\N","","362","\N"
"33512","3871","19682","\N","","ID 1000031779","\N"
"33519","3964","19683","\N","fairs","155, 158–159","\N"
"33527","1456","11847","\N","ferry","13","\N"
"33533","3965","19682","\N","","300-304?","\N"
"33538","3965","19684","\N","","300-304?","\N"
"33549","3958","\N","\N","names","176","29471"
"33649","3967","19682","\N","","100-109","\N"
"33653","3958","\N","\N","names","70","29441"
"33708","3968","19698","\N","","48–63","\N"
"33712","3968","19701","\N","","48-63","\N"
"33716","3787","18126","\N","","66-70","\N"
"34112","4005","19833","\N","","40","\N"
"34115","3998","19832","\N","","101","\N"
"35382","4071","19924","\N","","","\N"
"36656","3966","19802","\N","","vol. 2, 452–459","\N"
"36667","3964","\N","440","edge","89, 125–126","\N"
"33068","3920","19305","\N","lock","6-8","\N"
"33200","1550","12113","\N","lock","56","\N"
"33249","3946","2283","\N","","466","\N"
"33265","3945","2161","\N","","14","\N"
"33380","3951","19624","\N","","320-325","\N"
"33438","3627","7441","\N","","892","\N"
"33448","38","10547","\N","","665","\N"
"33466","3960","19664","\N","","29- 31, 55-58, 94-95, 215-218","\N"
"33478","3871","19665","\N","","ID 1000011507","\N"
"33513","3952","19682","\N","fairs","121–123","\N"
"34113","4006","19833","\N","","284","\N"
"2630","60","4475","\N","\N","p. 222 - 225","\N"
"33528","3695","11848","\N","bridge","218-223","\N"
"33550","3958","\N","\N","names","176","29474"
"33650","3967","19682","\N","fairs","100-109","\N"
"33654","3935","\N","\N","names","I no. 408","23173"
"35383","3952","19925","\N","fairs","36-37, 43","\N"
"36657","3980","19802","\N","","190–194","\N"
"2646","60","4881","\N","\N","p. 236 - 239","\N"
"33709","3969","19698","\N","","37-48","\N"
"33713","3956","19701","\N","","4, nr. 187 (3.1.1605)","\N"
"33717","3970","18126","\N","","40-70","\N"
"33534","3966","19682","\N","","vol. II, 357–358","\N"
"2658","60","5250","\N","\N","p. 245 - 246","\N"
"2660","38","5250","\N","\N","p. 432","\N"
"34116","3861","19832","\N","","107, 273-276","\N"
"36668","3974","\N","440","edge","nr. 1711","\N"
"33470","3956","19664","\N","","2, nr. 78–80 (29.9.1531), 4, nr. 246 (27.6.1608), 6, nr. 48 (6.3.1622), 177 (15.2.1627).","\N"
"35389","3960","18135","\N","fairs","55-58, 210-227","\N"
"35391","3956","18140","\N","fairs","6, nr. 96 (6.4.1624).","\N"
"2682","60","5869","\N","\N","p. 293 - 295","\N"
"2684","60","6188","\N","\N","p. 297 - 298","\N"
"35392","4061","19979","\N","","53-74","\N"
"35397","4073","19966","\N","","","\N"
"35398","4073","19976","\N","","468","\N"
"33724","3956","18126","\N","fairs","4, nr. 210 (27.4.1606), 5, nr. 89, 92 and 95 (8.2.1616), 6, nr. 31 (Juli 1621), nr. 48 (6.3.1622), nr. 177 (15.2.1627)","\N"
"33489","3956","18135","\N","","2, nr. 78–80 (29.9.1531), 4, 246 (27.6.1608), 5, nr. 196 (12.6.1620), nr. 206 (7.9.1620) ,6, nr. 11 (12.5.1621), 6, nr. 48 (6.3.1622), 177 (15.2.1627).","\N"
"35390","3956","18131","\N","fairs","4, nr. 217 (2.10.1606), nr. 295 (30.1.1611), 5. nr. 85 (7.2.1616), nr. 89, 92 and 95 (8.2.1616), 6, nr. 96 (6.4.1624)","\N"
"2752","60","6987","\N","\N","p. 329 - 332","\N"
"2778","60","8005","\N","\N","p. 362 - 366","\N"
"2792","60","8240","\N","\N","p. 370 - 371","\N"
"2794","38","8240","\N","\N","p. 660","\N"
"2826","60","8773","\N","\N","p. 399- 400","\N"
"2862","60","5727","\N","\N","p. 283 - 285","\N"
"33201","1550","3250","\N","lock","56","\N"
"2870","48","6705","\N","\N","p. 278 - 279","\N"
"33250","1800","4471","\N","","85","\N"
"33266","3946","4600","\N","","376","\N"
"33381","3952","19624","\N","","44-47","\N"
"33439","3627","3612","\N","","837-838","\N"
"2882","214","273","\N","\N","p. 138 ","\N"
"33449","3627","10547","\N","","733","\N"
"2886","214","375","\N","\N","p. 139","\N"
"33471","3871","19664","\N","","ID 1000011801","\N"
"33490","3871","18135","\N","","ID 1000007468","\N"
"33514","3953","19682","\N","fairs","351","\N"
"33521","3952","19683","\N","fairs","121–123","\N"
"33529","4","11848","\N","bridge","336","\N"
"33655","3935","\N","\N","names","Bd. 2 Abt. 1, no. 633","10750"
"36658","3998","19801","\N","bridge","65-68","\N"
"33718","3960","18126","\N","","29-31, 55-58, 94-95, 215-218","\N"
"34117","4005","19832","\N","","40","\N"
"35384","3871","19925","\N","fairs","ID 1000001614","\N"
"33479","3956","19665","\N","","2, nr. 78–80 (29.9.1531), 4, nr. 246 (27.6.1608), 6, nr. 48 (6.3.1622), 177 (15.2.1627).","\N"
"35393","3867","19979","\N","","106–115.","\N"
"35399","3974","19976","\N","","3368","\N"
"36669","4222","\N","441","edge","","\N"
"36690","4222","\N","444","edge","","\N"
"3132","214","917","\N","\N","p. 151","\N"
"33251","3946","4471","\N","","306","\N"
"33382","3953","19624","\N","","345","\N"
"4226","584","1031","\N","\N","186","\N"
"33472","3871","19664","\N","","ID 1000014855","\N"
"33480","3952","19665","\N","fairs","113–114, 121–122, Tafl. V","\N"
"33491","3873","18135","\N","","ID 200673","\N"
"33515","3871","19682","\N","fairs","ID 1000011507","\N"
"33522","3953","19683","\N","fairs","351","\N"
"33530","3697","11848","\N","bridge","35-38","\N"
"33552","3958","\N","\N","names","176","29476"
"33656","3935","\N","\N","names","II no. 929","27382"
"33719","3961","18126","\N","","23–24","\N"
"34118","4007","19832","\N","","nr. 583","\N"
"35385","4072","19925","\N","fairs","ID 123","\N"
"35394","4059","19979","\N","","100–114, 155–166, 194–197","\N"
"35400","4073","19978","\N","","468","\N"
"36659","3979","19801","\N","bridge","228","\N"
"36670","4009","\N","441","edge","51-54","\N"
"36691","4036","\N","444","edge","65-69","\N"
"3208","214","2036","\N","\N","p. 174","\N"
"3354","214","2778","\N","\N","p. 182","\N"
"33252","3946","8057","\N","","441","\N"
"33440","3627","1031","\N","","805","\N"
"33473","3871","19664","\N","","ID 241010037","\N"
"33516","3871","19683","\N","","ID 1000002064","\N"
"35386","3867","19925","\N","","132–133","\N"
"33553","3958","8055","\N","","176-177","\N"
"33657","3958","\N","\N","names","45","27381"
"33720","3952","18126","\N","","25–27","\N"
"34120","4008","19831","\N","","43-44, 97","\N"
"34121","3974","19836","\N","","nr. 3528","\N"
"34128","4009","\N","\N","names","60","29833"
"3448","214","3240","\N","\N","p. 194","\N"
"3452","214","3249","\N","\N","p. 195","\N"
"34129","4009","\N","\N","names","60","29834"
"34136","3871","19836","\N","","ID 1000012821","\N"
"34137","3974","\N","\N","names","nr. 3528","29835"
"34138","3871","19838","\N","","ID 1000006132. 1000001935, 1000013035","\N"
"34139","3871","19839","\N","","ID 1000006132. 1000001935, 1000013035","\N"
"33481","3956","19665","\N","fairs","2, nr. 78–80 (29.9.1531), 4, nr. 246 (27.6.1608), 6, nr. 48 (6.3.1622), 177 (15.2.1627).","\N"
"35395","3871","19979","\N","","ID 529500001 (Naantalin vanha asemakaava-alue)","\N"
"35401","3974","19978","\N","","2056","\N"
"36671","3319","\N","441","edge","17","\N"
"36692","4008","\N","444","edge","50","\N"
"3670","214","4213","\N","\N","p. 201","\N"
"33253","3946","6950","\N","","437","\N"
"33474","3871","19663","\N","","ID 241010037","\N"
"3706","214","4475","\N","\N","p. 206-207","\N"
"33482","3871","19665","\N","fairs","ID 1000011507","\N"
"33524","3964","19682","\N","fairs","155, 158–159","\N"
"3712","214","4678","\N","\N","p. 209 - 210","\N"
"3714","214","4881","\N","\N","p. 211-212","\N"
"33554","3958","\N","\N","names","151","29477"
"33658","3935","\N","\N","names","V no. 2956","27383"
"33721","3953","18126","\N","","363","\N"
"10808","540","10021","\N","\N","464-466","\N"
"34122","4008","19836","\N","","43-44, 97","\N"
"35387","3871","19925","\N","","ID 000014841 (kirkko), 1000001612 (Pyhäjoki), 1000001614 (Näse)","\N"
"34140","4013","19839","\N","","33-34","\N"
"35396","3873","19979","\N","","ID 200490 (Naantalin kirkko)","\N"
"35402","4073","19977","\N","","468","\N"
"36672","4219","\N","441","edge","191","\N"
"36693","4009","\N","444","edge","75-77","\N"
"3748","214","2888","\N","\N","p. 189","\N"
"3758","214","3","\N","\N","p. 219","\N"
"3774","214","6188","\N","\N","p. 229-230","\N"
"3776","214","6195","\N","\N","p. 230-231","\N"
"3778","38","6195","\N","\N","p. 495","\N"
"3792","214","8005","\N","\N","p. 249-250","\N"
"3800","214","8336","\N","\N","p. 256-257","\N"
"3802","214","8447","\N","\N","p. 258-259","\N"
"33254","3946","3171","\N","","276","\N"
"33441","3627","10021","\N","","897","\N"
"33555","3958","\N","\N","names","151","29478"
"33659","3958","\N","\N","names","45","27380"
"33722","3952","18126","\N","fairs","25-27","\N"
"33725","3956","18126","\N","tolls","4, nr. 210 (27.4.1606)","\N"
"33726","3952","18142","\N","fairs","16-21","\N"
"33734","3967","18126","\N","tolls","47-48","\N"
"33738","3952","19703","\N","fairs","27, 103–109, Tafl. III","\N"
"33750","3952","18133","\N","fairs","27, 103–109","\N"
"33759","3952","19704","\N","fairs","27, 103–109","\N"
"33766","770","1740","\N","tolls","282","\N"
"33767","852","1740","\N","tolls","208-209, 654-656","\N"
"33768","852","6275","\N","tolls","206-208, 468-469, 625-626","\N"
"33769","3627","1740","\N","","148-149","\N"
"33770","3627","8752","\N","","908-909","\N"
"33774","540","4683","\N","","286-287","\N"
"33775","428","19707","\N","","274","\N"
"33778","3627","12444","\N","","689","\N"
"33779","852","4971","\N","tolls","260, 524, 592","\N"
"33780","852","12444","\N","tolls","260, 524, 592","\N"
"33781","3952","19713","\N","fairs","90–97, 11–16, 101–103","\N"
"33788","3952","18134","\N","fairs","90–97, 11–16, 101","\N"
"33794","3972","18134","\N",""," 224, 227","\N"
"33795","3871","19733","\N","","ID 481500001","\N"
"33797","3871","19735","\N","","ID 753010020","\N"
"33798","3974","19713","\N","","nr. 544","\N"
"33799","3956","\N","\N","names"," 4, nr. 295","29611"
"33812","3974","18131","\N","fairs","1082","\N"
"33816","3952","18140","\N","fairs","97–101","\N"
"33825","3975","19732","\N","","vol. 1, 114-115, vol. 2, 126-127, 143","\N"
"33831","6","8280","\N","staple","29","\N"
"33832","38","\N","\N","names","81","2908"
"33835","852","19738","\N","tolls","784-785","\N"
"6496","586","10318","\N","\N","387-391","\N"
"8808","994","1377","\N","fairs","17, 30, 77-78","\N"
"33838","852","\N","\N","names","809","29636"
"33839","3935","2409","\N","tolls","II, No. 1024","\N"
"33926","3988","19751","\N","","75-76","\N"
"33843","3979","19739","\N","","67-78, 347-348","\N"
"33841","3978","19740","\N","harbour","236, 241","\N"
"33840","3978","13928","\N","harbour","235-238, 241","\N"
"33857","3983","2409","\N","fairs","154, 194-195","\N"
"33858","922","186","\N","fairs","81","\N"
"33859","852","19744","\N","tolls","809-810","\N"
"33862","1296","2399","\N","","30071","\N"
"33931","3964","\N","\N","names","86","29674"
"7812","852","186","\N","tolls","290-292, 390-396, 583-585, 780-783","\N"
"33866","3974","\N","\N","names","1037","29656"
"33851","3974","19742","\N","","nr. 1037","\N"
"33869","3871","18119","\N","","ID 1000006161 (Vanha Porvoo), 1000014861 (Porvoon tuomiokirkko)","\N"
"33880","852","\N","\N","names","783","29659"
"33892","852","12434","\N","tolls","290, 396-399, 584-585, 781-783","\N"
"6910","848","10533","\N","tolls","453-454","\N"
"33895","3987","186","\N","tolls","","\N"
"33894","848","186","\N","tolls","","\N"
"33896","3627","12434","\N","","599-600","\N"
"33897","852","12428","\N","tolls","290, 396-400, 585-587, 781-783","\N"
"36673","4008","\N","441","edge","41","\N"
"33905","3988","19749","\N","","76-77","\N"
"36694","4222","\N","445","edge","","\N"
"33923","3995","18119","\N","fairs","Sikfiske, Finland (Vilkuna, Kustaa), 14, 239–241","\N"
"33924","3995","18119","\N","fairs","Sildfiske, Finland (Vilkuna, Kustaa), 15, 253–257","\N"
"33933","3988","19755","\N","","73-74","\N"
"33952","852","\N","\N","names","908","29676"
"33956","852","\N","\N","names","909","29678"
"33959","852","14272","\N","fairs","911","\N"
"33961","1993","4858","\N","fairs","Bd. 1, 625-626","\N"
"33962","1993","5629","\N","fairs","Bd. 1, 626","\N"
"33963","3953","18135","\N","fairs","362","\N"
"33863","3979","19735","\N","","67-78","\N"
"33796","3973","19734","\N","","ID Su 12.23 &#38; Su 12.1.","\N"
"33966","2873","10860","\N","ferry","inv.nr. 85.846","\N"
"33968","3996","\N","433","edge","no. 151","\N"
"33969","4","\N","\N","names","574","29696"
"33971","3997","11921","\N","tolls","116 vv","\N"
"33972","3997","12464","\N","tolls","116 vv.","\N"
"33976","2801","12759","\N","tolls","inv.nrs. 2332-2339","\N"
