"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"19794",null,"Pyhtää (Kirkonkylä)","60.492135","26.543108","gn:11257010","9","y","1250",null,"Permanent agricultural settlement in Pyht&auml;&auml; (sw. Pyttis) area and Eastern Nyland (sw. &Ouml;stra Nyland) dates to the Swedish colonisation in the latter half of the 13th century when new farms were founded amongst earlier 12th and 13th century area of usufruct and colonisation from inner H&auml;me. The parish organisation of Eastern Nyland dates at the latest to the first quarter of the 14th century. Independent parish at the latest since 1380. Stone church in the 1460s. The border between Sweden and Russia was in 1743&ndash;1809 in Ahvenkoski. &lt;b&gt;Inn:&lt;/b&gt; There were several alehouses in Pyht&auml;&auml; in 1543, when they paid taxes to the crown and the Vogt (fi. vouti, sw. fogde). &quot;Aniala i Pyttis&quot; (Anjala in Pyht&auml;&auml;) is mentioned as a place for overnight accommodation in the travel account of Duke Johan of Finland from 1555. ",null,null,null,null,"y","1584",null,null,"King Gustaf I granted the burghers of Helsinki in 1553 the rights for three fairs in Eastern Nyland in Helsinki, in Pernaja (sw. Pern&aring;), and in Pyht&auml;&auml;. Sipoo (sw. Sibbo), Pyht&auml;&auml; and Porvoo fairs were confirmed as the privilege of Helsinki burghers in 1576. In 1584 burghers of the newly re-established Porvoo complained to the authorities, that right after the sea and rivers were free of ice, burghers of Helsinki arrived to trade with peasants of the region at the Old Royal Manor (in Saksala) and elsewhere despite of the official fair dates which were Midsummer in Sipoo (sw. Sibbo), Visitation of Mary (2 July) and Excaltation of the Cross (14 September) in Porvoo, St Michael (29 September) in Pernaja (sw. Pern&aring;) and St Laurentius (10 August) at Pyht&auml;&auml; (sw. Pyttis) church. The same year burghers of Porvoo and Helsinki were granted joint rights for trading with peasants of the eastern half of Pernaja parish at the St Bartolomeus free fair in V&auml;h&auml;-Ahvenkoski in Pyht&auml;&auml;, whereas peasants from the western half of Pernaja were obliged to trade in Porvoo only. Previous traditional local fairs in Mustijoki (sw. Svarts&aring;) and Kulloonm&auml;ki (sw. Kullo) in Porvoo, Pikku Pernajanlahti (sw. Lillpern&aring;viken) in Pernaja and elsewhere were prohibited. Pyht&auml;&auml; Bartholomeus fair in V&auml;h&auml;-Ahvenkoski is cited in an almanac in 1616, but the continuation and character of Pyht&auml;&auml; Church fair after 1584 is unknown.

Annual summer and early autumn fairs in Sipoo, Pernaja and Pyht&auml;&auml; and the summer fair in Porvoo Saksala may have been organised in the context of ecclesiastical feasts of respective parish churches. In addition to the tar which had a growing status as an export article since the latter half of the 16th century, all the summer fairs were also connected to spawning seasons of Salmon, whitefish and Baltic herring, where summer fairs of Sipoo (24 June) and Porvoo in Saksala (1-2 July) of Julian calendar corresponded July the 4th and 12th in Gregorian calendar which was the high season of Salmon and right after the early spawning of Baltic herring which took place in the inner archipelago of the Gulf of Finland. Julian dates for autumn fairs at Pyht&auml;&auml; parish church (10 August), V&auml;h&auml;-Ahvenkoski (24 August), Porvoo (14 September), and Pernaja (29 September) correspond Gregorian calendar dates of 20 August, 3 and 24 September and 9 October, all of which occurred during the high season of whitefish migration and the autumn spawning of Baltic herring in the outer archipelago.
",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20221",null,"Partala","61.894793","27.885822",null,"13","y","1556",null,"&lt;b&gt;Inn:&lt;/b&gt; A royal manor (fi: kuninkaankartano, sw: kungsg&aring;rd) was established in Partala farm in 1556. Royal manors were obliged to provide accommodation for travelling officials. It is also mentioned in Jaakko Teitti&#039;s list in 1556 as a possible place for a bailiff (fi. vouti, sw. fogde). Later, Partala farm served as the parish constable (fi: nimismies, sw: l&auml;nsman). The inn is mentioned in 1639, but parish constables were obliged to keep tavern also before. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19888",null,"Lammainen","61.335745","22.109813",null,"10","y","1347",null,"Permanent agricultural settlement in Nakkila and Harjavalta goes back to the Iron Age. Lammainen (sw. Lammais) stream in Kokem&auml;enjoki was since the early 13th century important fishing ground for salmon and whitefish, where the bishops of Turku had a fishery as early as in 1347. Lammainen village is first cited in 1412. According to a 1414 contract of bishop Magnus II Tavast of Turku with his three tenants in Pirkkala region, Lammainen was also a staple and storage point for the bishop&rsquo;s fur and other revenues collected in Yl&auml;-Satakunta region. In the contract the three tenants commit each to transport bishop&rsquo;s freights once a year with sledges from Sastamala to Lammainen, i.e. using the winter way from Sastamala via &Auml;ets&auml; and Kokem&auml;ki to bishop&rsquo;s storage facilities next to the fisheries.

&lt;b&gt;Inn:&lt;/b&gt; Medieval gathering places could have private alehouses and taverns to serve travelling merchants and farmers. Piril&auml; farm on the other side of Kokem&auml;enjoki river got its name from a Middle Low German name for porridge or gruel, so it might have served as a medieval tavern. There are also many Kilta(&quot;Guild&quot;)-names in the area, which could refer to a medieval guild house, or more broadly to a place of gathering and feast, also after the Middle Ages. Lammainen is mentioned in Jaakko Teitti&#039;s list in 1556 as a possible place for a bailiff (fi. vouti, sw. fogde) In 1640, an official inn was established in nearby Torttila village.",null,null,null,null,"y","1604",null,null,"Pori was in 1602 and 1604 granted rights to three annual fairs, one of which took place in the town on apostle Bartolomeus (24 August). The other two fairs took place in Pirkkala in Harju at Candlemas (2 February) and on St Laurentius (10.8.) in Ulvila (Nakkila) Lammainen (some 25 kms upstream from Pori and 20 kms downstream from Kokem&auml;ki). Lammais fair is first cited in 1604 and it took place in the high season of whitefish. The tradition of mid-August fish fair in Harjavalta was alive in the 1860s but was extinguished in the end of the 19th century because of log-floating.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20463",null,null,"61.507319","23.662802",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20470",null,null,"61.267407","22.692432",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20472",null,null,"60.613317","21.544232",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20478","18121",null,"61.127912","21.515328",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20480",null,null,"61.107694","22.161173",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20482",null,null,"60.863868","22.730541",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20492",null,null,"61.258419","22.312199",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15532",null,null,"55.33793207303754","8.771969312088874",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15540",null,null,"54.81006635565393","8.703326696377996",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20316",null,"Heikkilä","60.124557","24.455781","gn:840649","13","y","1639",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Heikkil&auml; in 1639.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19835",null,"Salmenkylä","60.58317","27.170739",null,"9","y","1300",null,"Permanent agricultural settlement in Vehkalahti area dates to the 13th century. Vehkalahti parish was established at the latest in the 1340s. The farm of the Vehkalahti parish constable (sw. l&auml;nsm&auml;n, fi. nimismies) was in Salmi village in 1598-1603, 1616, 1620-22 and 1627-29. &lt;b&gt;Inn:&lt;/b&gt; An alehouse is mentioned in Vehkalahti in a 1545-1550 list. It served travellers both by land and sea. Parish constables were obliged to keep a tavern in the late 16th and early 17th centuries, so the Vehkalahti constable probably served as a tavern as well. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"82",null,"Adamowice","51.940605","20.461574","gn:776782;wd:Q4680202","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"84",null,"Adelhofen","49.534543","10.158351","gn:2959535;wd:Q59820809;tgn:7215398;gnd:121826618X","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"20217",null,"Kaihunmäki","61.903803","27.835922","gn:655025","12","y","1649",null,"&lt;b&gt;Inn:&lt;/b&gt; An inn was established in Kaihunm&auml;ki in 1649.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"87",null,"Adorf","51.360295","8.803661","gn:2959387;wd:Q366374;viaf:135062595;gnd:4830158-9;loc:n2002027287;tgn:7060242","11","y","1120",null,"First mentioned in 1120.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"15591",null,null,"55.441579","9.001075",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
