"vnr";"maat";"st_maat"
"10751";"Thondere";"Tønde"
"10752";"Thøndere";"Tønde"
"10753";"Thondir";"Tønde"
"10754";"Thøndir";"Tønde"
"10755";"Thondlr";"Tønde"
"10756";"Thøndr";"Tønde"
"10757";"Thøndr-";"Tønde"
"10758";"Thondr.";"Tønde"
"10759";"Thøndr.";"Tønde"
"10760";"Thøndre";"Tønde"
"10761";"Thøndt";"Tønde"
"10762";"Thone";"Tønde"
"10763";"Thøne";"Tønde"
"10764";"Thøneckes";"Tønde, Sma"
"10765";"Thøned";"Tønde"
"10766";"Thoner";"Tønde"
"10767";"Thøner";"Tønde"
"10768";"Thonlaste";"Toelast"
"10769";"Thonn";"Tønde"
"10770";"Thønn";"Tønde"
"10771";"Thønn.";"Tønde"
"10772";"Thønnd";"Tønde"
"10773";"Thonnd.";"Tønde"
"10774";"Thønnd.";"Tønde"
"10775";"Thonnde";"Tønde"
"10776";"Thønnde";"Tønde"
"10777";"Thønnde.";"Tønde"
"10778";"Thonnder";"Tønde"
"10779";"Thønnder";"Tønde"
"10780";"Thønndir";"Tønde"
"10781";"Thønndr";"Tønde"
"10782";"Thønndr.";"Tønde"
"10783";"Thonne";"Tønde"
"10784";"Thønne";"Tønde"
"10785";"Thønnecker";"Tønde, Sma"
"10786";"Thønneken";"Tønde, Sma"
"10787";"Thønnekenns";"Tønde, Sma"
"10788";"Thønnekens";"Tønde, Sma"
"10789";"Thønnekes";"Tønde, Sma"
"10790";"Thønnekis";"Tønde, Sma"
"10791";"Thønnen";"Tønde"
"10792";"Thonner";"Tønde"
"10793";"Thønner";"Tønde"
"10794";"Thønnerkens";"Tønde"
"10795";"Thønnner";"Tønde"
"10796";"Thonnr";"Tønde"
"10797";"Thønnr";"Tønde"
"10798";"Thønnr.";"Tønde"
"10799";"Thonnt";"Tønde"
"10800";"Thonr";"Tønde"
"10801";"Thønr";"Tønde"
"10802";"Thøn-r";"Tønde"
"10803";"Thonr.";"Tønde"
"10804";"Thønr.";"Tønde"
"10805";"Thons";"Tønde"
"10806";"Thøns";"Tønde"
"10807";"Thønuder";"Tønde"
"10808";"Thøøndir";"Tønde"
"10809";"Thøønnder";"Tønde"
"10810";"Thøonnud";"Tønde"
"10811";"Thordtz";"Tierce"
"10812";"Thorlast";"Toelast"
"10813";"Thortz";"Tierce"
"10814";"Thouer";"Tønde"
"10815";"Thouner";"Tønde"
"10816";"Thr";"Tønde"
"10817";"Th-r";"Tønde"
"10818";"Th-r och baler";"Tønde"
"10819";"Th-r och baler";"Balle"
"10820";"Thr,";"Tønde"
"10821";"Thr.";"Tønde"
"10822";"Th-r.";"Tønde"
"10823";"Thr. lest";"Toelast"
"10824";"Thr. och baler";"Tønde"
"10825";"Thr. och baler";"Balle"
"10826";"Thre Lester";"Toelast"
"10827";"Thredendell";"Drittel"
"10828";"Thremet";"Tremet"
"10829";"Thremitt";"Tremet"
"10830";"Thremmid";"Tremet"
"10831";"Thremmidt";"Tremet"
"10832";"Throser eller kaser";"Tierce"
"10833";"Throser eller kaser";"Casser"
"10834";"Thtr.";"Tremet"
"10835";"Thtvts.";"Chetvert"
"10836";"Thuijlter";"Tylt"
"10837";"Thuinne";"Tønde"
"10838";"Thuinner";"Tønde"
"10839";"Thuler";"Tylt"
"10840";"Thullther";"Tylt"
"10841";"Thulter";"Tylt"
"10842";"Thultter";"Tylt"
"10843";"Thunder";"Tønde"
"10844";"Thunnder";"Tønde"
"10845";"Thunne";"Tønde"
"10846";"Thunner";"Tønde"
"10847";"Thunnnner";"Tønde"
"10848";"Thusen";"Tusinde"
"10849";"Thusen Pund";"Pund, Tusinde"
"10850";"Thusend";"Tusinde"
"10851";"Thusind";"Tusinde"
"10852";"Thusinde";"Tusinde"
"10853";"Thusinned";"Tusinde"
"10854";"Thussen";"Tusinde"
"10855";"Thussen Allen";"Alen, Tusinde"
"10856";"Thussen pund";"Pund, Tusinde"
"10857";"Thussend";"Tusinde"
"10858";"Thussend pund";"Pund, Tusinde"
"10859";"Thussennd";"Tusinde"
"10860";"Thussenndt";"Tusinde"
"10861";"Thussent";"Tusinde"
"10862";"Thusseundt";"Tusinde"
"10863";"Thussin";"Tusinde"
"10864";"Thussind";"Tusinde"
"10865";"Thussinde";"Tusinde"
"10866";"Thussindt";"Tusinde"
"10867";"Thussinn";"Tusinde"
"10868";"Thussundt";"Tusinde"
"10869";"Thusund";"Tusinde"
"10870";"Thuydter";"Tylt"
"10871";"Thuylcher";"Tylt"
"10872";"Thuylter";"Tylt"
"10873";"Thuylther";"Tylt"
"10874";"Thylden";"Tylt"
"10875";"Thylder";"Tylt"
"10876";"Thyldt";"Tylt"
"10877";"Thyldt.";"Tylt"
"10878";"Thyldter";"Tylt"
"10879";"Thyldtt";"Tylt"
"10880";"Thyldtter";"Tylt"
"10881";"Thyler";"Tylt"
"10882";"Thylftter";"Tylt"
"10883";"Thyllter";"Tylt"
"10884";"Thyllther";"Tylt"
"10885";"Thylltter";"Tylt"
"10886";"Thylt";"Tylt"
"10887";"Thylt.";"Tylt"
"10888";"Thyltder";"Tylt"
"10889";"Thylte";"Tylt"
"10890";"Thylter";"Tylt"
"10891";"Thylters";"Tylt"
"10892";"Thylth.";"Tylt"
"10893";"Thylther";"Tylt"
"10894";"Thyltt";"Tylt"
"10895";"Thyltter";"Tylt"
"10896";"Thymmer";"Zimmer"
"10897";"Thynde";"Tønde"
"10898";"Thynder";"Tønde"
"10899";"Thyne";"Tønde"
"10900";"Thynnde";"Tønde"
"10901";"Thynnder";"Tønde"
"10902";"Thynndr";"Tønde"
"10903";"Thynner";"Tønde"
"10904";"Thyud-r";"Tønde"
"10905";"Thyuylter";"Tylt"
"10906";"Tiære";"Tierce"
"10907";"Tiaere";"Tierce"
"10908";"Tiærs";"Tierce"
"10909";"Tiarser";"Tierce"
"10910";"Tierc";"Tierce"
"10911";"Tierce";"Tierce"
"10912";"Tiercer";"Tierce"
"10913";"Tierces";"Tierce"
"10914";"Tiercons";"Tierce"
"10915";"Tierd.";"Tierce"
"10916";"Tierds";"Tierce"
"10917";"Tierdt";"Tierce"
"10918";"Tiere";"Tierce"
"10919";"Tierer";"Tierce"
"10920";"Tierier";"Tierce"
"10921";"Tiers";"Tierce"
"10922";"Tiers.";"Tierce"
"10923";"Tierse";"Tierce"
"10924";"Tiersen";"Tierce"
"10925";"Tierser";"Tierce"
"10926";"Tierses";"Tierce"
"10927";"Tiersier";"Tierce"
"10928";"Tierskens";"Tierce"
"10929";"Tierss";"Tierce"
"10930";"Tiersse";"Tierce"
"10931";"Tierssen";"Tierce"
"10932";"Tiersser";"Tierce"
"10933";"Tiersses";"Tierce"
"10934";"Tierssis";"Tierce"
"10935";"Tierssje";"Tierce"
"10936";"Tierts";"Tierce"
"10937";"Tiilter";"Tylt"
"10938";"Tijl.";"Tylt"
"10939";"Tijllter";"Tylt"
"10940";"Tijlte";"Tylt"
"10941";"Tijlter";"Tylt"
"10942";"Tijltter";"Tylt"
"10943";"Tijndt";"Tønde"
"10944";"Tillter";"Tylt"
"10945";"Tilter";"Tylt"
"10946";"Tim";"Zimmer"
"10947";"Tim.";"Zimmer"
"10948";"Timber";"Zimmer"
"10949";"Time";"Zimmer"
"10950";"Timer";"Zimmer"
"10951";"Timmer";"Zimmer"
"10952";"Timmers";"Zimmer"
"10953";"Tin";
"10954";"Tinner";"Tønde"
"10955";"Tirs";"Tierce"
"10956";"Tirse";"Tierce"
"10957";"Tirser";"Tierce"
"10958";"Tirsie";"Tierce"
"10959";"Tirsier";"Tierce"
"10960";"Tirsser";"Tierce"
"10961";"Tiulffter";"Tolfter"
"10962";"Tiussende";"Tusinde"
"10963";"Tiussind";"Tusinde"
"10964";"Tjeers";"Tierce"
"10965";"Tjerce";"Tierce"
"10966";"Tjercer";"Tierce"
"10967";"Tjerd.";"Tierce"
"10968";"Tjerds";"Tierce"
"10969";"Tjere";"Tierce"
"10970";"Tjerer";"Tierce"
"10971";"Tjers";"Tierce"
"10972";"Tjers.";"Tierce"
"10973";"Tjerse";"Tierce"
"10974";"Tjerser";"Tierce"
"10975";"Tjersinger";"Fjerding"
"10976";"Tjerster";"Tierce"
"10977";"Tjeschr";"Chetvert"
"10978";"Tjierser";"Tierce"
"10979";"Tjirser";"Tierce"
"10980";"Tl.";"Tønde"
"10981";"Tlr.";"Tønde"
"10982";"Tlt.";"Tylt"
"10983";"Tlter";"Tylt"
"10984";"Tltr.";"Tylt"
"10985";"Tn.";"Tønde"
"10986";"Tnd.";"Tønde"
"10987";"Tnder";"Tønde"
"10988";"Tnder.";"Tønde"
"10989";"Tndr.";"Tønde"
"10990";"Tnr";"Tønde"
"10991";"Tnr.";"Tønde"
"10992";"Tø";"Tønde"
"10993";"To.";"Tønde"
"10994";"Tø.";"Tønde"
"10995";"Tobber";"Tobbe"
"10996";"Tobbers";"Tobbe"
"10997";"Toe laster";"Toelast"
"10998";"Toeffler";"Tolfter"
"10999";"Toefter";"Tolfter"
"11000";"Toelæster";"Toelast"
"11001";"Toelast";"Toelast"
"11002";"Toelaste";"Toelast"
"11003";"Toelasten";"Toelast"
"11004";"Toelaster";"Toelast"
"11005";"Tøelaster";"Toelast"
"11006";"Toelest";"Toelast"
"11007";"Toelester";"Toelast"
"11008";"Tøend";"Tønde"
"11009";"Toend.";"Tønde"
"11010";"Tøend.";"Tønde"
"11011";"Toende";"Tønde"
"11012";"Tøende";"Tønde"
"11013";"Toender";"Tønde"
"11014";"Tøender";"Tønde"
"11015";"Tøendr.";"Tønde"
"11016";"Tøennde";"Tønde"
"11017";"Tøenndr.";"Tønde"
"11018";"Tøent.";"Tønde"
"11019";"Tøertt faedtt";"Fad"
"11020";"Tofft.";"Tolfter"
"11021";"Tøffter";"Tolfter"
"11022";"Tøfter";"Tolfter"
"11023";"Toisind";"Tusinde"
"11024";"Tolasster";"Toelast"
"11025";"Tolast";"Toelast"
"11026";"Tolaster";"Toelast"
"11027";"Tølde";"Tolfter"
"11028";"Tølder";"Tolfter"
"11029";"Tøldter";"Tolfter"
"11030";"Toler";
"11031";"Tolester";"Toelast"
"11032";"Tolffer";"Tolfter"
"11033";"Tølffer";"Tolfter"
"11034";"Tolfft";"Tolfter"
"11035";"Tolffter";"Tolfter"
"11036";"Tølffter";"Tolfter"
"11037";"Tolfoeden";
"11038";"Tolft";"Tolfter"
"11041";"Tolft.";"Tolfter"
"11042";"Tolfte";"Tolfter"
"11043";"Tolften";"Tolfter"
"11044";"Tølften";"Tolfter"
"11045";"Tolfter";"Tolfter"
"11046";"Tølfter";"Tolfter"
"11047";"Tolftt.";"Tolfter"
"11048";"Tolftter";"Tolfter"
"11049";"Tølftter";"Tolfter"
"11050";"Toll Foder";
"11051";"Tollast";"Toelast"
"11052";"Tollaster";"Toelast"
"11053";"Tollfaders";
"11054";"Tollter";"Tolfter"
"11055";"Tølltter";"Tolfter"
"11056";"Tølt";"Tolfter"
"11057";"Tølt.";"Tolfter"
"11058";"Tølten";"Tolfter"
"11059";"Tolter";"Tolfter"
"11060";"Tølter";"Tolfter"
"11061";"Tøltfer";"Tolfter"
"11062";"Tøltt";"Tolfter"
"11063";"Tøltten";"Tolfter"
"11064";"Tøltter";"Tolfter"
"11065";"Tølttere";"Tolfter"
"11066";"Tom.";"Tommer"
"11067";"Tøm.";"Tommer"
"11068";"Tømber";"Tønde"
"11069";"Tøme";"Tommer"
"11070";"Tomen";"Tommer"
"11071";"Tomer";"Tommer"
"11072";"Tømer";"Tommer"
"11073";"Tomme";"Tommer"
"11074";"Tømme";"Tommer"
"11075";"Tommen";"Tommer"
"11076";"Tommer";"Tommer"
"11077";"Tømmer";"Tommer"
"11078";"Ton";"Ton"
"11079";"Tøn";"Tønde"
"11080";"Ton.";"Ton"
"11081";"Tøn.";"Tønde"
"11082";"Tønchen";"Tønde, Sma"
"11083";"Tønckenn";"Tønde, Sma"
"11084";"Tonckes";"Tønde, Sma"
"11085";"Tond";"Tønde"
"11086";"Tønd";"Tønde"
"11087";"Tønd-";"Tønde"
"11088";"Tønd(er)";"Tønde"
"11089";"Tond.";"Tønde"
"11090";"Tønd.";"Tønde"
"11091";"Tøndd.";"Tønde"
"11092";"Tonde";"Tønde"
"11093";"Tønde";"Tønde"
"11094";"Tonde.";"Tønde"
"11095";"Tønde.";"Tønde"
"11096";"Tonden";"Tønde"
"11097";"Tønden";"Tønde"
"11098";"Tonder";"Tønde"
"11099";"Tønder";"Tønde"
"11100";"Tønder eller Skippund";"Skippund"
"11101";"Tønder eller Skippund";"Tønde"
"11102";"Tønder och fader";"Tønde"
"11103";"Tønder och fader";"Fad"
"11104";"Tønder och oxehoffder";"Tønde"
"11105";"Tønder och oxehoffder";"Oksehovede"
"11106";"Tønder og sæcke";"Sæk"
"11107";"Tønder og sæcke";"Tønde"
"11108";"Tønder og Tierser";"Tierce"
"11109";"Tønder og Tierser";"Tønde"
"11110";"Tønder Tonnekens Baller Kuller";"Tønde"
"11111";"Tønder Tonnekens Baller Kuller";"Balle"
"11112";"Tønder Tonnekens Baller Kuller";"Kelder"
"11113";"Tønder Tonnekens Baller Kuller";
"11114";"Tønder, Fade och Packer";"Tønde, Sma"
"11115";"Tønder, Fade och Packer";"Fad"
"11116";"Tønder, Fade och Packer";"Pakke"
"11117";"Tønder.";"Tønde"
"11118";"Tøndere";"Tønde"
"11119";"Tonders";"Tønde"
"11120";"Tøndet";"Tønde"
"11121";"Tondner";"Tønde"
"11122";"Tøndr";"Tønde"
"11123";"Tondr.";"Tønde"
"11124";"Tøndr.";"Tønde"
"11125";"Tønds";"Tønde"
"11126";"Tondt";"Tønde"
"11127";"Tøne";"Tønde"
"11128";"Tonekens";"Tønde, Sma"
"11129";"Toner";"Tønde"
"11130";"Tøner";"Tønde"
"11131";"Tones";"Tønde"
"11132";"Tønichen";"Tønde, Sma"
"11133";"Tønisches";"Tønde, Sma"
"11134";"Tonn";"Ton"
"11135";"Tønn";"Tønde"
"11136";"Tonn.";"Ton"
"11137";"Tonnd";"Tønde"
"11138";"Tønnd";"Tønde"
"11139";"Tonnd.";"Tønde"
"11140";"Tønnd.";"Tønde"
"11141";"Tønnde";"Tønde"
"11142";"Tønnde.";"Tønde"
"11143";"Tonnder";"Tønde"
"11144";"Tønnder";"Tønde"
"11145";"Tønndr.";"Tønde"
"11146";"Tonne";"Tønde"
"11147";"Tønne";"Tønde"
"11148";"Tonneau";"Tønde"
"11149";"Tonneaux";"Tønde"
"11150";"Tonneke";"Tønde, Sma"
"11151";"Tønneke";"Tønde, Sma"
"11152";"Tønneker";"Tønde, Sma"
"11153";"Tønnekes";"Tønde, Sma"
"11154";"Tønnekher";"Tønde, Sma"
"11155";"Tonnen";"Tønde"
"11156";"Tonner";"Tønde"
"11157";"Tønner";"Tønde"
"11158";"Tonnin";"Tønde"
"11159";"Tønnir";"Tønde"
"11160";"Tønnr";"Tønde"
"11161";"Tønnr.";"Tønde"
"11162";"Tonns";"Ton"
"11163";"Tønr";"Tønde"
"11164";"Tønr.";"Tønde"
"11165";"Tons";"Ton"
"11166";"Tøns";"Ton"
"11167";"Tons.";"Ton"
"11168";"Tønske";"Tønde"
"11169";"Tøonder";"Tønde"
"11170";"Tøønder";"Tønde"
"11171";"Toppe";
"11172";"Topper";
"11173";"Tør.";"Tønde"
"11174";"Toucken";
"11175";"Toulast";"Toelast"
"11176";"Toulaster";"Toelast"
"11177";"Toulester";"Toelast"
"11178";"Tovlaster";"Toelast"
"11179";"Towlaster";"Toelast"
"11180";"Tp.";"Tønde"
"11181";"Tpe.";"Tønde"
"11182";"Tqr";"Tønde"
"11183";"Tqr.";"Tønde"
"11184";"Tr";"Tønde"
"11185";"T-r";"Tønde"
"11186";"Tr.";"Tønde"
"11187";"T-r.";"Tønde"
"11188";"Tr. och baler";"Tønde"
"11189";"Tr. och baler";"Balle"
"11190";"Tra";"Træ"
"11191";"Træ";"Træ"
"11192";"Træer";"Træer"
"11193";"Træhe";"Træ"
"11194";"Traer";"Træer"
"11195";"Trær";"Træer"
"11196";"Trammind";"Tremet"
"11197";"Transport";
"11198";"Trd.";"Tønde"
"11199";"Tre.";"Tønde"
"11200";"Treer";"Træ"
"11201";"Trej fdr.";
"11202";"Tri Fierings tønder";
"11203";"Tricunar";
"11204";"Trosser";
"11205";"Trs.";"Tønde"
"11206";"Trx.";"Tønde"
"11207";"Ts.";"Ton"
"11208";"Tscetw.";"Chetvert"
"11209";"Tscetwerts";"Chetvert"
"11210";"Tsch.";"Chetvert"
"11211";"Tscheew.";"Chetvert"
"11212";"Tschet.";"Chetvert"
"11213";"Tschetrik";"Chetvert"
"11214";"Tschets.";"Chetvert"
"11215";"Tschetsv.";"Chetvert"
"11216";"Tschetsver.";"Chetvert"
"11217";"Tschetsverck";"Chetvert"
"11218";"Tschetsverk";"Chetvert"
"11219";"Tschetsvert";"Chetvert"
"11220";"Tschetsverts";"Chetvert"
"11221";"Tschetsw.";"Chetvert"
"11222";"Tschetswerck";"Chetvert"
"11223";"Tschetswerk";"Chetvert"
"11224";"Tschetswerts";"Chetvert"
"11225";"Tschetswirk";"Chetvert"
"11226";"Tschetts.";"Chetvert"
"11227";"Tschetv.";"Chetvert"
"11228";"Tschetverck";"Chetvert"
"11229";"Tschetvert";"Chetvert"
"11230";"Tschetverts";"Chetvert"
"11231";"Tschetvk.";"Chetvert"
"11232";"Tschetw.";"Chetvert"
"11233";"Tschetwært";"Chetvert"
"11234";"Tschetwck.";"Chetvert"
"11235";"Tschetwds.";"Chetvert"
"11236";"Tschetwerck";"Chetvert"
"11237";"Tschetweriks";"Chetvert"
"11238";"Tschetwerk";"Chetvert"
"11239";"Tschetwert";"Chetvert"
"11240";"Tschetwert.";"Chetvert"
"11241";"Tschetwerts";"Chetvert"
"11242";"Tschetwertz";"Chetvert"
"11243";"Tschetwets";"Chetvert"
"11244";"Tschetwirts";"Chetvert"
"11245";"Tschetwk.";"Chetvert"
"11246";"Tschetwort";"Chetvert"
"11247";"Tschetworts";"Chetvert"
"11248";"Tschetwrts.";"Chetvert"
"11249";"Tschetwt.";"Chetvert"
"11250";"Tschetwts.";"Chetvert"
"11251";"Tschev.";"Chetvert"
"11252";"Tschew.";"Chetvert"
"11253";"Tschrw.";"Chetvert"
"11254";"Tschstv.";"Chetvert"
"11255";"Tscht.";"Chetvert"
"11256";"Tschtsv.";"Chetvert"
"11257";"Tschtsw.";"Chetvert"
"11258";"Tschttr.";"Chetvert"
"11259";"Tschtv.";"Chetvert"
"11260";"Tschtw.";"Chetvert"
"11261";"Tschtwerck.";"Chetvert"
"11262";"Tschtwerts.";"Chetvert"
"11263";"Tschtwts.";"Chetvert"
"11264";"Tschv.";"Chetvert"
"11265";"Tschvetverck";"Chetvert"
"11266";"Tschw.";"Chetvert"
"11267";"Tschwe.";"Chetvert"
"11268";"Tschwerck";"Chetvert"
"11269";"Tschwrk.";"Chetvert"
"11270";"Tschwts.";"Chetvert"
"11271";"Tsechtwert.";"Chetvert"
"11272";"Tsetsv.";"Chetvert"
"11273";"Tsetwerts.";"Chetvert"
"11274";"T-t";"Tønde"
"11275";"Ttoltter";"Tolfter"
"11276";"Tuessen";"Tusinde"
"11277";"Tuessend";"Tusinde"
"11278";"Tuin";"Tønde"
"11279";"Tulffter";"Tolfter"
"11280";"Tult";"Tylt"
"11281";"Tulter";"Tylt"
"11282";"Tun";"Ton"
"11283";"Tunde";"Tønde"
"11284";"Tunder";"Tønde"
"11285";"Tunn";"Ton"
"11286";"Tunnder";"Tønde"
"11287";"Tuns";"Ton"
"11288";"Tuschind";"Tusinde"
"11289";"Tuseide";"Tusinde"
"11290";"Tusen";"Tusinde"
"11291";"Tusend";"Tusinde"
"11292";"Tusende";"Tusinde"
"11293";"Tusendt";"Tusinde"
"11294";"Tusenn";"Tusinde"
"11295";"Tusennd";"Tusinde"
"11296";"Tuside";"Tusinde"
"11297";"Tusiend";"Tusinde"
"11298";"Tusin";"Tusinde"
"11299";"Tusind";"Tusinde"
"11300";"Tusind alen";"Alen, Tusinde"
"11301";"Tusind pund";"Pund, Tusinde"
"11302";"Tusind te.";"Tønde"
"11303";"Tusind.";"Tusinde"
"11304";"Tusinde";"Tusinde"
"11305";"Tusinde pund";"Pund, Tusinde"
"11306";"Tusinden";"Tusinde"
"11307";"Tusinder";"Tusinde"
"11308";"Tusindr";"Tusinde"
"11309";"Tusinnd";"Tusinde"
"11310";"Tusins";"Tusinde"
"11311";"Tusnid";"Tusinde"
"11312";"Tussen";"Tusinde"
"11313";"Tussend";"Tusinde"
"11314";"Tussende";"Tusinde"
"11315";"Tussendt";"Tusinde"
"11316";"Tussenn";"Tusinde"
"11317";"Tussennd";"Tusinde"
"11318";"Tussennde";"Tusinde"
"11319";"Tussind";"Tusinde"
"11320";"Tussind Pund";"Pund, Tusinde"
"11321";"Tussinde";"Tusinde"
"11322";"Tussindt";"Tusinde"
"11323";"Tussund Pund";"Pund, Tusinde"
"11324";"Tussundi";"Tusinde"
"11325";"Tusted";"Tusinde"
"11326";"Tustend";"Tusinde"
"11327";"Tusuide";"Tusinde"
"11328";"Tusund";"Tusinde"
"11329";"Tusundt";"Tusinde"
"11330";"Tuusend";"Tusinde"
"11331";"Tuusende";"Tusinde"
"11332";"Tuusind";"Tusinde"
"11333";"Tuussende";"Tusinde"
"11334";"Twick.";
"11335";"Tx";"Tønde"
"11336";"Tx.";"Tønde"
"11337";"Txde.";"Tønde"
"11338";"Txder";"Tønde"
"11339";"Txder.";"Tønde"
"11340";"Txdr.";"Tønde"
"11341";"Txe";"Tønde"
"11342";"Txe.";"Tønde"
"11343";"Txe. or fader";"Tønde"
"11344";"Txe. or fader";"Fad"
"11345";"Txeen";"Tønde"
"11346";"Txeer";"Tønde"
"11347";"Txer.";"Tønde"
"11348";"Txne.";"Tønde"
"11349";"Txner";"Tønde"
"11350";"Txnr.";"Tønde"
"11351";"Txr";"Tønde"
"11352";"Txr.";"Tønde"
"11354";"Txse.";"Tønde"
"11355";"Txuer.";"Tønde"
"11356";"Tyelffter";"Tylt"
"11357";"Tyelfftr";"Tylt"
"11358";"Tyeltter";"Tylt"
"11359";"Tyl";"Tylt"
"11360";"Tyl.";"Tylt"
"11363";"Tyld.";"Tylt"
"11364";"Tylde";"Tylt"
"11365";"Tylder";"Tylt"
"11366";"Tyldter";"Tylt"
"11367";"Tyler";"Tylt"
"11368";"Tyleter";"Tylt"
"11369";"Tylff";"Tolfter"
"11370";"Tylffer";"Tolfter"
"11371";"Tylffter";"Tolfter"
"11372";"Tylfftr";"Tolfter"
"11373";"Tylfter";"Tolfter"
"11374";"Tylftte";"Tolfter"
"11375";"Tylftter";"Tolfter"
"11376";"Tylfttert";"Tolfter"
"11377";"Tylhter";"Tylt"
"11378";"Tyll.";"Tylt"
"11379";"Tyller";"Tylt"
"11380";"Tyllffter";"Tolfter"
"11381";"Tyllfte";"Tolfter"
"11382";"Tyllfter";"Tolfter"
"11383";"Tyllt";"Tylt"
"11384";"Tyllte";"Tylt"
"11385";"Tyllter";"Tylt"
"11386";"Tylt";"Tylt"
"11387";"Tylt.";"Tylt"
"11388";"Tylte";"Tylt"
"11389";"Tylte.";"Tylt"
"11390";"Tylten";"Tylt"
"11391";"Tylter";"Tylt"
"11392";"Tylter Tylter";"Tylt"
"11393";"Tylter.";"Tylt"
"11394";"Tylterd";"Tylt"
"11395";"Tyltert";"Tylt"
"11396";"Tylther";"Tylt"
"11397";"Tyltler";"Tylt"
"11398";"Tyltr";"Tylt"
"11399";"Tyltr.";"Tylt"
"11400";"Tyltster";"Tylt"
"11401";"Tyltte";"Tylt"
"11402";"Tyltter";"Tylt"
"11403";"Tylttter";"Tylt"
"11404";"Tylvter";"Tylt"
"11405";"Tymber";"Zimmer"
"11406";"Tymmer";"Zimmer"
"11407";"Tynder";"Tønde"
"11408";"Tynnder";"Tønde"
"11409";"Tyr";"Tønde"
"11410";"Tyr.";"Tønde"
"11411";"Tyter";"Tylt"
"11412";"Uncer";"Unse"
"11413";"Undell";"En del"
"11414";"Unser";"Unse"
"11415";"Usr";
"11416";"V.";"Viertel"
"11417";"Vaager";"Vog"
"11418";"Vaahler";"Wohl"
"11419";"Vaal";"Wohl"
"11420";"Vaaler";"Wohl"
"11421";"Vaalle";"Wohl"
"11422";"Vaaller";"Wohl"
"11423";"Vad";"Fad"
"11424";"Vade";"Fad"
"11425";"Vadsæk";
"11426";"Vage";"Vog"
"11427";"Vager";"Vog"
"11428";"Vagg.";"Vog"
"11429";"Vagger";"Vog"
"11430";"Vaggons";"Wagon"
"11431";"Vaher";"Vog"
"11432";"Vahl";"Wohl"
"11433";"Vahl.";"Wohl"
"11434";"Vahle";"Wohl"
"11435";"Vahler";"Wohl"
"11436";"Val";"Wohl"
"11437";"Valer";"Wohl"
"11438";"Valher";"Wohl"
"11439";"Vall.";"Wohl"
"11440";"Valler";"Wohl"
"11441";"Vat";"Fad"
"11442";"Vat.";"Fad"
"11443";"Vaten";"Fad"
"11444";"Vateri";"Fad"
"11445";"Vatien";"Fad"
"11446";"Vatin";"Fad"
"11447";"Vatjen";"Fadken"
"11448";"Vatken";"Fadken"
"11449";"Vatt";"Fad"
"11450";"Vaug";"Vog"
"11451";"Vauge";"Vog"
"11452";"Vauger";"Vog"
"11453";"Vedro";"Vedro"
"11454";"Vedros";"Vedro"
"11455";"Vertler";"Viertel"
"11456";"Veser";
"11457";"Vespel";
"11458";"Vetser";
"11459";"Vierler";"Viertel"
"11460";"Vierspel";"Wispel"
"11461";"Viert.";"Viertel"
"11462";"Viertel";"Viertel"
"11463";"Vierteler ";"Viertel"
"11464";"Viertil";"Viertel"
"11465";"Viertil.";"Viertel"
"11466";"Viertl.";"Viertel"
"11467";"Viertler";"Viertel"
"11468";"Viertlr.";"Viertel"
"11469";"Viertter";"Viertel"
"11470";"Viespel";"Wispel"
"11471";"Viespeler";"Wispel"
"11472";"Viespl.";"Wispel"
"11473";"Viespler";"Wispel"
"11475";"Vikker";
"11476";"Vindtøre";
"11477";"Vinsp.";"Wispel"
"11478";"Vinspel";"Wispel"
"11479";"Vinspil";"Wispel"
"11480";"Vinspl.";"Wispel"
"11481";"Vinspler";"Wispel"
"11482";"Virt.";"Viertel"
"11483";"Virtel";"Viertel"
"11484";"Virteler";"Viertel"
"11485";"Virtell";"Viertel"
"11486";"Virter";"Viertel"
"11487";"Virth.";"Viertel"
"11488";"Virtl";"Viertel"
"11489";"Virtl.";"Viertel"
"11490";"Virtle";"Viertel"
"11491";"Virtler";"Viertel"
"11492";"Virtlr.";"Viertel"
"11493";"Visp.";"Wispel"
"11494";"Vispel";"Wispel"
"11495";"Vispl.";"Wispel"
"11496";"Visple";"Wispel"
"11497";"Vispler";"Wispel"
"11498";"Visspel";"Wispel"
"11499";"Visspl.";"Wispel"
"11500";"Visspler";"Wispel"
"11501";"Vltr.";"Viertel"
"11502";"Voeger";"Vog"
"11503";"Vog";"Vog"
"11504";"Vog.";"Vog"
"11505";"Voge";"Vog"
"11506";"Vogel Wust";"Vog"
"11507";"Vogen";"Vog"
"11508";"Voger";"Vog"
"11509";"Vøger";"Vog"
"11510";"Voget";"Vog"
"11511";"Vogge";"Vog"
"11512";"Voggens";"Vog"
"11513";"Vogger";"Vog"
"11514";"Vogn";"Vog"
"11515";"Vogn.";"Vog"
"11516";"Vogne";"Vog"
"11517";"Vogner";"Vog"
"11518";"Vogr.";"Vog"
"11519";"Vogter";"Vog"
"11520";"Vohl";"Wohl"
"11521";"Vøhl";"Wohl"
"11522";"Vohl.";"Wohl"
"11523";"Vøhl.";"Wohl"
"11524";"Vohle";"Wohl"
"11525";"Vohler";"Wohl"
"11526";"Vøhler";"Wohl"
"11527";"Vol";"Wohl"
"11528";"Vole";"Wohl"
