"vnr";"maat";"st_maat"
"589";"1/4 Tønd.";"Tønde, 1/4"
"590";"1/4 Tonde";"Tønde, 1/4"
"591";"1/4 Tønde";"Tønde, 1/4"
"592";"1/4 Tonder";"Tønde, 1/4"
"593";"1/4 Tønder";"Tønde, 1/4"
"594";"1/4 Tøndr.";"Tønde, 1/4"
"595";"1/4 Tons";"Ton, 1/4"
"596";"1/4 Tschtsv.";"Chetvert, 1/4"
"597";"1/4 Tylt.";"Tylt, 1/4"
"598";"1/4 Tylter";"Tylt, 1/4"
"599";"1/4 Vahl.";"Wohl, 1/4"
"600";"1/4 Viertl.";"Viertel, 1/4"
"601";"1/4 Viertler";"Viertel, 1/4"
"602";"1/4 Viirt.";"Viertel, 1/4"
"603";"1/46 Tønder";"Tønde, 1/46"
"604";"1/48 Piber";"Pibe, 1/48"
"605";"1/5";
"606";"1/5 Ahm.";"Ahm, 1/5"
"607";"1/5 Both.";"Botte, 1/5"
"608";"1/5 Bother";"Botte, 1/5"
"609";"1/5 Botl.";"Buteljer, 1/5"
"610";"1/5 Bout.";"Buteljer, 1/5"
"611";"1/5 Bouth.";"Buteljer, 1/5"
"612";"1/5 Boutl.";"Buteljer, 1/5"
"613";"1/5 Boutlr.";"Buteljer, 1/5"
"614";"1/5 Bt.";"Buteljer, 1/5"
"615";"1/5 Btl.";"Buteljer, 1/5"
"616";"1/5 Fl.";"Flaske, 1/5"
"617";"1/5 Flasker";"Flaske, 1/5"
"618";"1/5 Kurver";"Kurv, 1/5"
"619";"1/5 Moyer";"Moyen, 1/5"
"620";"1/5 Oxhd.";"Oksehovede, 1/5"
"621";"1/5 Pib.";"Pibe, 1/5"
"622";"1/5 Pibe";"Pibe, 1/5"
"623";"1/5 Piber";"Pibe, 1/5"
"624";"1/5 Pund";"Pund, 1/5"
"625";"1/5 Skippund";"Skippund, 1/5"
"626";"1/5 Td.";"Tønde, 1/5"
"627";"1/5 Tønd.";"Tønde, 1/5"
"628";"1/5 Tønder";"Tønde, 1/5"
"629";"1/5 Tøndr.";"Tønde, 1/5"
"630";"1/6";
"631";"1/6 Botl.";"Buteljer, 1/6"
"632";"1/6 Boutl.";"Buteljer, 1/6"
"633";"1/6 Btl.";"Buteljer, 1/6"
"634";"1/6 Fl.";"Flaske, 1/6"
"635";"1/6 Flasker";"Flaske, 1/6"
"636";"1/6 Kiste";"Kiste, 1/6"
"637";"1/6 Kister";"Kiste, 1/6"
"638";"1/6 Ox.";"Oksehovede, 1/6"
"639";"1/6 Oxhoved.";"Oksehovede, 1/6"
"640";"1/6 Oxhvdr.";"Oksehovede, 1/6"
"641";"1/6 Piber";"Pibe, 1/6"
"642";"1/6 Pund";"Pund, 1/6"
"643";"1/6 Td.";"Tønde, 1/6"
"644";"1/6 Tønde";"Tønde, 1/6"
"645";"1/6 Tønder";"Tønde, 1/6"
"646";"1/60 Pibe";"Pibe, 1/60"
"647";"1/64 Td.";"Tønde, 1/64"
"648";"1/64 Tde.";"Tønde, 1/64"
"649";"1/64 Tdr.";"Tønde, 1/64"
"650";"1/64 Ton";"Ton, 1/64"
"651";"1/64 Tønde";"Tønde, 1/64"
"652";"1/64 Tønder";"Tønde, 1/64"
"653";"1/7 Pibe";"Pibe, 1/7"
"654";"1/7 Piber";"Pibe, 1/7"
"655";"1/8";"Achtel"
"656";"1/8 Ahm";"Ahm, 1/8"
"657";"1/8 Ahm.";"Ahm, 1/8"
"658";"1/8 Alen";"Alen, 1/8"
"659";"1/8 Bolher";"Botte, 1/8"
"660";"1/8 Booter";"Botte, 1/8"
"661";"1/8 Boter";"Botte, 1/8"
"662";"1/8 Both";"Botte, 1/8"
"663";"1/8 Both.";"Botte, 1/8"
"664";"1/8 Bother";"Botte, 1/8"
"665";"1/8 Bout.";"Buteljer, 1/8"
"666";"1/8 Boutl.";"Buteljer, 1/8"
"667";"1/8 Boutlr.";"Buteljer, 1/8"
"668";"1/8 Btl.";"Buteljer, 1/8"
"669";"1/8 Cander";"Kande, 1/8"
"670";"1/8 Centner";"Centner, 1/8"
"671";"1/8 Deele";"En del, 1/8"
"672";"1/8 Fad";"Fad, 1/8"
"673";"1/8 Fade";"Fad, 1/8"
"674";"1/8 Fasser";"Fad, 1/8"
"675";"1/8 Favne";"Favn, 1/8"
"676";"1/8 Fd.";"Fad, 1/8"
"677";"1/8 Flasker";"Flaske, 1/8"
"678";"1/8 Fod.";"Foder, 1/8"
"679";"1/8 Kander";"Kande, 1/8"
"680";"1/8 Keel";"Keel, 1/8"
"681";"1/8 Kiste";"Kiste, 1/8"
"682";"1/8 Læst";"Læst, 1/8"
"683";"1/8 Læst.";"Læst, 1/8"
"684";"1/8 Læster";"Læst, 1/8"
"685";"1/8 Legger";"Lægger, 1/8"
"686";"1/8 Lispund";"Lispund, 1/8"
"687";"1/8 Oxh.";"Oksehovede, 1/8"
"688";"1/8 Oxhvd.";"Oksehovede, 1/8"
"689";"1/8 Pib.";"Pibe, 1/8"
"690";"1/8 Pibe";"Pibe, 1/8"
"691";"1/8 Piber";"Pibe, 1/8"
"692";"1/8 Pip";"Pibe, 1/8"
"693";"1/8 Potter";"Pot, 1/8"
"694";"1/8 Pund";"Pund, 1/8"
"695";"1/8 Schfl.";"Scheffel, 1/8"
"696";"1/8 Skippund";"Skippund, 1/8"
"697";"1/8 Stk.";"Støcker, 1/8"
"698";"1/8 Td.";"Tønde, 1/8"
"699";"1/8 Tde.";"Tønde, 1/8"
"700";"1/8 Tder.";"Tønde, 1/8"
"701";"1/8 Tdr.";"Tønde, 1/8"
"702";"1/8 Te.";"Tønde, 1/8"
"703";"1/8 Tndr.";"Tønde, 1/8"
"704";"1/8 Ton";"Ton, 1/8"
"705";"1/8 Ton.";"Ton, 1/8"
"706";"1/8 Tønd";"Tønde, 1/8"
"707";"1/8 Tond.";"Tønde, 1/8"
"708";"1/8 Tønd.";"Tønde, 1/8"
"709";"1/8 Tonde";"Tønde, 1/8"
"710";"1/8 Tønde";"Tønde, 1/8"
"711";"1/8 Tønde.";"Tønde, 1/8"
"712";"1/8 Tonder";"Tønde, 1/8"
"713";"1/8 Tønder";"Tønde, 1/8"
"714";"1/8 Tondr.";"Tønde, 1/8"
"715";"1/8 Tøndr.";"Tønde, 1/8"
"716";"1/8 Tons";"Ton, 1/8"
"717";"1/8 Tschtw.";"Chetvert, 1/8"
"718";"2/3 Piber";"Pibe, 2/3"
"719";"2/4 Tdr.";"Tønde, 2/4"
"720";"Aahle";"Alen"
"721";"Aal";"Alen"
"722";"Aal.";"Alen"
"723";"Aale";"Alen"
"724";"Aalen";"Alen"
"725";"Aaler";"Alen"
"726";"Aallen";"Alen"
"727";"Aallenn";"Alen"
"728";"Aalting";"Otting"
"729";"Aalting.";"Otting"
"730";"Aaltinger";"Otting"
"731";"Aame";"Ahm"
"732";"Aamer";"Ahm"
"733";"Aatendel botr";"Botte, Achtel"
"734";"Aatendele";"Achtel"
"735";"Aating";"Otting"
"736";"Aating.";"Otting"
"737";"Aatinger";"Otting"
"738";"Aattendeel";"Achtel"
"739";"Aattendeels";"Achtel"
"740";"Aattendeler";"Achtel"
"741";"Aattig";"Otting"
"742";"Aattiger";"Otting"
"743";"Aatting";"Otting"
"744";"Aattingen";"Otting"
"745";"Aattinger";"Otting"
"746";"Achtel";"Achtel"
"747";"Achten";"Achtel"
"748";"Achtendell";"Achtel"
"749";"Aemer";"Ahm"
"750";"Æske";"Æske"
"751";"Agtel";"Achtel"
"752";"Agtendeell";"Achtel"
"753";"Ah";"Ahm"
"754";"Ah.";"Ahm"
"755";"Ahker";"Anker"
"756";"Ahl.";"Alen"
"757";"Ahle";"Alen"
"758";"Ahlen";"Alen"
"759";"Ahm";"Ahm"
"760";"Ahm.";"Ahm"
"761";"Ahme";"Ahm"
"762";"Ahme.";"Ahm"
"763";"Ahmen";"Ahm"
"764";"Ahmer";"Ahm"
"765";"Ahmers";"Ahm"
"766";"Ahmher";"Ahm"
"767";"Ahmker";"Ahm"
"768";"Ahmme";"Ahm"
"769";"Ahmmer";"Ahm"
"770";"Ahmmr";"Ahm"
"771";"Ahmn";"Ahm"
"772";"Ahmør";"Ahm"
"773";"Ahmr";"Ahm"
"774";"Ahmr.";"Ahm"
"775";"Ahncker";"Anker"
"776";"Ahner";"Ahm"
"777";"Ahnker";"Anker"
"778";"Ahr";"Ahm"
"779";"Ahrer";"Ahm"
"780";"Ahymer";"Ahm"
"781";"Akr.";"Anker"
"782";"Al";"Alen"
"783";"Al.";"Alen"
"784";"Ale";"Alen"
"785";"Ale.";"Alen"
"786";"Alemeder";"Almud"
"787";"Alen";"Alen"
"788";"Alene";"Alen"
"789";"Alenn";"Alen"
"790";"Alenne";"Alen"
"791";"Alens";"Alen"
"792";"Aler";"Alen"
"793";"Alf.";
"794";"Alh.";
"795";"Aline";"Alen"
"796";"All";"Alen"
"797";"All.";"Alen"
"798";"Alle";"Alen"
"799";"Allee";"Alen"
"800";"Allem";"Alen"
"801";"Allen";"Alen"
"802";"Allene";"Alen"
"803";"Allener";"Alen"
"804";"Allenn";"Alen"
"805";"Allenne";"Alen"
"806";"Allens";"Alen"
"807";"Aller";"Alen"
"808";"Allinger";"Alen"
"809";"Alllen";"Alen"
"810";"Alllene";"Alen"
"811";"Allmer";"Alen"
"812";"Alln";"Alen"
"813";"Alln.";"Alen"
"814";"Allne";"Alen"
"815";"Allner";"Alen"
"816";"Allnne";"Alen"
"817";"Allnner";"Alen"
"818";"Allue";"Alen"
"819";"Alluen";"Alen"
"820";"Allun";"Alen"
"821";"Allunn";"Alen"
"822";"Allunne";"Alen"
"823";"Alm.";"Ahm"
"824";"Alme";"Alen"
"825";"Almera";"Almud"
"826";"Almud";"Almud"
"827";"Almud.";"Almud"
"828";"Almudas";"Almud"
"829";"Almude";"Almud"
"830";"Almuder";"Almud"
"831";"Almundas";"Almud"
"832";"Almundes";"Almud"
"833";"Aln";"Alen"
"834";"Aln.";"Alen"
"835";"Alne";"Alen"
"836";"Alnn";"Alen"
"837";"Alnne";"Alen"
"838";"Alue";"Alen"
"839";"Alun";"Alen"
"840";"Am.";"Ahm"
"841";"Amar";"Ahm"
"842";"Amcker";"Anker"
"843";"Ame";"Ahm"
"844";"Am-e";"Ahm"
"845";"A-me";"Ahm"
"846";"Ame.";"Ahm"
"847";"Ameer";"Ahm"
"848";"Amen";"Ahm"
"849";"Amener";"Ahm"
"850";"Amenn";"Ahm"
"851";"Amer";"Ahm"
"852";"Am-er";"Ahm"
"853";"A-mer";"Ahm"
"854";"Amer.";"Ahm"
"855";"Amere";"Ahm"
"856";"Amerr";"Ahm"
"857";"Amers";"Ahm"
"858";"Amhe";"Ahm"
"859";"Amher";"Ahm"
"860";"Amijr";"Ahm"
"861";"Amir";"Ahm"
"862";"Amis";"Ahm"
"863";"Amker";"Anker"
"864";"Amm";"Ahm"
"865";"Amm.";"Ahm"
"866";"Amme";"Ahm"
"867";"Ammeer";"Ahm"
"868";"Ammen";"Ahm"
"869";"Ammer";"Ahm"
"870";"Ammers";"Ahm"
"871";"Ammir";"Ahm"
"872";"Ammmer";"Ahm"
"873";"Ammr";"Ahm"
"874";"Amner";"Ahm"
"875";"Amor";"Ahm"
"876";"Amper";"Ahm"
"877";"Amr";"Ahm"
"878";"Amuer";"Ahm"
"879";"Amyr";"Ahm"
"880";"Anaster";"Canaster"
"881";"Ancer";"Unse"
"882";"Anch.";"Anker"
"883";"Ancher";"Anker"
"884";"Anchere";"Anker"
"885";"Anchers";"Anker"
"886";"Anck.";"Anker"
"887";"Ancke";"Anker"
"888";"Ancker";"Anker"
"889";"Anckere";"Anker"
"892";"Anckers";"Anker"
"893";"Anckher";"Anker"
"894";"Anckr";"Anker"
"895";"Anckre";"Anker"
"896";"Andeel";"En del"
"897";"Aner";"Ahm"
"898";"Anger";"Anker"
"899";"Ank";"Anker"
"900";"Ank.";"Anker"
"901";"Anke";"Anker"
"902";"Anker";"Anker"
"903";"Ankere";"Anker"
"904";"Ankers";"Anker"
"905";"Ankher";"Anker"
"906";"Ankker";"Anker"
"907";"Ankr.";"Anker"
"908";"Anl.";"Alen"
"909";"Anme";"Ahm"
"910";"Anncker";"Anker"
"911";"Anndet";
"912";"Anndre Kister";"Kiste"
"913";"Anne";"Alen"
"914";"Antal";"Antal"
"915";"Antall";"Antal"
"916";"Anthal";"Antal"
"917";"Anthall";"Antal"
"918";"Anting";
"919";"Ar.";"Arroba"
"920";"Arb.";"Arroba"
"921";"Arbs.";"Arroba"
"922";"Arch.";"Arschin"
"923";"Archeen";"Arschin"
"924";"Archeers";"Arschin"
"925";"Archin";"Arschin"
"926";"Archiner";"Arschin"
"927";"Argin";"Arschin"
"928";"Arhchin";"Arschin"
"929";"Armer";"Ahm"
"930";"Arob";"Arroba"
"931";"Arob.";"Arroba"
"932";"Arobas";"Arroba"
"933";"Arober";"Arroba"
"934";"Arr.";"Arroba"
"935";"Arrab.";"Arroba"
"936";"Arrb.";"Arroba"
"937";"Arrob";"Arroba"
"938";"Arrob.";"Arroba"
"939";"Arroba";"Arroba"
"940";"Arrobas";"Arroba"
"941";"Arrøbas";"Arroba"
"942";"Arrober";"Arroba"
"943";"Arrobs.";"Arroba"
"944";"Ars.";"Arschin"
"945";"Arsch";"Arschin"
"946";"Arsch.";"Arschin"
"947";"Arscher";"Arschin"
"948";"Arschien";"Arschin"
"949";"Arschin";"Arschin"
"950";"Arschin.";"Arschin"
"951";"Arschinen";"Arschin"
"952";"Arschiner";"Arschin"
"953";"Arschines";"Arschin"
"954";"Arschinr.";"Arschin"
"955";"Arschn.";"Arschin"
"956";"Arschr.";"Arschin"
"957";"Arsh.";"Arschin"
"958";"Arsheen";"Arschin"
"959";"Arshin";"Arschin"
"960";"Aruntal";"Almud"
"961";"Aschin";"Arschin"
"962";"Ash";"Arschin"
"963";"Aske";"Æske"
"964";"Asker";"Arschin"
"965";"Atinger";"Otting"
"966";"Attendedeel";"Achtel"
"967";"Attendeel";"Achtel"
"968";"Attendeele";"Achtel"
"969";"Attendele pibe";"Pibe, Achtel"
"970";"Attenger";"Otting"
"971";"Attig.";"Otting"
"972";"Atting";"Otting"
"973";"Attinge";"Otting"
"974";"Attinger";"Otting"
"975";"Attingier";"Otting"
"976";"Atting-r";"Otting"
"977";"Augm. Læster";"Læst, Augm."
"978";"Axehoffuitt";"Oksehovede"
"979";"Axhaffuitt";"Oksehovede"
"980";"Axhoffuitt";"Oksehovede"
"981";"B.";"Berkovets"
"982";"B. kowitz";"Berkovets"
"983";"Baad";
"984";"Baal";"Balle"
"985";"Baale";"Balle"
"986";"Baalen";"Balle"
"987";"Baaler";"Balle"
"988";"Baall";"Balle"
"989";"Baalle";"Balle"
"990";"Baaller";"Balle"
"991";"Baand";"Bundner"
"992";"Baandt";"Bundner"
"993";"Baant";"Bundner"
"994";"Baar";"Barre"
"995";"Bachel";"Bushel"
"996";"Baeger";"Baeger"
"997";"Baegger";"Baeger"
"998";"Bael";"Balle"
"999";"Baele";"Balle"
"1000";"Baeler";"Balle"
"1001";"Baell";"Balle"
"1002";"Baelle";"Balle"
"1003";"Baellen";"Balle"
"1004";"Baeller";"Balle"
"1005";"Baellir";"Balle"
"1006";"Bage";"Baeger"
"1007";"Bager";"Baeger"
"1008";"Bagger";"Baeger"
"1009";"Bahl";"Balle"
"1010";"Bahlen";"Balle"
"1011";"Bahler";"Balle"
"1012";"Bahler og kister";"Balle"
"1013";"Bahler og kister";"Kiste"
"1014";"Bahler og Kufferter";"Balle"
"1015";"Bahler og Kufferter";"Kurv"
"1016";"Baienke maass";"Maas, Baienke"
"1017";"Baillir";"Balle"
"1018";"Bal";"Balle"
"1019";"Bal.";"Balle"
"1020";"Balde";"Balle"
"1021";"Bale";"Balle"
"1022";"Bale.";"Balle"
"1023";"Baleer";"Balle"
"1024";"Balen";"Balle"
"1025";"Baler";"Balle"
"1026";"Bales";"Balle"
"1027";"Balger";"Balle"
"1028";"Bali";"Balle"
"1029";"Balir";"Balle"
"1030";"Balirer";"Balle"
"1031";"Ball";"Balle"
"1032";"Ball.";"Balle"
"1033";"Ballaller";"Balle"
"1034";"Ballanser";"Balle"
"1035";"Ballar";"Balle"
"1036";"Ballas";"Balle"
"1037";"Ballder";"Balle"
"1038";"Balle";"Balle"
"1039";"Balle dubbelt";"Balle, Dobbelte"
"1040";"Balle og Pakke";"Balle"
"1041";"Balle og Pakke";"Pakke"
"1042";"Balle.";"Balle"
"1043";"Ballen";"Balle"
"1044";"Ballender";"Balle"
"1045";"Baller";"Balle"
"1046";"Baller dobelt";"Balle, Dobbelte"
"1047";"Baller eller Tr.";"Balle"
"1048";"Baller oc secker";"Balle"
"1049";"Baller oc secker";"Sæk"
"1050";"Baller och Fatges etc.";"Balle"
"1051";"Baller och Fatges etc.";"Fad"
"1052";"Baller och Packer";"Balle"
"1053";"Baller och Packer";"Pakke"
"1054";"Baller och Secke";"Balle"
"1055";"Baller och Secke";"Sæk"
"1056";"Baller Packer Stxr. etc.";"Balle"
"1057";"Baller Packer Stxr. etc.";"Pakke"
"1058";"Baller Packer Stxr. etc.";"Støcker"
"1059";"Baller, Fade, Tønder, Ochsehoffder, Casser, och Ko";
"1060";"Ballers";"Balle"
"1061";"Ballier";"Balle"
"1062";"Balliir";"Balle"
"1063";"Ballir";"Balle"
"1064";"Ballis";"Balle"
"1065";"Ballle";"Balle"
"1066";"Balller";"Balle"
"1067";"Ballr";"Balle"
"1068";"Ballr.";"Balle"
"1069";"Balls";"Balle"
"1070";"Balmer";"Balle"
"1071";"Balr";"Balle"
"1072";"Balr.";"Balle"
"1073";"Balter";"Balle"
"1074";"Balties";"Balle"
"1075";"Band";"Bundner"
"1076";"Banden";"Bundner"
"1077";"Bandt";"Bundner"
"1078";"Bandte";"Bundner"
"1079";"Bandter";"Bundner"
"1080";"Bandtner";"Bundner"
"1081";"Bans";"Bundner"
"1082";"Bant";"Bundner"
"1083";"Banter";"Bundner"
"1084";"Barer";"Barre"
"1085";"Bargger";"Baggi"
"1086";"Barkov.";"Berkovets"
"1087";"Barkow.";"Berkovets"
"1088";"Barle";"Balle"
"1089";"Barler";"Balle"
"1090";"Barrer";"Barre"
"1091";"Basack";
"1092";"Basau";"Boisseau"
"1093";"Basaw";"Boisseau"
"1094";"Bassau";"Boisseau"
"1095";"Basseaux";"Boisseau"
"1096";"Batter";"Botte"
"1097";"Bauseaux";"Boisseau"
"1098";"Bausseau";"Boisseau"
"1099";"Bay";
"1100";"Bayer";"Baggi"
"1101";"Bball";"Balle"
"1102";"Bd.";"Bundner"
"1103";"Bdt.";"Bundner"
"1104";"Bdter.";"Bundner"
"1105";"Bdtr.";"Bundner"
"1106";"Beale";"Balle"
"1107";"Beber";
"1108";"Beeckir";
"1109";"Beegger";"Baggi"
"1110";"Beerter";"Botte"
"1111";"Begh";
"1112";"Beig Quart.";"Quardel, Berliner"
"1113";"Belde";"Balle"
"1114";"Belder";"Balle"
"1115";"Beldor";"Balle"
"1116";"Beldør";"Balle"
"1117";"Bell.";"Balle"
"1118";"Belle";"Balle"
"1119";"Beller";"Balle"
"1120";"Bempler";"Bimpel"
"1121";"Bemsche";
"1122";"Bendtner";"Bundner"
"1123";"Bension";"Puncheon"
"1124";"Bent";
"1125";"Berc. quart";"Quardel, Berliner"
"1126";"Berh. Qart.";"Quardel, Berliner"
"1127";"Berh. Quart";"Quardel, Berliner"
"1128";"Berk.";"Berkovets"
"1129";"Berko.";"Berkovets"
"1130";"Berkouitz";"Berkovets"
"1131";"Berkov.";"Berkovets"
"1132";"Berkovitz";"Berkovets"
"1133";"Berkow";"Berkovets"
"1134";"Berkow.";"Berkovets"
"1135";"Berkowertz";"Berkovets"
"1136";"Berkowits";"Berkovets"
"1137";"Berkowitz";"Berkovets"
"1138";"Berkowtz.";"Berkovets"
"1139";"Berkowz.";"Berkovets"
"1140";"Berkv.";"Berkovets"
"1141";"Berkw.";"Berkovets"
"1142";"Berl. Quart";"Quardel, Berliner"
"1143";"Berl. Quarter";"Quardel, Berliner"
"1144";"Berl. Quarts";"Quardel, Berliner"
"1145";"Berliner Quart";"Quardel, Berliner"
"1146";"Berliner Quarts";"Quardel, Berliner"
"1147";"Berq.";"Berkovets"
"1148";"Beschlage Lester";"Læst, Beslagen"
"1149";"Beslaegen Lester";"Læst, Beslagen"
"1150";"Beslaegne Lester";"Læst, Beslagen"
"1151";"Beslagen Lester";"Læst, Beslagen"
"1152";"Beslagne lester";"Læst, Beslagen"
"1153";"Beslayer Lester";"Læst, Beslagen"
"1154";"Beter";"Botte"
"1155";"Better";"Botte"
"1156";"Beut";"Botte"
"1157";"Beylter";"Botte"
"1158";"Bhotler";"Botte"
"1159";"Bibbe";"Pibe"
"1160";"Bibber";"Pibe"
"1161";"Bibe";"Pibe"
"1162";"Biber";"Pibe"
"1163";"Bimbler";"Bimpel"
"1164";"Bimpe";"Bimpel"
"1165";"Bimpel";"Bimpel"
"1166";"Bimpeler";"Bimpel"
"1167";"Bimpell";"Bimpel"
"1168";"Bimpler";"Bimpel"
"1169";"Binde";"Bundner"
"1170";"Binpel";"Bimpel"
"1171";"Bipe";"Pibe"
"1172";"Birka";"Berkovets"
"1173";"Birkow";"Berkovets"
"1174";"Bismerpund";"Bismerpund"
"1175";"Bk.";"Bundner"
"1176";"Bl.";"Balle"
"1177";"Blaaer";
"1178";"Blather";
"1179";"Blecke";
"1180";"Blikdaase";"Blikdaase"
"1181";"Blikdaaser";"Blikdaase"
"1182";"Bllr.";"Balle"
"1183";"Blocke";"Blokke"
"1184";"Blocker";"Blokke"
"1185";"Blog";"Blog"
"1186";"Blok";"Blokke"
"1187";"Blokk.";"Blokke"
"1188";"Blokke";"Blokke"
"1189";"Boat";"Botte"
"1190";"Bode";"Botte"
"1191";"Boder";"Botte"
"1192";"Bodt";"Botte"
"1193";"Bodter";"Botte"
"1194";"Boedt";"Botte"
"1195";"Boeger";
"1196";"Boeijsijl.";
"1197";"Boem";
"1198";"Boender";"Bundner"
"1199";"Boendt";"Bundner"
"1200";"Boenthe";"Bundner"
"1201";"Boerderintstucke";
"1202";"Boerdt";"Botte"
"1203";"Boerter";"Botte"
"1204";"Boerther";"Botte"
"1205";"Boertir";"Botte"
"1206";"Boerttix";"Botte"
"1207";"Boeshons";"Bushel"
"1208";"Boesoax";"Boisseau"
"1209";"Boessau";"Boisseau"
"1210";"Boet";"Botte"
"1211";"Boet.";"Botte"
"1212";"Boete";"Botte"
"1213";"Boeted";"Botte"
"1214";"Boeteller";"Flaske"
"1215";"Boeten";"Botte"
"1216";"Boetenn";"Botte"
"1217";"Boeter";"Botte"
"1218";"Bøeter";"Botte"
"1219";"Boeter eller Piber";"Botte"
"1220";"Boeter eller Piber";"Pibe"
"1221";"Boeter og Piiber";"Botte"
"1222";"Boeter og Piiber";"Pibe"
"1223";"Boether";"Botte"
"1224";"Boetir";"Botte"
"1225";"Boetkr";"Botte"
"1226";"Boetr";"Botte"
"1227";"Boetrer";"Botte"
"1228";"Boett";"Botte"
"1229";"Boett.";"Botte"
"1230";"Boette";"Botte"
"1231";"Bøette";"Botte"
"1232";"Boetten";"Botte"
"1233";"Boetter";"Botte"
"1234";"Bøetter";"Botte"
"1235";"Boetter och Piber";"Botte"
"1236";"Boetter och Piber";"Pibe"
"1237";"Boetthir";"Botte"
"1238";"Boettier";"Botte"
"1239";"Boettir";"Botte"
"1240";"Boettr";"Botte"
"1241";"Boetttter";"Botte"
"1242";"Bofer";"Botte"
"1243";"Bog";"Bog"
"1244";"Boger";"Bog"
"1245";"Bøger";"Bog"
"1246";"Bogger";"Bog"
"1247";"Bøgger";"Bog"
"1248";"Bohl";"Wohl"
"1249";"Bohl.";"Wohl"
"1250";"Bohler";"Wohl"
"1251";"Bohs.";"Botte"
"1252";"Bohsseau";"Boisseau"
"1253";"Bohsus";"Boisseau"
"1254";"Boht";"Botte"
"1255";"Boht.";"Botte"
"1256";"Bohter";"Botte"
"1257";"Bois.";"Boisseau"
"1258";"Boisau";"Boisseau"
"1259";"Boisaur";"Boisseau"
"1260";"Boiseau";"Boisseau"
"1261";"Boiseaus";"Boisseau"
"1262";"Boiseaux";"Boisseau"
"1263";"Boiss.";"Boisseau"
"1264";"Boissau";"Boisseau"
"1265";"Boissaus";"Boisseau"
"1266";"Boissaux";"Boisseau"
"1267";"Boisseau";"Boisseau"
"1268";"Boisseaus";"Boisseau"
"1269";"Boisseaux";"Boisseau"
"1270";"Boissenwick";
"1271";"Boissj.";"Boisseau"
"1272";"Boisslau";"Boisseau"
"1273";"Boissou";"Boisseau"
"1274";"Boiter";"Botte"
"1275";"Boitir";"Botte"
"1276";"Boitt.";"Botte"
"1277";"Boitter";"Botte"
"1278";"Boittiir";"Botte"
"1279";"Boittir";"Botte"
"1280";"Bolche";"Wohl"
"1281";"Boler";"Wohl"
"1282";"Bolher";"Wohl"
"1283";"Bollast";
"1284";"Bollthe";"Bylt"
"1285";"Bølltt";"Bylt"
"1286";"Bols";"Boisseau"
"1287";"Bolsos";"Boisseau"
"1288";"Bolsseaux";"Boisseau"
"1289";"Bolt";"Bylt"
"1290";"Bølt";"Bylt"
"1291";"Bolter";"Bylt"
"1292";"Boltten";"Bylt"
"1293";"Bømtt";
"1294";"Boncke";
"1295";"Bond";"Bundner"
"1296";"Bønd";"Bundner"
"1297";"Bonde";"Bundner"
"1298";"Bonder";"Bundner"
"1299";"Bønder";"Bundner"
"1300";"Bonds";"Bundner"
"1301";"Bondt";"Bundner"
"1302";"Bondter";"Bundner"
"1303";"Bonnd";"Bundner"
"1304";"Bonndt";"Bundner"
"1305";"Bonnt";"Bundner"
"1306";"Bont";"Bundner"
"1307";"Bonter";"Bundner"
"1308";"Bontt";"Bundner"
"1309";"Bontte";"Bundner"
"1310";"Bontter";"Bundner"
"1311";"Bood";"Botte"
"1312";"Boodter";"Botte"
"1313";"Booker";"Botte"
"1314";"Boorter";"Botte"
"1315";"Boot";"Botte"
"1316";"Boot secker";
"1317";"Boot.";"Botte"
"1318";"Boot. og piber";"Botte"
"1319";"Boot. og piber";"Pibe"
"1320";"Boote";"Botte"
"1321";"Bøote";"Botte"
"1322";"Boote og piber";"Botte"
"1323";"Boote og piber";"Pibe"
"1324";"Booten";"Botte"
"1325";"Booter";"Botte"
"1326";"Booter och Piber";"Botte"
"1327";"Booter och Piber";"Pibe"
"1328";"Booter og pibe";"Botte"
"1329";"Booter og pibe";"Pibe"
"1330";"Booter og piber";"Botte"
"1331";"Booter og piber";"Pibe"
"1332";"Booter og Pieber";"Botte"
"1333";"Booter og Pieber";"Pibe"
"1334";"Booter og Piiber";"Botte"
"1335";"Booter og Piiber";"Pibe"
"1336";"Booth";"Botte"
"1337";"Booth.";"Botte"
"1338";"Boothe";"Botte"
"1339";"Boother";"Botte"
"1340";"Bootr";"Botte"
"1341";"Boots";"Botte"
"1342";"Bootse";"Botte"
"1343";"Boott";"Botte"
"1344";"Boott.";"Botte"
"1345";"Bootte";"Botte"
"1346";"Bootter";"Botte"
"1347";"Bopper";"Kop"
"1348";"Bord";"Botte"
"1349";"Bord.";"Botte"
"1350";"Borser";"Boisseau"
"1351";"Børser";"Boisseau"
"1352";"Børsser";"Boisseau"
"1353";"Borster";"Boisseau"
"1354";"Bort";"Botte"
"1355";"Bort.";"Botte"
"1356";"Borte";"Botte"
"1357";"Børte";"Botte"
"1358";"Borten";"Botte"
"1359";"Borter";"Botte"
"1360";"Børter";"Botte"
"1361";"Borterr";"Botte"
"1362";"Bortertt";"Botte"
"1363";"Borth.";"Botte"
"1364";"Borthe";"Botte"
"1365";"Borther";"Botte"
"1366";"Borthir";"Botte"
"1367";"Bortir";"Botte"
"1368";"Bortt";"Botte"
"1369";"Bortt.";"Botte"
"1370";"Bortte";"Botte"
