"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"0","190","6","187","286","Stor Britaniske og Franske skibe","Stor Brittaniske, Frandske","nee","19006"
"0","190","7","287","335","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19007"
"0","190","8","336","395","Hollandske skibe kommen fra Østersøen","Hollandske, fra Østersøen","nee","19008"
"0","190","9","396","422","Lubske, Dantziger, Embder og Bremer skibe","Lubecker, Dantziger, Embder, Bremer","nee","19009"
"0","190","10","423","462","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19010"
"0","190","11","463","520","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19011"
"0","191","1","8","70","Stor Britannische og Franske","Stor Brittaniske, Frandske","nee","19101"
"0","191","2","71","134","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19102"
"0","191","3","135","192","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19103"
"0","191","4","193","212","Lybske, Dantziger, Embder og Bremer skibe","Lubecker, Dantziger, Embder, Bremer","nee","19104"
"0","191","5","213","250","Danske, Norske, Rostocker samt Wender skibe og galliother","Danske, Norske, Rostocker, Wender, skibe","nee","19105"
"0","191","6","251","279","Svenske og Pommerske skibe samt galliother","Svenske, Pommerske","nee","19106"
"0","191","7","280","384","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19107"
"0","191","8","385","430","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19108"
"0","191","9","431","488","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19109"
"0","191","10","489","519","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19110"
"0","191","11","520","526","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19111"
"0","192","1","7","33","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19201"
"0","192","2","36","93","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19202"
"0","192","3","94","148","Stor Britannishe og Franske skibe","Stor Brittaniske, Frandske","nee","19203"
"0","192","4","149","213","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19204"
"0","192","5","214","280","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19205"
"0","192","6","281","305","Lybecker, Dantziger, Embder og Bræhmer skibe","Lubecker, Dantziger, Embder, Bremer","nee","19206"
"0","192","7","306","341","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19207"
"0","192","8","342","383","Svenske og Pommerske skibe","Svenske, Pommerske","nee","19208"
"0","192","9","384","485","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19209"
"0","192","10","486","530","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19210"
"0","193","1","7","15","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19301"
"0","193","2","18","85","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19302"
"0","193","3","86","118","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19303"
"0","193","4","119","155","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19304"
"0","193","5","156","212","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19305"
"0","193","6","213","276","Stor Britannische og Franske skibe","Stor Brittaniske, Frandske","nee","19306"
"0","193","7","277","348","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19307"
"0","193","8","349","418","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19308"
"0","193","9","419","449","Lybecker, Dantziger, Embder og Bræhmer skibe","Lubecker, Dantziger, Embder, Bremer","nee","19309"
"0","193","10","450","499","Danske, Norske, Wender og Rostocker skibe","Danske, Norske, Wender, Rostocker","nee","19310"
"0","193","11","500","538","Russiske, Swenske og Pommerscke skibe","Russiske, Svenske, Pommerske","nee","19311"
"0","194","1","7","18","Russiske, Swenske og Pommerscke skibe","Russiske, Svenske, Pommerske","nee","19401"
"0","194","2","19","166","Stor Bretaniske og Franske","Stor Brittaniske, Frandske","nee","19402"
"0","194","3","167","221","Hollandske skibe kommen fra Wester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","19403"
"0","194","4","222","284","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19404"
"0","194","5","285","314","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19405"
"0","194","6","315","352","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19406"
"0","194","7","353","413","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19407"
"0","194","8","414","468","Stor Britannische og Franske skibe","Stor Brittaniske, Frandske","nee","19408"
"0","194","9","469","527","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19409"
"0","194","10","528","529","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19410"
"0","195","1","7","74","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19501"
"0","195","2","75","99","Lubske, Dantziger, Embder og Bræmer","Lubecker, Dantziger, Embder, Bremer","nee","19502"
"0","195","3","102","141","Danske, Norske, Wender og Rostockere","Danske, Norske, Wender, Rostocker","nee","19503"
"0","195","4","144","205","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19504"
"0","195","5","206","255","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19505"
"0","196","1","108","167","Hollandske skibe kommen fra Wester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","19601"
"0","196","2","168","233","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19602"
"0","196","3","234","263","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19603"
"0","196","4","264","296","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19604"
"0","196","5","297","357","Russiske, Svenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19605"
"0","196","6","358","415","Stor Britannische og Franske skibe","Stor Brittaniske, Frandske","nee","19606"
"0","196","7","416","469","Hollandske skibe kommen fra Wester Søen","Hollandske, fra Westersøen","nee","19607"
"0","196","8","470","540","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19608"
"0","196","9","541","541","Dantziger, Lybecker, Embder og Bræmer","Bremer, Dantziger, Embder, Lubecker","nee","19609"
"0","197","1","7","29","Dantziger, Lybecker, Embder og Bræmer","Bremer, Dantziger, Embder, Lubecker","nee","19701"
"0","197","2","30","69","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19702"
"0","197","3","70","114","Russiske, Swenske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19703"
"0","197","4","115","313","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19704"
"0","197","5","314","360","Hollandske skibe kommen fra Wester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","19705"
"0","197","6","361","421","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19706"
"0","197","7","422","444","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19707"
"0","197","8","445","473","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19708"
"0","197","9","474","526","Russiske, Svendske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19709"
"0","198","1","8","19","Russiske, Svendske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19801"
"0","198","2","22","73","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19802"
"0","198","3","80","143","Hollandske skibe kommen fra Nord og Wester Søen","Hollandske, fra Nord og Westersøen","nee","19803"
"0","198","4","144","214","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19804"
"0","198","5","217","243","Lijbecker Dantziger Embder og Bræmer","Lubecker, Dantziger, Embder, Bremer","nee","19805"
"0","198","6","246","295","Danske, Norske og Wender","Danske, Norske, Wender","nee","19806"
"0","198","7","296","351","Russiske, Svendske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19807"
"0","198","8","352","417","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","19808"
"0","199","1","8","58","Hollandske skibe kommen fra Wester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","19901"
"0","199","2","59","120","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19902"
"0","199","3","121","146","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","19903"
"0","199","4","147","175","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","19904"
"0","199","5","176","235","Russiske, Svendske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","19905"
"0","199","6","236","290","Stor Britannische og Frandscke skibe","Stor Brittaniske, Frandske","nee","19906"
"0","199","7","291","356","Hollandske skibe kommen fra Nord og Wester Søen","Hollandske, fra Nord og Westersøen","nee","19907"
"0","199","9","357","430","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","19909"
"0","199","10","431","460","Lybecker, Dantziger, Embder og Bræmer","Lubecker, Dantziger, Embder, Bremer","nee","19910"
"0","199","11","461","503","Danske, Norske og Wenders skiibe","Danske, Norske, Wender","nee","19911"
"0","199","12","504","541","Russiske, Swendske og Pommerske skiibe","Russiske, Svenske, Pommerske","nee","19912"
"0","200","1","7","17","Russiske, Swendske og Pommerske skiibe","Russiske, Svenske, Pommerske","nee","20001"
"0","200","2","20","191","Stoer Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","20002"
"0","200","3","192","237","Hollandske skibe kommen fra Wester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","20003"
"0","200","4","238","301","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","20004"
"0","200","5","302","322","Lubske, Dantziger, Embder og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","20005"
"0","200","6","323","354","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","20006"
"0","200","7","355","407","Russiske, Svendske og Pommerske skibe","Russiske, Svenske, Pommerske","nee","20007"
"0","200","8","408","455","Stor Britannische og Franske skibe","Stor Brittaniske, Frandske","nee","20008"
"0","200","9","456","519","Hollandske skibe kommen fra Nord og Wester Søen","Hollandske, fra Nord og Westersøen","nee","20009"
"0","200","10","520","546","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","20010"
"0","201","1","6","45","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","20101"
"0","201","2","46","73","Lybecker, Dantziger, Embder og Bræhmer","Lubecker, Dantziger, Embder, Bremer","nee","20102"
