"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"0","236","2","47","98","Hollandske skibe destinerende fra Nord Søen til Øster Søen","Hollandske, fra Nordsøen","nee","23602"
"0","236","3","99","157","Hollandske skibe retournerende fra Øster Søen til Nord Søen","Hollandske, fra Østersøen","nee","23603"
"0","236","4","158","179","Russiske, Preussiske, Rigstæder samt andere ufrie skibe","Russiske, Preussiske, Rigstæder etc.","nee","23604"
"0","236","5","180","181","Hollandere kommendes fra Øster Søen","Hollandske, Ladde, fra Østersøen","nee","23605"
"0","236","6","181","203","Russiske, Preussiske, Rigstæder samt andere ufrie skibe","Russiske, Preussiske, Rigstæder etc.","nee","23606"
"0","236","7","204","244","Danske og Norske skibe","Danske, Norske","nee","23607"
"0","236","8","245","300","Svenske og Pommerske skibe","Svenske, Pommerske","nee","23608"
"0","236","9","301","357","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","23609"
"0","236","10","358","405","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","23610"
"0","236","11","406","463","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","23611"
"0","236","12","464","498","Lybske, Dantziger, Kønigsberger, og Bremer","Lubecker, Dantziger, Kønigsberger, Bremer","nee","23612"
"0","236","13","499","544","Danske, Norske, Vender og Rostocker","Danske, Norske, Wender, Rostocker","nee","23613"
"0","236","14","545","605","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","23614"
"0","236","15","606","632","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","23615"
"0","237","1","3","33","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","23701"
"0","237","2","39","81","Hollandske skibe destinerede fra Nord Søen til Øster Søen","Hollandske, fra Nordsøen","nee","23702"
"0","237","3","82","131","Hollandske skibe retourn. fra Øster Søen til Nord Søen","Hollandske, fra Østersøen","nee","23703"
"0","237","4","132","171","Russiske, Preussiske, Hanseatiske, Rigstæder og andre ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","23704"
"0","237","5","172","206","Danske og Norske skibe","Danske, Norske","nee","23705"
"0","237","6","207","249","Svenske og Pommerske skibe","Svenske, Pommerske","nee","23706"
"0","237","7","250","303","Stor Britanniske skibe","Stor Brittaniske","nee","23707"
"0","237","8","304","360","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","23708"
"0","237","9","361","422","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","23709"
"0","237","10","423","462","Lybske, Dantziger, Kønigsberger og Bremer","Lubecker, Dantziger, Embder, Bremer","nee","23710"
"0","237","11","463","512","Danske, Norske, Vender og Rostocker","Danske, Norske, Wender, Rostocker","nee","23711"
"0","237","12","513","575","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","23712"
"0","237","13","576","638","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","23713"
"0","238","1","4","53","Hollandske skibe fra Nord Søen til Øster Søen","Hollandske, fra Nordsøen","nee","23801"
"0","238","2","54","111","Hollandske skibe fra Øster Søen til Nord Søen","Hollandske, fra Østersøen","nee","23802"
"0","238","3","112","161","Russiske, Preussiske, Hanseatiske, Rigstæders og andre ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","23803"
"0","238","4","162","201","Danske og Norske skiibe","Danske, Norske","nee","23804"
"0","238","5","202","245","Svenske og Pommerske skibe","Svenske, Pommerske","nee","23805"
"0","238","6","246","300","Stor Brittanniske skibe","Stor Brittaniske","nee","23806"
"0","239","1","4","64","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","23901"
"0","239","2","65","132","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","23902"
"0","239","3","133","175","Lybske, Dantziger, Kønigsberger, og Bremer","Lubecker, Dantziger, Kønigsberger, Bremer","nee","23903"
"0","239","4","176","223","Danske, Norske, Vender og Rostocker","Danske, Norske, Wender, Rostocker","nee","23904"
"0","239","5","224","285","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","23905"
"0","239","6","286","358","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","23906"
"0","239","7","359","420","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","23907"
"0","239","8","421","486","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","23908"
"0","239","9","487","532","Lybske, Dantziger, Kønigsberger, og Bremer","Lubecker, Dantziger, Kønigsberger, Bremer","nee","23909"
"0","239","10","533","581","Danske, Norske, Vender og Rostocker","Danske, Norske, Wender, Rostocker","nee","23910"
"0","239","11","582","586","Svenske skippers","Svenske","nee","23911"
"0","239","12","587","637","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","23912"
"0","239","13","638","644","Engelske skippers","Engelske","nee","23913"
"0","239","14","645","659","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","23914"
"0","240","1","3","62","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24001"
"0","240","2","63","118","Hollandske skibe til Øster Søen","Hollandske, fra Østersøen","nee","24002"
"0","240","3","119","189","Hollandske skibe fra Øster- til Nord Søen","Hollandske, fra Østersøen","nee","24003"
"0","240","4","190","239","Russisske, Preussiske, Hanseatiske, Rigstæder og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24004"
"0","240","5","240","246","Engelske skippers","Engelske","nee","24005"
"0","240","6","247","291","Danske og Norske skibe","Danske, Norske","nee","24006"
"0","240","7","292","334","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24007"
"0","240","8","335","339","Engelske skippers","Engelske","nee","24008"
"0","240","9","340","406","Stor Brittanniske skibe","Stor Brittaniske","nee","24009"
"0","240","10","407","458","Hollandske skibe fra Nord- til Øster Søen","Hollandske, fra Nordsøen","nee","24010"
"0","240","11","459","521","Hollandske skibe fra Øster- til Nord Søen","Hollandske, fra Østersøen","nee","24011"
"0","240","12","522","573","Russisske, Preussiske, Hanseatiske, Rigstæders og alle andre ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24012"
"0","240","13","574","610","Danske og Norske skibe","Danske, Norske","nee","24013"
"0","240","14","611","636","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24014"
"0","241","1","3","30","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24101"
"0","241","2","31","113","Stor Brittanniske skibe","Stor Brittaniske","nee","24102"
"0","241","3","114","165","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24103"
"0","241","4","166","222","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24104"
"0","241","5","223","259","Lybske, Dantziger, Kønigsberger, Embder og Bremer","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24105"
"0","241","6","260","304","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24106"
"0","241","7","305","312","Stor Britanniske og Franske","Stor Brittaniske, Frandske","nee","24107"
"0","241","8","313","371","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24108"
"0","241","9","372","446","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24109"
"0","241","10","447","499","Hollandske skibe fra Nord- til Øster Søen","Hollandske, fra Nordsøen","nee","24110"
"0","241","11","500","566","Hollandske skibe fra Øster- til Nord Søen","Hollandske, fra Østersøen","nee","24111"
"0","241","12","567","618","Russisske, Preussiske, Hanseatiske, Rigstæders og alle andre ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24112"
"0","241","13","619","650","Danske og Norske skibe","Danske, Norske","nee","24113"
"0","242","1","3","12","Danske og Norske skibe","Danske, Norske","nee","24201"
"0","242","2","13","69","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24202"
"0","242","3","70","153","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","24203"
"0","242","4","154","206","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24204"
"0","242","5","207","267","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24205"
"0","242","6","268","307","Lybske, Dantziger, Kønigsberger, Embder og Bremer","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24206"
"0","242","7","308","349","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24207"
"0","242","8","350","412","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24208"
"0","242","9","413","495","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24209"
"0","242","10","496","545","Hollandske skibe fra Nord- til Øster Søen","Hollandske, fra Nordsøen","nee","24210"
"0","242","11","546","615","Hollandske skibe fra Øster- til Nord Søen","Hollandske, fra Østersøen","nee","24211"
"0","242","12","616","656","Russiske, Preussiske, Hanseatiske, Rigstæder og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24212"
"0","243","1","3","18","Russiske, Preussiske, Hanseatiske, Rigstæder og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24301"
"0","243","2","18","54","Danske og Norske skibe","Danske, Norske","nee","24302"
"0","243","3","55","103","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24303"
"0","243","4","104","110","Russiske, Preussiske, Hanseatiske, Rigstæders og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24304"
"0","243","5","111","201","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","24305"
"0","243","6","202","252","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24306"
"0","243","7","253","312","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24307"
"0","243","8","313","347","Lybske, Dantziger, Kønigsberger, Embder og Bremer","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24308"
"0","243","9","348","392","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24309"
"0","243","10","393","444","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24310"
"0","243","11","445","520","Stor Brittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","24311"
"0","243","12","521","570","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24312"
"0","243","13","571","626","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24313"
"0","243","14","627","651","Russiske, Preussiske, Hanseatiske, Rigstæders og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24314"
"0","244","1","3","26","Russiske, Preussiske, Hanseatiske, Rigstæders og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24401"
"0","244","2","30","70","Danske og Norske skibe","Danske, Norske","nee","24402"
"0","244","3","71","119","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24403"
"0","244","4","120","205","Storbrittanniske og Franske skibe","Stor Brittaniske, Frandske","nee","24404"
"0","244","5","206","252","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24405"
"0","244","6","253","306","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24406"
"0","244","7","307","343","Lybske, Dantziger, Kønigsberger, Embder og Bremer","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24407"
"0","244","8","344","386","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24408"
"0","244","9","387","441","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24409"
"0","244","10","442","519","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24410"
"0","245","1","4","57","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24501"
"0","245","2","58","116","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24502"
"0","245","3","117","159","Lybske, Dantziger, Kønigsberger, Embder og Bremer","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24503"
"0","245","4","160","209","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24504"
"0","245","5","210","273","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24505"
"0","245","6","274","364","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24506"
"0","245","7","365","414","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24507"
"0","245","8","415","469","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24508"
"0","245","9","470","528","Russiske, Preussiske, Rigsteders, Anseatiske og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24509"
"0","245","10","529","568","Danske og Norske skibe","Danske, Norske","nee","24510"
"0","245","11","569","617","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24511"
"0","245","12","618","620","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24512"
"0","246","1","3","69","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24601"
"0","246","2","77","126","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24602"
"0","246","3","127","180","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24603"
"0","246","4","181","237","Russiske, Preussiske, Rigsteders, Anseatiske og alle ufrie skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24604"
"0","246","5","238","276","Danske og Norske skibe","Danske, Norske","nee","24605"
"0","246","6","277","329","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24606"
"0","246","7","329","413","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24607"
"0","246","8","414","461","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24608"
"0","246","9","462","513","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24609"
"0","246","10","514","548","Lybske, Dantziger, Kønigsberger, Embder og Bremer skibe","Lubecker, Dantziger, Kønigsberger, Embder, Bremer","nee","24610"
"0","246","11","549","594","Danske, Norske, Wender og Rostocker","Danske, Norske, Wender, Rostocker","nee","24611"
"0","246","12","595","650","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24612"
"0","247","1","3","11","Russiske, Svenske og Pommerske","Russiske, Svenske, Pommerske","nee","24701"
"0","247","2","12","94","Stor Britanniske og Franske skibe","Stor Brittaniske, Frandske","nee","24702"
"0","247","3","95","148","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24703"
"0","247","4","149","203","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24704"
"0","247","5","204","264","Russiske, Preussiske, Rigsteders, Anseatiske og alle ufri skibe","Russiske, Preussiske, Hanseatiske, Rigstæder etc.","nee","24705"
"0","247","6","265","299","Danske og Norske skibe","Danske, Norske","nee","24706"
"0","247","7","300","309","Stor Brittaniske og Franske","Stor Brittaniske, Frandske","nee","24707"
"0","247","8","310","363","Svenske og Pommerske skibe","Svenske, Pommerske","nee","24708"
"0","247","9","364","442","Stor Brittaniske og Franske","Stor Brittaniske, Frandske","nee","24709"
"0","247","10","443","491","Hollandske skibe kommen fra Vester og Nord Søen","Hollandske, fra Nord og Westersøen","nee","24710"
"0","247","11","492","502","Stor Brittaniske og Franske","Stor Brittaniske, Frandske","nee","24711"
"0","247","13","503","555","Hollandske skibe kommen fra Øster Søen","Hollandske, fra Østersøen","nee","24713"
"0","247","14","556","592","Lubske, Dantziger, Kønigsberger, Embder og Brehmer skibe","Lubecker, Dantziger, Koningsberger, Embder, Bremer","nee","24714"
"0","247","15","593","632","Danske, Norske, Wender og Rostocker skibe","Danske, Norske, Wender, Rostocker","nee","24715"
"0","247","16","633","648","Russiske, Swenske og Pommerske","Russiske, Svenske, Pommerske","nee","24716"
"0","248","1","3","47","Russiske, Swenske og Pommerske","Russiske, Svenske, Pommerske","nee","24801"
"0","248","2","48","133","Stor Brittanniske og Franske","Stor Brittaniske, Frandske","nee","24802"
"0","248","3","134","202","Danske og Norske skiibe","Danske, Norske","nee","24803"
"0","248","4","203","210","Preussiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","24804"
"0","248","5","211","394","Hollandske skiibe","Hollandske","nee","24805"
"0","248","6","395","473","Preusziske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skiibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","24806"
"0","248","7","474","543","Danske og Norske skiibe","Danske, Norske","nee","24807"
"0","248","8","544","637","Hollandske skiibe","Hollandske","nee","24808"
"0","249","1","3","68","Hollandske skiibe","Hollandske","nee","24901"
"0","249","2","71","157","Preussiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","24902"
"0","249","3","164","188","Franske, Hamborgske, Russiske, Spanske, Colbergske, Caminske og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","24903"
"0","249","4","190","358","Stor Brittaniske skibe","Stor Brittaniske","nee","24904"
"0","249","5","360","465","Svenske skibe","Svenske","nee","24905"
"0","249","6","473","498","Franske, Hamborgske, Russiske, Spanske, Colbergske, Caminske og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","24906"
"0","249","7","500","636","Stor Brittaniske skibe","Stor Brittaniske","nee","24907"
"0","250","1","3","31","Stor Brittaniske skibe","Stor Brittaniske","nee","25001"
"0","250","2","32","146","Svenske skibe","Svenske","nee","25002"
"0","250","3","147","226","Danske og Norske skibe","Danske, Norske","nee","25003"
"0","250","4","227","422","Hollandske skiibe","Hollandske","nee","25004"
"0","250","5","423","525","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25005"
"0","250","6","526","553","Franske, Hamborger, Russiske, Spanske, Colbergske, Caminske, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25006"
"0","250","7","554","639","Stor Brittaniske skibe","Stor Brittaniske","nee","25007"
"0","251","1","3","104","Stor Brittaniske skibe","Stor Brittaniske","nee","25101"
"0","251","2","105","252","Svenske skibe","Svenske","nee","25102"
"0","251","3","253","277","Hollandske skibe","Hollandske","nee","25103"
"0","251","4","278","300","Preusiske, Portugisiske, Lybske, Dantziger, Embder, Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25104"
"0","251","5","301","320","Svenske skibe","Svenske","nee","25105"
"0","251","6","321","409","Danske og Norske skibe","Danske, Norske","nee","25106"
"0","251","7","409","589","Hollandske skibe","Hollandske","nee","25107"
"0","252","1","3","52","Hollandske skibe","Hollandske","nee","25201"
"0","252","2","53","56","Danske og Norske skibe","Danske, Norske","nee","25202"
"0","252","3","57","176","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25203"
"0","252","4","177","205","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25204"
"0","252","5","206","386","Stor Brittaniske skibe","Stor Brittaniske","nee","25205"
"0","252","6","387","562","Svenske skibe","Svenske","nee","25206"
"0","252","7","563","643","Danske og Norske skibe","Danske, Norske","nee","25207"
"0","253","1","3","12","Danske og Norske skibe","Danske, Norske","nee","25301"
"0","253","2","13","177","Hollandske skibe","Hollandske","nee","25302"
"0","253","3","178","294","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25303"
"0","253","4","295","322","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25304"
"0","253","5","323","472","Stor Brittaniske skibe","Stor Brittaniske","nee","25305"
"0","253","6","473","662","Svenske skibe","Svenske","nee","25306"
"0","254","1","4","101","Danske og Norske skibe","Danske, Norske","nee","25401"
"0","254","2","102","279","Hollandske skibe","Hollandske","nee","25402"
"0","254","3","280","298","Preusiske, Portugisiske, Lybske, Dantziger, Embder, Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25403"
"0","254","4","299","424","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25404"
"0","254","5","425","455","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25405"
"0","254","6","456","614","Stor Brittaniske skibe","Stor Brittaniske","nee","25406"
"0","254","7","615","625","Svenske skibe","Svenske","nee","25407"
"0","255","1","3","183","Svenske skibe","Svenske","nee","25501"
"0","255","2","192","295","Danske og Norske skibe","Danske, Norske","nee","25502"
"0","255","3","295","303","Hollandske skibe","Hollandske","nee","25503"
"0","255","4","304","326","Danske og Norske skibe","Danske, Norske","nee","25504"
"0","255","5","327","400","Preusiske, Portugiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25505"
"0","255","6","401","549","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25506"
"0","255","7","550","589","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25507"
"0","255","8","590","639","Stor Brittaniske skibe","Stor Brittaniske","nee","25508"
"0","256","1","125","139","Svenske skibe","Svenske","nee","25601"
"0","256","2","140","335","Svenske skibe","Svenske","nee","25602"
"0","256","3","342","464","Danske og Norske skibe","Danske, Norske","nee","25603"
"0","256","4","465","469","Hollandske skibe","Hollandske","nee","25604"
"0","256","5","470","469","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","25605"
"0","256","6","470","567","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","25606"
"0","256","7","568","648","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25607"
"0","257","1","3","91","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25701"
"0","257","2","92","128","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25702"
"0","257","3","129","221","Stor Brittaniske skibe","Stor Brittaniske","nee","25703"
"0","257","4","222","398","Svenske skibe","Svenske","nee","25704"
"0","257","5","399","521","Danske og Norske skibe","Danske, Norske","nee","25705"
"0","257","6","522","562","Hollandske skibe","Hollandske","nee","25706"
"0","257","7","563","640","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","25707"
"0","258","1","3","33","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","25801"
"0","258","2","34","162","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25802"
"0","258","3","163","200","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25803"
"0","258","4","201","383","Stor Brittaniske skibe","Stor Brittaniske","nee","25804"
"0","258","5","384","576","Svenske skibe","Svenske","nee","25805"
"0","258","6","577","644","Danske og Norske skibe","Danske, Norske","nee","25806"
"0","259","1","3","51","Danske og Norske skibe","Danske, Norske","nee","25901"
"0","259","2","52","157","Hollandske skibe","Hollandske","nee","25902"
"0","259","3","158","202","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","25903"
"0","259","4","203","334","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","25904"
"0","259","5","335","368","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","25905"
"0","259","6","369","548","Stor Brittaniske skibe","Stor Brittaniske","nee","25906"
"0","259","7","549","638","Svenske skibe","Svenske","nee","25907"
"0","260","1","3","59","Svenske skibe","Svenske","nee","26001"
"0","260","2","66","182","Danske og Norske skibe","Danske, Norske","nee","26002"
"0","260","3","183","289","Hollandske skibe","Hollandske","nee","26003"
"0","260","4","290","460","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26004"
"0","260","5","461","500","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26005"
"0","260","6","501","624","Stor Brittaniske skibe","Stor Brittaniske","nee","26006"
"0","261","1","3","70","Stor Brittaniske skibe","Stor Brittaniske","nee","26101"
"0","261","2","71","250","Svenske skibe","Svenske","nee","26102"
"0","261","3","251","367","Danske og Norske skibe","Danske, Norske","nee","26103"
"0","261","4","368","484","Hollandske skibe","Hollandske","nee","26104"
"0","261","5","485","626","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26105"
"0","262","1","4","38","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26201"
"0","262","2","39","45","Stor Brittaniske skibe","Stor Brittaniske","nee","26202"
"0","262","3","46","244","Stor Brittaniske skibe","Stor Brittaniske","nee","26203"
"0","262","4","244","406","Svenske skibe","Svenske","nee","26204"
"0","262","5","407","510","Danske og Norske skibe","Danske, Norske","nee","26205"
"0","262","6","511","629","Hollandske skibe","Hollandske","nee","26206"
"0","262","7","630","632","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26207"
"0","263","1","3","149","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26301"
