terr_name,terr_id
Westfränkisches Reich,0W0023
von Walmoden,0W0024
die Wölpen,0W0025
Grafen von Werdenberg(-Sargans-Albeck)-Trochtelfingen,0W0026
von Wiesloch,0W0027
Junker von Wolffurt,0W0028
von Wittenbach,0W0029
von Wolframsdorf,0W0030
Winterberg,0W0031
Wartenbergische Teillinie der Landgrf. Baar,0W0032
Kloster der Augustinereremiten Waldheim,0W0033
von Wyra,0W0034
Edlen von Waldeck (Bei St. Blasien),0W0035
von Wittenau,0W0036
Askanier von Weimar-Orlamünde,0W0037
Grafen von Wohlsbach,0W0038
Herren von Wittern,0W0039
Herren von Waldow,0W0040
Herzogtum Warschau,0W0041
von Winterfeld auf Dallmein,0W0042
von Wedel-Parlow,0W0043
von Wesenberg,0W0044
von Wendt,0W0045
Ritter von Werth,0W0046
Herren von Westphalen,0W0047
von Watzdorf; Herren,0W0048
von Winning,0W0049
von Wehda,0W0050
von Wevelinghoven,0W0051
von Werthern,0W0052
Wederden,0W0053
Herren von Wanzleben,0W0054
Grafen von Wolmirstedt,0W0055
von Wodenswegen,0W0056
Werle-Goldberg,0W0057
Werle-Güstrow,0W0058
Werle-Waren,0W0059
Werle-Parchim,0W0060
von Wolde,0W0061
von Wedel (von Wedell),0W0062
von Wiedebach,0W0063
Wedelstädt,0W0064
Hzt Warschau,0W0065
Wülcknitz,0W0066
Wisniowiecki (Polen),0W0067
Waldeck-Landau,0W0068
Waldeck-Eisenberg,0W0069
Waldeck-Wildungen (jüngere Linie),0W0070
Wettin-Groitzsch,0W0071
Werdenberg-Sargans,0W0072
Werdenberg(-Sargans)-Albeck,0W0073
Württemberg-Urach,0W0074
Wild- und Rheingrafen von Grumbach (Salm-Horstmar 1819),0W0075
Wigeriche (Luxemburg),0W0076
Weimarer Republik,0W0077
Kloster Walsrode,0W0078
Grafenfamilie Zeisolf-Wolfram,0Z0001
Herren von Zimmern und Lauda,0Z0002
Inhaber der Burg Zeil um 1278-1291,0Z0003
von Zipplingen,0Z0004
Sonderkönigtum Zwentibolds,0Z0020
Herren von Zuylen,0Z0005
von Zedwitz,0Z0007
von Zehmen,0Z0008
Ziesar oder Ziegesar,0Z0010
Kloster Zinna,0Z0011
von Zabeltitz,0Z0012
Kloster Zehden,0Z0013
Zauche,0Z0014
Grafen von Zierotin,0Z0015
von Zastrow,0Z0016
von Zschannewitz,0Z0017
von Zacha,0Z0018
von Zedlitz,0Z0019
Jakob Boytin,1B0079
Falscher Woldemar,1F0001
Amtmann Fasolt,1F0014
Albrecht Finck,1F0016
Heinrich Knut,1K0002
Kaufmann Lattermann,1K0003
Sigismund Korybut,1K0055
Burkard von Mannsberg,1M0005
Erzherzogin Mechthild; Gemahlin Albrechts VI. von Österreich,1M0002
Martin Malterer,1M0003
Maximilian der Junker,1M0004
Curd/Statius von Münchhausen,1M0006
Christian Wilhelm von Münchhausen,1M0007
Peter Siegelvoith,1S0044
Fam. Stange,1S0045
Paul Skalich,1S0046
Hermann Sudermann,1S0066
Ulrich Sack,1S0077
Ritter Heynric van Schoynroyde,1S0079
Dr. Johann Vischer,1V0001
Johannes Snewlin zum Weiher,1W0001
Wirich Erkinger,1W0006
Nikolaus Ziegler,1Z0001
Ulrich Zasius,1Z0006
Stanislaus Zbanski,1Z0009
Aach,A001
Aachen,A002
Aagau,A003
Aalen,A004
Aalst; Alst,A005
Aarberg,A006
Aargau,A007
Abenberg (Grafen),A008
Abenberg (Reichsritter),A009
Abendorf,A010
Abensberg (Grafen; reichsunmittelbare Herrschaft),A011
Abensberg und Traun,A012
Abersfeld,A013
Absberg,A014
Abtsgmünd,A015
Achalm,A016
Achberg,A017
Achilgouwe ,A018
Achstetten,A019
Acqui,A020
Adalahkeuue,A021
Adalhartesbra,A022
Adelmann von Adelmannsfelden,A023
Adelmannsfelden,A024
Adelsheim,A025
Adelshofen,A026
Adelsreuth,A027
Adelstetten,A028
Adler,A029
Admont,A030
Aerschot,A031
Aestbrucksteraland,A032
Aestersemeraland,A033
Affa,A034
Afra,A035
Aga,A036
Agartinga,A037
Agartingun,A038
Ahaus,A039
Ahausen,A040
Ahrenfels,A041
Ahrensberg,A042
Ahrensbök,A043
Ahrgau,A044
Ahrn,A045
Aichfeld,A046
Aichholzheim; Aicholzheim,A047
Aichinger,A048
Aichstetten,A049
Aisch,A050
Aislingen,A051
Alaholfsbaar,A052
Alb (Gebietsname),A053
Alba (Stadtstaat),A054
Albani,A055
Albanum,A056
Albeck,A057
Albegouwe II,A058
Albersfeld?,A059
Albertiner,A060
Albertini,A061
Alberts,A062
Albicgouwe,A063
Albini,A064
Albrecht,A065
Albuinsbaar,A066
Aldenburg,A067
Aldingen,A068
Alemannia,A069
Alessandria,A070
Aletzheim,A071
Alfingen,A072
Alingavias,A073
Allendorf,A074
Allerheiligen (Kloster),A075
Allerheiligen (Reichskloster),A076
Allgäau,A077
Allgäu-Bodensee,A078
Alliata,A079
Allstedt,A080
Almegau,A081
Almen,A082
Almut,A083
Alpgau (Allgaü) (Gau),A084
Alpgau (Gau im südlichen Schwarzwald),A085
Alpirsbach,A086
Alschhausen,A087
Alsenz,A088
Alsenzgau,A089
Alst,A090
Alstätten,A091
Altaich,A092
Altburg,A093
Altdorf,A094
Altdorf (Reichsdorf),A095
Altdorf (Reichslandvogtei),A096
Alteburg,A097
Altena,A098
Altenau,A099
Altenburg (Fürstentum),A100
Altenburg (Reichsstadt),A101
Altenheim (Reichsritter),A102
Altenkirchen ,A103
Altenmuhr,A104
Altenschönbach,A105
Altensteig,A106
Altenstein,A107
Altes Land,A108
Altgau (Altgeuue),A109
Altgeringeland,A110
Althausen,A111
Altheim,A112
Althohenfels,A113
Altingen,A114
Altkirch,A115
Altleiningen,A116
Altmannshofen,A117
Altmark,A118
Altmühl,A119
Altschell,A120
Altshausen,A121
Altstadt ,A122
Altzelle,A123
Alverdissen,A124
Alzettegau,A125
Alzey,A126
Amavorum pagus,A127
Amberga,A128
Amblise,A129
Ambrachgau,A130
Ameiden,A131
Amelungsborn,A132
Amerdingen,A133
Anhalt-Dessau (ältere Linie),A134
Anhalt-Dessau (jüngere Linie),A1341
Ammau von der Laufenburg,A135
Ammerdingen,A136
Ammergau (Ambergeuue; Ambraga. Ambergau. Ommergavvi; Animeri. Amberga. ),A137
Ammeri; Ammiri; Ambria; Ammern; Amerland; Oldenburger Ammerland,A138
Amorbach,A139
Amstelland,A140
Amtitz,A141
Andechs,A142
Andlau (Frauenkloster),A143
Andlau (Grafen; Reichsritter),A144
Angelach,A145
Angeloch; Angelloch; Angelach,A146
Anglahgouwe,A147
Angleria,A148
Anhalt,A149
Anhalt-Aschersleben,A150
Anhalt-Bernburg (ältere Linie),A151
Anhalt-Bernburg (jüngere Linie),A1511
Anhalt-Bernburg-Schaumburg (-Hoym),A152
Anhaltinische Fürstentümer,A153
Anhalt-Köthen (ältere Linie),A154
Anhalt-Köthen (jüngere Linie),A1541
Anhalt-Köthen-Pless,A155
Anhalt-Plötzkau (1665 Köthen genannt),A156
Anhalt-Schaumburg,A157
Anhalt(-Dessau)-Zerbst,A158
Anhalz-Bernburg-Harzgerode,A159
Anholt,A160
Ansbach (Reichsritter),A161
Ansbach; Btandenburg-Ansbach (Fürstentum; Markgrafschaft),A162
Ansbach-Bayreuth ,A163
Antwerf,A164
Antwerpen,A165
Anwanden,A166
Anweil (Reichsstadt),A167
Anweiler (Reichsstadt),A168
Aosta,A169
Apafi,A170
Apenzell-Innerrhoen,A171
Appeldorn,A172
Appenheim ,A173
Appenzell,A174
Appenzell-Außerrhoden,A175
Appold,A176
Apremont,A177
Aquensis pagus,A178
Aquileja,A179
Aquino,A180
Aragona,A181
Aragouwe,A182
Arberg,A183
Arbongau,A184
Arco,A185
Ardennergau,A186
Ardey,A187
Are,A188
Are-Hochstaden,A189
Arenberg; Aremberg,A190
Arenberg-Chimay,A191
Arenberg-Ligne,A192
Arenberg-Meppen,A193
Are-Neuenahr,A194
Arenfels; Ahrenfels,A195
Arenthal,A196
Are-Nürburg (Are-Neuenahr ab 1225),A197
Are-Wickrath,A198
Arezzo,A199
Argen,A200
Argengau,A201
Aringon (Aringun),A202
Arlenningerhundari,A203
Arles,A204
Arnegg,A205
Arnheim,A206
Arnim,A207
Arnsberg,A208
Arnsburg,A209
Arnstadt,A210
Arnstein (Grafen; Herrschaft),A211
Arnstein (Kloster),A212
Arnstein (Reichsritter),A213
Arnstein-Barby; Barby,A214
Arnstein-Ruppin,A215
Arrelsensis pagus,A216
Artland,A217
Artner,A218
Artois,A219
Arzt,A220
Ascanien,A221
Ascfeldono marca,A222
Asch,A223
Aschach,A224
Aschaffenburg,A225
Aschau,A226
Aschbach,A227
Aschersleben,A228
Aschfeld,A229
Aschhausen (Reichsritter),A230
Aschhausen (Reischdorf),A231
Askanien; Ascanien,A232
Askanier (in Anhalt-Aschersleben),A233
Askanier in Sachsen,A2330
Aspach und Harrlach,A234
Aspach; Asbach,A235
Asperg,A236
Aspremont,A237
Aspremont-Linden,A238
Asseburg,A239
Assenheim ,A240
Asterburgi,A241
Asterga,A242
Astfala; Hastfala,A243
Astfalahun. Ostfalahun; Hastfala; Astfelde; Valun; Falhon; Ostfalen),A244
Asti,A245
Astrahi (Austrachia; Ostoraeche; Ostroh; Ostrike; Ostargo; Hostraga; Astergaland; Ostergoo; Eastergea´),A246
Atoariorum pagus,A247
Atrebatensis pagus (Artoi),A248
Attems,A249
Attergau,A250
Au; Aue,A251
Auburg,A252
Auegau (Auganagavvi),A253
Auelgau,A254
Auer von Aue; Auer von Au,A255
Auer von Herrenkirchen,A256
Auerbach,A257
Auerochs,A258
Auersbach,A259
Auersperg,A260
Aufenau,A261
Aufhausen,A262
Aufkirchen,A263
Aufsess,A264
Auga,A265
Augau,A266
Augia (algia; vallis; Tal; pays d´Auge),A267
Augsburg (Hochstift),A268
Augsburg (Reichslandvogtei),A269
Augsburg (Reichsstadt; Reichsvogteistadt),A270
Augsburg; Sankt Ulrich und Afra,A271
Augustenburg,A272
Augustgau,A273
Augustgouwe (Ougestgouwe; finis Augustinsis),A274
Auhausen; Ahausen,A275
Aulaulfispara,A276
Aulenbach,A277
Aulendorf,A278
Aulfingen ,A279
Aura,A280
Aurach,A281
Auricherland,A282
Auritz,A283
Auritz (Freiherren; Reichsritter),A284
Auschwitz,A285
Austeravia,A286
Autenried (Reichsritter) ,A287
Autenried (reichsritterschaftl. Herrschaft),A288
Auwach,A289
Avalos,A290
Avulla,A291
Ayrer zu Rosstal,A292
Baar,B001
Babenberger,B002
Babenhausen (Herrschaft; Reichsfürstentum),B003
Babenhausen (Reichsritter),B004
Babonen,B005
Bach,B006
Bach (Reichsritter),B007
Bacharat,B008
Bachenau,B009
Bachgouwe,B010
Bächingen,B011
Bachstein,B012
Backmeister,B013
Bad Mergentheim,B014
Badanachgau; Badanacgeuui (Bathinicgowe; Badeingowe),B015
Baden (Grafschaft),B016
Baden (Markgrafschaft; Kurfürstentum; Großherzogtum; Land; Landesteil),B017
Baden-Baden (Markgrafschaft),B018
Baden-Durlach,B019
Baden-Hachberg,B020
Baden(-Hachberg)-Sausenberg,B021
Badenweiler,B022
Baden-Württemberg (Land),B023
Bafel,B024
Baiern,B025
Baiersdorf,B026
Baiershofen,B027
Baindt,B028
Baldeck ,B029
Baldenstein,B030
Baldenstein; Baltenstein (Burg; Reichsritter),B031
Baldern,B032
Baldesheim,B033
Baldwile; Baldenwil,B034
Balgheim,B035
Ballenstedt,B036
Ballmertshofen,B037
Baltenstein,B038
Baltikum,B039
Baltzhofen,B040
Balvengau; Balleuan,B041
Balzheim,B042
Bamberg (Hochstift),B043
Bamberg; Domkapitel,B044
Bamberg; Dompropstei,B045
Bamberg; Kloster Sankt Klara,B046
Bamberg; Kloster Sankt Michael bzw. Kloster Michaelsberg,B047
Bamberg; Kloster Sankt Stephan,B048
Banz; Kloster,B049
Banzgau (Banzgowe),B050
Bar,B051
Barbelstein; Berwartstein,B052
Barbiano di Belgiojoso d´Este,B053
Barby,B054
Bardengau (Bardunga; Bardanga; Bardaga),B055
Bärenfeld,B056
Barense,B057
Bärenwalde; Bärwalde,B058
Bargau,B059
Bargensis pagus,B060
Barille,B061
Baringau,B062
Barmstedt,B063
Bärnegg,B064
Barr; Barre (Reichsdorf; Herrschaft),B065
Barre (Reichsdorf),B066
Bärstein; Börstingen,B067
Bartenau ?,B068
Bartenstein (Herrschaft),B069
Bartenstein (Reichsritter),B070
Barth,B071
Bartholomä,B072
Bartholomäi-Ahausen,B073
Basel (Fürstbistum; Hochstift),B074
Basel (Kanton),B075
Basel (Reichsstadt; Reichsvogtei),B076
Baselgau (Basalgouwe),B077
Basel-Landschaft,B078
basel-Stadt,B079
Bassenheim,B080
Bastheim,B081
Báthory,B082
Battenberg,B083
Batthyány,B084
Batuwa,B085
Baudissin,B086
Bauer von Eiseneck; Baur von Eiseneck,B087
Bauer von Heppenstein,B088
Bauerbach,B089
Bauffremont,B090
Baum von Baumsdorf,B091
Baumgarten-Eriskirch,B092
Baumpartner,B093
Baumsdorf,B094
Baunach (Herren),B095
Baunach (Kanton),B096
Baunach (Reichsritter),B097
Baur,B098
Baussau; Busau,B099
Bautz zu Öden und Willenbach,B100
Bautzen,B101
Bayerischer Reichskreis,B102
Bayern (Herzogtum; Kurfürstentum; Königreich; Freistaat),B103
Bayern-Burghausen ,B104
Bayern-Deggendorf,B105
Bayern-Ingolstadt,B106
Bayern-Landshut,B107
Bayern-München,B108
Bayern-Straubing,B109
Bayersdorf; Baiersdorf,B110
Bayreuth; Brandenburg-Bayreuth,B111
Beauffremont; Bauffremont,B112
Beauveau-Craon,B113
Bebenburg?,B114
Bebendorf,B115
Bebenhausen (Dorf),B116
Bebenhausen (Reichskloster),B117
Beberlohe ,B118
Bechtolsheim,B119
Beck,B120
Beckelnheim,B121
Beckers zu Westerstetten,B122
Bedburg,B123
Beeskow,B124
Begrzabern,B125
Behaim von Schwarzbach,B126
Behaim; Behem,B127
Behr,B128
Behr von Behrental,B129
Beichlingen,B130
Beier von Boppard,B131
Beilstein(Mosel) (Herrschaft),B132
Beilstein(Westerwald) (Herrschaft),B133
Beinheim,B134
Belcsem (Belsheim),B135
Belgien ,B136
Bellay,B137
Bellenz,B138
Bellersheim,B139
Bellheim,B140
Bellinzona,B141
Belluno,B142
Bemmelberg,B143
Benediktbeuern,B144
Benekendorf; Beneckendorff; Benkendorf,B145
Bengel,B146
Benkendorf,B147
Bentheim,B148
Bentheim-Bentheim,B149
Bentheim-Steinfurt,B150
Bentheim-Tecklenburg,B151
Bentheim-Tecklenburg-Rheda,B152
Bentinck,B153
Benzel zu Sternau,B154
Berg ,B155
Berg (Grafen; Herzöge; Grafschaft; Herzogtum; Großherzogtum),B156
(Limburg-)Berg,B1561
Berg (Herrschaft),B157
Berg ? (Reichsritter),B158
Berga,B159
Bergamo,B160
Berge,B161
Bergen (=P032 Perg),B162
Bergen (=S187 Schelm von Bergen (Reichsritter)),B163
Bergen; Bergen-op-Zoom,B164
Berger ,B165
Bergheim,B166
Berghes; Grimbergen; Berghes,B167
Bergrheinfeld,B168
Berihtilinpara,B169
Bering,B170
Berka,B171
Berkheim; Berckheim,B172
Berkley,B173
Berleburg,B174
Berlepsch,B175
Berlichingen,B176
Berlichingen-Rossach,B177
Berlin,B178
Berlin von Waldershub,B179
Bern (Kanton),B180
Bern (Reichsstadt; Kanton),B181
Bernau,B182
Bernburg,B183
Berneck,B184
Bernegger; Bernecker,B185
Bernerdin,B186
Bernhausen,B187
Bernheim,B188
Bernhold von Eschau,B189
Bernlohe,B190
Bernstein (Reichsritter),B191
Bernstein; Pernstein (Herrschaft),B192
Beroldingen (Freiherren; Grafen; Reichsritter),B193
Berstett,B194
Bertoldsbaar,B195
Bertram,B196
Bertrand,B197
Bertremoville,B198
Besançon (Erzstift),B199
Besançon (freie Reichsstadt),B200
Besserer,B201
Bessungen,B202
Betensis,B203
Betringen,B204
Bettendorf; Bettendorff,B205
Bettenhausen,B206
Bettingen,B207
Bettmaringen,B208
Betuwe,B209
Beulbitz,B210
Beulwitz; Beulbitz (Reichsritter),B211
Beuron; Biron,B212
Beuthen,B213
Beveland,B214
Bevern,B215
Beyer (von Boppard),B216
Bibart,B217
Biberach,B218
Biberach; Marktbiberbach,B219
Biberachzell,B220
Biberberg,B221
Biberen; Bieberehren,B222
Bibergau; Biebergau,B223
Bibert,B224
Bibligouue,B225
Bibra,B226
Bibrach,B227
Biburg,B228
Bicken,B229
Bickenbach (Herren; Herrschaft),B230
Bickenbach (Reichsritter),B231
Bidembach von Treuenfels,B232
Biebelnheim,B233
Bieber,B234
Biebergau,B235
Biel,B236
Bielitz,B237
Biesterfeld,B238
Bietgouwe (Piatahgewe; pagus Bedinsis; Bizburggau´; Bitgau),B239
Bietingen,B240
Bildhausen,B241
Billigheim,B242
Billunger,B243
Bilstein,B244
Bimbach,B245
Bingenheim,B246
Binningen,B247
Binningen (reichsritterschaftl. Ort),B248
Birckenwald,B249
Birkenfeld,B250
Birkenfels; Birckenfels,B251
Birkenwald; Birckenwald,B252
Birkig,B253
Birstein,B254
Bisanz,B255
Bischofsheim (Reichsritter),B256
Bischofsheim; Neckarbischofsheim (reichsritterschaftl. Ort),B257
Bischweiler,B258
Bisein,B259
Bissingen; Marktbissingen,B260
Bissingen-Nippenburg,B261
Bitgau (Piatahgewe; pagus Bedinsis; Bitburggau; Bitgau),B262
Bitsch; Pitsch,B263
Bittelschieß,B264
Bittenfeld,B265
Blâmont; Blankenburg (Herrschaft; Grafen),B266
Blankenburg (Burg),B267
(Regenstein-)Blankenburg (Grafschaft; Fürstentum),B268
Blankenfels,B269
Brachfeld,B270
Brechtesgarden,B271
Breckheim,B272
Brenzlau ?,B273
Blankenheim (Herrschaft),B274
Blankenheim (Grafschaft; Reichsgrafschaft),B275
Blankenheim-Gerolstein,B276
Blarer von Wartensee,B277
Bläsheim,B278
Blaubeuren,B279
Bleistein; Pleystein,B280
Blenio,B281
Blesensis (Blisinsis),B282
Bletz von Rotenstein,B283
Bliesichgouwe (Bliesgau),B284
Blieskastel; Castel,B285
Blittersdorff,B286
Bludenz,B287
Blumberg,B288
Blumegg,B289
Blumenegg,B290
Blumenfeld,B291
Blumenthal,B292
Blümlein,B293
Bobbio,B294
Bobenhausen,B295
Böbingen,B296
Bock,B297
Bock von Gerstheim; Bock von Bläsheim; Gerstheim; Obenheim,B298
Böckingen,B299
Böcklin von Böcklinsau,B300
Böcklinsau,B301
Bode,B302
Bodeck,B303
Bodeck von Ellgau; Bodeck und Ellgau,B304
Bodenlaube,B305
Bödigheim; Bödikeim; Bödigkheim,B306
Bodman zu Bodman; Bodmann,B307
Bodman zu Karegg,B308
Bodman zu Möggingen; Bodmann,B309
Bodman zu Wiechs; Bodmann zu Wiex,B310
Bodman; Bodmann,B311
Bogen,B312
Böhl,B313
Bohlingen,B314
Böhm,B315
Böhmen,B316
Bohn,B317
Boineburg,B318
Boitzenburg (Herrschaft),B319
Boizenburg (Land; Grafschaft),B320
Bolanden ,B321
Bolchen,B322
Bollenz,B323
Bömelburg,B324
Bomeneburg,B325
Bonfeld,B326
Bonn,B327
Bonndorf,B328
Bonngau (Bunnechgouue; Bunnekowe),B329
Bönnigheim,B330
Boofzheim,B331
Boos,B332
Boos von Waldeck (Freiherren; Reichsritter),B333
Boos von Waldeck und Montfort (Freiherren; Grafen; Reichsritter),B334
Bopfingen,B335
Boppard,B336
Boppart; Boppard,B337
Borgenlau (Burclaun),B338
Borhtergo,B339
Borié,B340
Borken,B341
Borkulo; Borculo,B342
Bormio,B343
Bornsatere; Bornegoo,B344
Bornstedt,B345
Borth,B346
Bose,B347
Bosenstein,B348
Botzheim,B349
Bouillon,B350
Boul,B351
Bourbon del Monte Santa Maria,B352
Bournonville,B353
Bouvinghausen,B354
Bouwinghausen,B355
Boyneburg; Boineburg (Freiherren; Reichsritter),B356
Boyneburg; Boineburg; Bomeneburg (Herren; Grafen; Herrschaft),B357
Bozen (Ballei),B358
Bozen (Grafschaft),B359
Brabant,B360
Brackenlor,B361
Brake,B362
Brakel (Herren),B363
Brakel (reichsunmittelbare Stadt?),B364
Brakel; Brackel (Reichshof bzw. Reichsdorf),B365
Brakenlohe; Brackenlor,B366
Bramberg,B367
Brand,B368
Brandau,B369
Brandeis; Brandis,B370
Brandenburg (Ballei),B371
Brandenburg (Ganberschaft),B372
Brandenburg (Hochstift),B373
Askanier in Brandenburg (Mark; Markgrafschaft; Kurfürstentum; Provinz; Land),B374
(Hohenzollern-)Brandenburg (ältere Linie),B3741
(Hohenzollern-)Brandenburg (jüngere Linie),B3742
Brandenburg (reichsritterschaftliche Herrschaft),B375
Brandenburg-Ansbach,B376
Brandenburg-Bayreuth,B377
Brandenburg-Culmbach,B378
Brandenburger zu Riet,B379
Brandenburg-Onolzbach,B380
Brandenburg-Schwedt,B381
Brandenstein(Thüringen) (Freiherren; Reichsritter),B382
Brandenstein(Schwaben) (Freiherren; Reichsritter) (=S276 Schmid von Brandenstein),B383
Brandis,B384
Brandt,B385
Brandt (Reichsritter),B386
Brandt; Brandt von Neidstein,B387
Brantz ,B388
Brasseur,B389
Braubach,B390
Braun,B391
Braun von der Heidt zu Königheim (Königkheim),B392
Brauneck; Hohenlohe-Brauneck,B393
Braunfels,B394
Braunsbach,B395
Braunschweig (Herzogtum; Freistaat),B396
Braunschweig (reichsstadtähnliche Stadt),B397
Braunschweig-Bevern,B398
Braunschweig-Celle,B399
Braunschweig-Dannenberg (ab 1634 Braunschweig-Wolfenbüttel genannt),B400
Braunschweig-Göttingen,B401
Braunschweig-Grubenhagen,B402
Braunschweig-Hannover,B403
Braunschweig-Harburg,B404
Braunschweig-Kalenberg,B405
Braunschweig-Lüneburg,B406
Braunschweig-Oels,B407
Braunschweig-Wolfenbüttel (ältere Linie),B408
Braunschweig-Wolfenbüttel (jüngere Linie),B4081
Breda,B409
Bregenz,B410
Brehna,B411
Breidbach; Breitbach,B412
Breidenbach,B413
Breidenbacher Grund,B414
Breidenstein,B415
Breisach,B416
Breisgau,B417
Breitbach,B418
Breitenbach,B419
Breiteneck,B420
Breitenstein,B421
Breitschwert (Breitschwerdt) von (und zu) Buchenbach,B422
Breittenbach; von Breittenstein,B423
Breittenstein,B424
Bremen (Erzstift; Herzogtum),B425
Bremen (freie Reichsstadt; Republik; Land),B426
Brende (Reichsritter),B427
Brendel von Homburg,B428
Brennhausen,B429
Brenzgau; Brenzegouwe (Brenzgau),B430
Brescia,B431
Breslau (Fürstbistum),B432
Breslau (Herzogtum),B433
Brettachgau; Bretahgouwe (Breitahagewe; Brettachgau),B434
Bretten,B435
Bretzenheim,B436
Breuberg,B437
Breuning von Buchenbach,B438
Brieg,B439
Brinck,B440
Brisich,B441
Brisihgouwe,B442
Brixen ,B443
Brocckingeland,B444
Brochenzell,B445
Brockdorff,B446
Broglie,B447
Broich,B448
Brokmonnaland,B449
Brömbsen,B450
Brömbser von Rüdesheim,B451
Bronckhorst (Herren),B452
Bronckhorst; Bronkhorst (Herren),B453
Bronnbach,B454
Bronnen (Herrschaft),B455
Bronnen (reichsritterschaftl. Herrschaft),B456
Bronsart; Bronstardt (Reichsritter),B457
Bronstardt (Reichsritter),B458
Bruchau (Reichsstift),B459
Bruchhausen,B460
Bruchsal,B461
Bruggen,B462
Brühl,B463
Brumath,B464
Brünn,B465
Brunnengeruuz,B466
Brunonen,B467
Bubenheim,B468
Bubenhofen,B469
Buchau (Reichsstadt),B470
Buchau (ritterschaftl. Herrschaft),B471
Buchenau,B472
Buchenbach,B473
Büchenbach (Buochinebach südw. Erlangens),B474
Buchengau (Pochonia),B475
Buches von Wasserlos; Buchs von Wasserlos,B476
Buchholz; Bucholtz,B477
Buchhorn,B478
Bucholt von Eschbach,B479
Bucholtz,B480
Bucki,B481
Büdingen,B482
Budissin,B483
Bühl,B484
Buhsgouwe,B485
Buirette von Oehlefeld (Oelefeld),B486
Bukowina,B487
Bulach; Bullach,B488
Bünau,B489
Bundenbach,B490
Bundorf,B491
Burdian,B492
Büren,B493
Burg,B494
Burgau,B495
Burgberg,B496
Burgdorf,B497
Burgenland,B498
Burger,B499
Burgfarrnbach,B500
Burgfriede,B501
Burggraf zu Heppenheim,B502
Burghaslach,B503
Burghausen (Grafen),B504
Burghausen (Reichsritter),B505
Burghausen; Kloster Sankt Maria; Maria-burghausen (Reichsritterschaft),B506
Burgheim,B507
Burgholzhausen,B508
Burgk,B509
Burgrain,B510
Burgschwalbach,B511
Burgsinn,B512
Burgund,B513
Burgundischer Reichskreis,B514
