cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,staple_year,fair_year
2016,Tulle,France,45.27,1.72,185,river north sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2020,Turnhout,Belgium,51.32,4.95,30,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
2023,Tychy,Poland,50.17,19.0,259,land baltic,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,1,0,0,,
2026,Udine,Italy,46.05,13.23,109,river mediterranean,False,True,2000.0,4000.0,7000.0,4000.0,13000.0,1,0,0,0,0,0,1,,
2029,Ulm,Germany,48.4,10.0,585,river black sea,True,True,2000.0,2000.0,7000.0,9000.0,16000.0,1,0,0,0,0,0,0,,
2032,Unna,Germany,51.53,7.68,100,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
2035,Urbino,Italy,43.72,12.63,451,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2038,Utrecht,Netherlands,52.08,5.13,1,river north sea,True,True,3000.0,3000.0,6000.0,13000.0,25000.0,1,0,0,0,0,1,0,1542.0,1127.0
2040,Uzes,France,44.02,4.42,167,river mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
2041,Vac,Hungary,47.78,19.13,113,river black sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
2043,Valence,France,44.93,4.9,106,river mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,0,1,,
2045,Valenciennes,France,50.3,3.53,33,river north sea,False,True,5000.0,7000.0,10000.0,7000.0,15000.0,1,0,0,0,0,1,0,,
2046,Valenza,Italy,45.02,8.63,125,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,
2052,Valognes,France,49.52,-1467.0,19,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
2053,Vannes,France,47.65,-2.77,1,north sea,False,True,3000.0,3000.0,4000.0,3000.0,5000.0,0,1,0,0,0,1,0,,
2055,Varallo,Italy,45.67,8.63,456,river mediterranean,False,True,1000.0,2000.0,1000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
2060,Vasto,Italy,42.12,14.7,138,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
2061,Veendam,Netherlands,53.1,6.87,2,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
2062,Velbert,Germany,51.37,7.03,230,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2070,Velletri,Italy,41.68,12.78,284,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
2071,Vendome,France,47.8,1.07,82,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
2072,Venezia,Italy,45.45,12.35,2,med,False,True,29000.0,47000.0,90000.0,55000.0,100000.0,0,1,0,0,0,0,1,,
2073,Venlo,Netherlands,51.4,6.17,21,river north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,1343.0,1294.0
2074,Ventigmiglia,Italy,43.78,7.62,1,med,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,1,0,0,0,0,1,,
2076,Vercelli,Italy,45.32,8.42,126,land mediterranean,False,True,4000.0,4000.0,5000.0,3000.0,7000.0,0,0,1,0,0,0,1,,
2077,Verden,Germany,52.92,9.22,20,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,985.0
2078,Verdun,France,49.17,5.4,194,river north sea,False,True,5000.0,7000.0,5000.0,3000.0,3000.0,1,0,0,0,0,1,0,,
2079,Verdun sur Garonne,France,43.85,1.23,110,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
2080,Veroli,Italy,41.68,13.43,594,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
2081,Verona,Italy,45.45,11.0,92,river mediterranean,False,True,19000.0,24000.0,30000.0,22000.0,39000.0,1,0,0,0,0,0,1,,
2082,Versailles,France,48.8,2.13,135,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
2083,Verviers,Belgium,50.58,5.87,250,river north sea,True,True,0.0,1000.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
2084,Vesoul,France,47.63,6.17,213,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
2085,Veszprem,Hungary,47.1,17.92,260,land black sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
2086,Veurne,Belgium,51.07,2.67,3,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
2087,Vevey,Switzerland,46.47,6.85,383,river mediterranean,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
2089,Vibo Valentia,Italy,38.67,16.1,475,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
2090,Vicari,Italy,37.82,13.57,642,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
2091,Vicenza,Italy,45.55,11.55,35,river mediterranean,False,True,5000.0,7000.0,9000.0,6000.0,17000.0,1,0,0,0,0,0,1,,
2093,Vico del Gargano,Italy,41.9,15.95,462,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2095,Vienne,France,45.52,4.87,262,river mediterranean,False,True,5000.0,5000.0,4000.0,4000.0,6000.0,1,0,0,0,0,0,1,,
2096,Viersen,Germany,51.25,6.38,41,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,1560.0
2097,Vierzon,France,47.23,2.05,102,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,
2098,Vieste,Italy,41.88,16.17,43,med,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
2099,Vigevano,Italy,45.32,8.85,110,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,6000.0,0,0,1,0,0,0,1,,
2101,Vigon,Italy,44.85,7.5,160,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2107,Villafranca di Piemonte,Italy,44.78,7.55,255,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2117,Villefranche de Rouergue,France,44.35,2.03,440,river north sea,False,True,0.0,0.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
2118,Villefranche sur Saone,France,45.98,4.72,167,river mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
2120,Villeneuve,France,44.25,0.43,81,river north sea,False,True,0.0,0.0,1000.0,0.0,2000.0,1,0,0,0,0,1,0,,
2121,Villeurbanne,France,45.77,4.88,165,river mediterranean,False,True,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,0,0,1,,
2124,Vire,France,48.83,-0.88,85,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
2127,Viterbo,Italy,42.42,12.1,337,land mediterranean,False,True,3000.0,20000.0,9000.0,9000.0,12000.0,0,0,1,0,0,0,1,,
2129,Vitre,France,48.13,-0.88,67,river north sea,False,True,1000.0,2000.0,2000.0,4000.0,6000.0,1,0,0,0,0,1,0,,
2130,Vitry le Francois,France,48.73,4.6,92,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2131,Vittoria,Italy,36.95,14.53,161,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
2134,Vizzini,Italy,37.17,14.85,586,land mediterranean,False,True,1000.0,1000.0,1000.0,2000.0,4000.0,0,0,1,0,0,0,1,,
2136,Vlaardingen,Netherlands,51.9,4.35,1,north sea + river,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,1,0,0,0,1,0,,1270.0
2139,Vlissingen,Netherlands,51.43,3.58,1,north sea,True,True,0.0,0.0,0.0,1000.0,4000.0,0,1,0,0,0,1,0,,1368.0
2141,Voghera,Italy,44.98,9.02,96,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2142,Voiron,France,45.37,5.58,222,land mediterranean,False,True,0.0,4000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2148,Volterra,Italy,43.4,10.85,531,land mediterranean,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
2156,Walbrzych,Poland,50.78,16.28,450,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
2158,Warburg,Germany,51.48,9.17,230,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1366.0
2159,Waregem,Belgium,50.88,3.42,17,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2162,"Warszawa, Warsaw, Worszewa, Werszewa",Poland,52.25,21.0,94,river baltic,False,True,0.0,0.0,2000.0,1000.0,5000.0,1,0,0,0,1,0,0,1440.0,
2165,Wavre,Belgium,50.72,4.62,20,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
2166,Weert,Netherlands,51.25,5.72,35,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,5000.0,0,0,1,0,0,1,0,,1414.0
2167,Weimar,Germany,50.98,11.32,208,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1456.0
2168,Weissenfels,Germany,51.2,11.97,100,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,1185.0,1500.0
2170,Wels,Austria,48.17,14.03,317,river black sea,True,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,0,0,,
2171,Werden,Germany,51.38,7.0,58,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2172,Wesel,Germany,51.67,6.63,23,river north sea,True,True,1000.0,2000.0,3000.0,6000.0,6000.0,1,0,0,0,0,1,0,,1270.0
2175,Wetteren,Belgium,51.0,3.88,16,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2176,Wetzlar,Germany,50.55,8.55,148,river north sea,True,True,3000.0,4000.0,6000.0,4000.0,2000.0,1,0,0,0,0,1,0,,
2180,Wien,Austria,48.22,16.33,170,river black sea,True,True,11000.0,17000.0,20000.0,20000.0,20000.0,1,0,0,0,0,0,0,,
2181,Wiener Neustadt,Austria,47.82,16.25,265,land black sea,True,True,0.0,1000.0,3000.0,7000.0,4000.0,0,0,1,0,0,0,0,,
2182,Wiesbaden,Germany,50.08,8.23,117,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
2186,Wingene,Belgium,51.07,3.27,16,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2187,Winterswijk,Netherlands,51.97,6.73,37,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2188,Winterthur,Switzerland,47.5,8.72,439,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2189,Wismar,Germany,53.88,11.47,13,baltic,True,True,1000.0,3000.0,8000.0,6000.0,9000.0,0,1,0,0,1,0,0,1435.0,1397.0
2190,Wissembourg,France,49.03,7.95,133,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,5000.0,0,0,1,0,0,1,0,,
2191,Wittenberg,Germany,51.87,12.65,75,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,1415.0,
2192,Wolfenbuettel,Germany,52.17,10.53,77,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,1570.0
2193,Wolfsburg,Germany,52.42,10.78,63,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,1573.0
2194,Wolin,Poland,53.84,14.62,10,baltic,False,True,2000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,,
2199,Workum,Netherlands,52.95,5.43,-1,river north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2200,Worms,Germany,49.63,8.37,96,river north sea,True,True,8000.0,12000.0,17000.0,10000.0,6000.0,1,0,0,0,0,1,0,,
2201,Wroclaw,Poland,51.1,17.0,118,river baltic,False,True,1000.0,5000.0,12000.0,10000.0,25000.0,1,0,0,0,1,0,0,1274.0,
2202,Wschowa,Poland,51.8,16.32,93,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
2203,Wuelfrath,Germany,51.28,7.03,262,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1579.0
2204,Wuerzburg,Germany,49.8,9.93,186,river north sea,True,True,2000.0,5000.0,7000.0,6000.0,7000.0,1,0,0,0,0,1,0,,
2205,Wuppertal,Germany,51.27,7.22,160,river north sea,True,True,0.0,0.0,0.0,0.0,1000.0,1,0,0,0,0,1,0,,
2211,Yssingeaux,France,45.15,4.12,589,land north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
2212,Yvetot,France,49.62,0.77,83,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
2213,Zaandam,Netherlands,52.43,4.82,-2,river north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
2214,Zabrze,Poland,50.3,18.78,258,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
2216,Zagan,Poland,51.62,15.32,100,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
2221,Zamosc,Poland,50.72,23.25,212,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,
2225,Zeitz,Germany,51.05,12.13,160,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,1278.0,1252.0
2226,Zele,Belgium,51.07,4.03,6,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2229,Zerbst,Germany,51.97,12.1,67,river north sea,True,True,2000.0,4000.0,9000.0,5000.0,6000.0,1,0,0,0,0,1,0,,
2232,Zielona Gora,Poland,51.98,15.52,166,land baltic,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,,
2233,Zierikzee,Netherlands,51.63,3.92,7,north sea,True,True,1000.0,1000.0,2000.0,1000.0,4000.0,0,1,0,0,0,1,0,1531.0,1516.0
2235,Zittau,Germany,50.9,14.83,242,river baltic,True,True,0.0,1000.0,2000.0,5000.0,5000.0,1,0,0,0,1,0,0,1425.0,
2238,Zlotoryja,Poland,51.13,15.92,276,land baltic,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
2240,Zoetermeer,Netherlands,52.05,4.48,-3,land north sea,True,True,0.0,0.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,,
2243,Zomergem,Belgium,51.12,3.55,5,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2245,Zuerich,Switzerland,47.38,8.53,449,river north sea,True,True,4000.0,5000.0,6000.0,5000.0,5000.0,1,0,0,0,0,1,0,,
2246,Zutphen,Netherlands,52.13,6.2,10,river north sea,True,True,2000.0,3000.0,4000.0,6000.0,3000.0,1,0,0,0,0,1,0,,1294.0
2247,Zweibruecken,Germany,49.25,7.35,300,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2248,Zwickau,Germany,50.73,12.48,267,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
2249,Zwolle,Netherlands,52.5,6.08,1,river north sea,True,True,1000.0,2000.0,3000.0,3000.0,7000.0,1,0,0,0,0,1,0,1450.0,1265.0
2250,la Charite sur Loire,France,47.18,3.02,153,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2251,la Chaux de Fonds,Switzerland,47.1,6.83,1039,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2252,la Fleche,France,47.7,-0.08,23,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
2253,la Seyne sur Mer,France,43.18,5.88,1,med,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,,
2254,laigle,France,48.75,0.63,195,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
2255,le Cateau,France,50.1,3.55,84,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2256,le Creusot,France,46.8,4.43,316,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
2257,le Croisic,France,47.3,-2.52,1,north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,0,1,0,0,0,1,0,,
2258,le Locle,Switzerland,47.05,6.75,1047,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
2259,les Sables d' Olonne,France,46.5,-1.78,1,north sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,1,0,,
2260,s Gravenhage,Netherlands,52.08,4.27,1,river north sea,True,True,0.0,1000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,,1334.0
2261,s Hertogenbosch,Netherlands,51.7,5.3,3,river north sea,True,True,1000.0,2000.0,3000.0,9000.0,16000.0,1,0,0,0,0,1,0,1585.0,
