id,cid,lat,lon,match_dist_km,city,country,closeness,betw_topo,node_idx
1987,680.0,50.110394,8.682175,1.4455900319360342,Frankfurt am Main,Germany,0.0029045368418861824,1730.0,77
2002,682.0,50.916999,13.343914,2.1271198244854386,Freiberg,Germany,0.0028416662005132727,838.0,78
3339,863.0,51.374437,7.69752,1.3124087299461498,Iserlohn,Germany,0.002941628990978959,14.0,79
2159,711.0,51.05355,3.724503,0.5048693998296216,Gent,Belgium,0.0030005332397091806,0.0,80
3582,1129.0,50.00752,8.283357,1.6842391473173992,Mainz,Germany,0.0029252253904713844,478.0,81
2305,742.0,51.829716,4.974971,0.3470248133431047,Gorinchem,Netherlands,0.0033125736398047995,0.0,82
2337,746.0,51.905882,10.428955,0.8973497980362873,Goslar,Germany,0.0035174331934632727,830.0,83
2347,748.0,50.949588,10.701229,1.3157631456262204,Gotha,Germany,0.0031011992257218993,252.0,84
2602,768.0,51.291728,13.530913,1.508863220059522,Grossenhain,Germany,0.0030008873403989554,2.0,85
2671,774.0,51.951893,14.725474,3.5796276552605497,Gubin,Poland,0.003076750859332842,278.0,86
2758,790.0,51.895294,11.052109,1.334467473242703,Halberstadt,Germany,0.003473822468044402,206.0,87
2765,793.0,51.482658,11.969805,0.2958648407875068,Halle,Germany,0.003425191945812985,4132.0,88
2778,795.0,52.104508,9.356435,0.666670869381942,Hameln,Germany,0.0035605573602286,166.0,89
2781,797.0,51.681393,7.818742,1.2698118191260093,Hamm,Germany,0.003267969969034909,2150.0,90
2795,800.0,52.371646,9.736082,3.179730136419834,Hannover,Germany,0.003525345070346386,186.0,91
2807,802.0,52.350136,5.618408,1.250397612215896,Harderwijk,Netherlands,0.003121169669689011,280.0,92
2862,2249.0,52.474399,6.069561,2.9331461556768597,Zwolle,Netherlands,0.0034953247968996107,0.0,93
2945,816.0,52.227697,11.010533,1.116809383306607,Helmstedt,Germany,0.003567998641682267,0.0,94
2978,820.0,52.114175,8.671844,1.581213282697219,Herford,Germany,0.003508084677196035,1364.0,95
