nodesid,city_id,viabundus_name,bairoch_name,lat_v,lon_v,lat_b,lon_b,dist_km,match_method,confidence
8630,7148.0,Wriezen,Wriezen,52.716664,14.136035,52.721111,14.133611,0.5207404110567465,exact,0.95
8649,12140.0,Wunstorf,Wunstorf,52.426049,9.428713,52.425278,9.4241667,0.3199642827388732,exact,0.95
8655,9158.0,Wurzen,Wurzen,51.369761,12.735564,51.36972,12.735,0.039416420177058306,exact,0.95
8665,12141.0,Wustrow,Wustrow,52.924378,11.119954,52.923889,11.119166,0.07580911419962366,exact,0.95
8677,14119.0,Xanten,Xanten,51.661259,6.453491,51.662224,6.4530554,0.11143029676742126,exact,0.95
8690,11171.0,Zahna,Zahna,51.912134,12.787138,51.916111,12.785556,0.4553408021904528,exact,0.95
8709,3080.0,Sianów,Zanow,54.226403,16.291627,54.227779,16.291666,0.1530254302286401,exact,0.95
8745,7151.0,Zehdenick,Zehdenick,52.979362,13.332409,52.979168,13.332222,0.024941749224769383,exact,0.95
8763,11173.0,Zerbst,Zerbst,51.966935,12.084514,51.96389,12.085278,0.34261098057728245,exact,0.95
8807,9159.0,Zittau,Zittau,50.896066,14.805737,50.896111,14.806111,0.026703100336376847,exact,0.95
8784,7152.0,Sulęcin,Zielenzig,52.4413,15.112818,52.433334,15.1,1.2408058796078951,exact,0.95
8789,11175.0,Ziesar,Ziesar,52.26686,12.289838,52.266945,12.289444,0.028428707456341545,exact,0.95
8860,9162.0,Zwenkau,Zwenkau,51.217499,12.324122,51.217499,12.327222,0.21591125206998873,exact,0.95
12445,10093.0,Ummerstadt,Ummerstadt,50.25925,10.811673,50.259167,10.811111,0.04100401934992043,exact,0.95
8862,9163.0,Zwickau,Zwickau,50.717666,12.497177,50.718887,12.492222,0.37432850255178757,exact,0.95
8884,12103.0,Rinteln,Rinteln,52.187439,9.08,52.186943,9.0797224,0.05830921229904896,exact,0.95
8899,12090.0,Obernkirchen,Obernkirchen,52.270831,9.127808,52.27,9.1277781,0.09242550690788796,exact,0.95
8908,7074.0,Lubrza,Liebenau b. Schwiebus,52.30755,15.440522,52.305557,15.376111,4.384826021822336,exact,0.95
12447,10101.0,Zeulenroda,Zeulenroda,50.648997,11.97955,50.649166,11.979445,0.020197606172270732,exact,0.95
9287,12063.0,Hitzacker,Hitzacker,53.152931,11.048198,53.148888,11.036667,0.890717186250919,exact,0.95
9404,11010.0,Barby,Barby,51.966591,11.884691,51.952499,11.869166,1.8939357032785125,exact,0.95
12448,11017.0,Bleicherode,Bleicherode,51.43967,10.571401,51.440277,10.574445,0.2215179870786956,exact,0.95
12449,11023.0,Cochstedt,Cochstedt,51.881262,11.410375,51.880833,11.406944,0.24028749698414667,exact,0.95
6989,4039.0,Schwaan,Schwaan,53.940082,12.107348,53.939445,12.1125,0.34457442099648183,exact,0.95
9594,12067.0,Jever,Jever,53.573212,7.899329,53.575554,7.9002776,0.26784455499136395,exact,0.95
9595,12039.0,Esens,Esens,53.646706,7.611968,53.642502,7.6122222,0.46776431638398663,exact,0.95
9596,12137.0,Wittmund,Wittmund,53.575451,7.783445,53.575279,7.7800002,0.22824129437511215,exact,0.95
4377,7073.0,Lenzen,Lenzen,53.090859,11.474693,53.090832,11.474722,0.0035726570601366386,exact,0.95
9613,12124.0,Uslar,Uslar,51.658908,9.634766,51.65889,9.6344442,0.022287483265639167,exact,0.95
1258,4004.0,Crivitz,Crivitz,53.577241,11.649833,53.577778,11.648056,0.13163989056168116,exact,0.95
9616,12055.0,Hardegsen,Hardegsen,51.650328,9.828615,51.651943,9.8249998,0.30733868099014816,exact,0.95
12456,11046.0,Gerbstedt,Gerbstedt,51.631685,11.627945,51.63139,11.627778,0.03476875069137354,exact,0.95
2248,4011.0,Gnoien,Gnoien,53.968648,12.710935,53.968887,12.71,0.06668104958619413,exact,0.95
7810,2020.0,Tribsees,Tribsees,54.094489,12.757519,54.094444,12.757778,0.017615134661291484,exact,0.95
12520,11156.0,Treffurt,Treffurt,51.136545,10.237005,51.136944,10.23,0.4907547055785421,exact,0.95
9687,5001.0,Altona,Altona,53.549946,9.953678,53.549999,9.9333334,1.3440460012219566,exact,0.95
10036,10022.0,Bad Frankenhausen,Bad Frankenhausen,51.3581975,11.1002932,51.354443,11.104722,0.5185224983706016,exact,0.95
10039,11007.0,Artern,Artern,51.365128,11.291156,51.366112,11.292778,0.15700979320369526,exact,0.95
8191,4048.0,Waren,Waren,53.514513,12.68913,53.513054,12.686111,0.25722799535909063,exact,0.95
4723,4022.0,Malchin,Malchin,53.739502,12.76209,53.739166,12.761945,0.03855937937305753,exact,0.95
1740,10021.0,Eisfeld,Eisfeld,50.427083,10.907458,50.427223,10.907222,0.022843453579366096,exact,0.95
3612,11074.0,Kelbra ,Kelbra,51.435709,11.04165,51.435555,11.041389,0.024910959612850926,exact,0.95
1150,10012.0,Buttelstedt,Buttelstedt,51.075908,11.345823,51.075554,11.344722,0.08640611465799773,exact,0.95
258,2001.0,Anklam,Anklam,53.855504,13.687515,53.855278,13.692778,0.3460909341369566,exact,0.95
961,11018.0,Brehna,Brehna,51.557935,12.212277,51.55722,12.211667,0.0899965056887959,exact,0.95
10421,11120.0,Bad Sachsa,Bad Sachsa,51.594842,10.555312,51.594444,10.551945,0.23675438258918366,exact,0.95
10441,12050.0,Gronau (Leine),Gronau in Niedersachsen,52.084135,9.774801,52.086666,9.7863894,0.8403387818529812,exact,0.95
705,11016.0,Bitterfeld,Bitterfeld,51.623828,12.329957,51.625,12.324722,0.3841596943500893,exact,0.95
10543,11102.0,Nebra,Nebra,51.286707,11.577455,51.288887,11.5775,0.24242547410479226,exact,0.95
4249,11084.0,Bad Langensalza,Langensalza,51.108436,10.646098,51.106667,10.649445,0.3054415515700352,exact,0.95
10616,10048.0,Leutenberg,Leutenberg,50.563562,11.456223,50.562778,11.456944,0.10096236789192203,exact,0.95
10617,10047.0,Lehesten,Lehesten,50.47537,11.447949,50.475555,11.448055,0.021896047482293016,exact,0.95
10668,5010.0,Eutin,Eutin,54.136372,10.616694,54.138611,10.614445,0.28887366629649164,exact,0.95
1190,9017.0,Chemnitz,Chemnitz,50.832427,12.919155,50.832222,12.924167,0.3527297044113401,exact,0.95
10676,5006.0,Burg auf Fehmarn,Burg auf Fehmarn,54.436332,11.197079,54.43861,11.1975,0.25476138367573853,exact,0.95
10689,5013.0,Garding,Garding,54.329214,8.779405,54.329445,8.7788887,0.042195967080710044,exact,0.95
10692,5024.0,Krempe,Krempe,53.836629,9.489845,53.837776,9.4872227,0.21417586236916025,exact,0.95
12474,11064.0,Heldrungen,Heldrungen,51.301599,11.216977,51.299446,11.215278,0.266957077296033,exact,0.95
8379,15150.0,Wetzlar,Wetzlar,50.554355,8.501117,50.554165,8.5008335,0.029111787143084537,exact,0.95
1988,7045.0,Frankfurt (Oder),Frankfurt (Oder),52.344244,14.553598,52.341667,14.550834,0.34258857391425623,exact,0.95
10945,12051.0,Bad Grund,Bad Grund,51.81021,10.23694,51.809723,10.236667,0.057312240543930436,exact,0.95
10947,12069.0,Lautenthal,Lautenthal,51.869075,10.288928,51.869167,10.286667,0.1555735809085933,exact,0.95
10949,12132.0,Wildemann,Wildemann,51.828111,10.282772,51.827221,10.282778,0.09896448038857227,exact,0.95
10951,12003.0,Altenau,Altenau,51.803138,10.446427,51.803333,10.4475,0.07689872148617909,exact,0.95
10987,12034.0,Eldagsen,Eldagsen,52.171242,9.659175,52.171112,9.6602774,0.0765568612619668,exact,0.95
12427,10049.0,Lobeda,Lobeda,50.892455,11.60712,50.882221,11.623333,1.6088558214212023,exact,0.95
6185,3049.0,Pyrzyce,Pyritz,53.143221,14.893788,53.143055,14.893056,0.052194882553693665,exact,0.95
12441,10085.0,Bad Sulza,Bad Sulza,51.087648,11.62258,51.086945,11.623611,0.10628323689152659,exact,0.95
1377,11026.0,Delitzsch,Delitzsch,51.522412,12.332393,51.522778,12.3325,0.04136522278651515,exact,0.95
6890,10077.0,Schlotheim,Schlotheim,51.246645,10.656661,51.246113,10.658334,0.1306133612818789,exact,0.95
13808,7110.0,Rheinsberg,Rheinsberg,53.098967,12.892499,53.098888,12.891945,0.03801686450870456,exact,0.95
12189,13008.0,Barntrup,Barntrup,51.990615,9.110627,51.990002,9.1158333,0.3629507491946498,exact,0.95
2409,2009.0,Greifswald,Greifswald,54.09608,13.380983,54.095554,13.379444,0.116155748933039,exact,0.95
7671,4047.0,Teterow,Teterow,53.773493,12.575493,53.773335,12.575833,0.028422940918712468,exact,0.95
2124,11043.0,Gebesee,Gebesee,51.115228,10.93984,51.115276,10.930278,0.6674811079947137,exact,0.95
8660,7149.0,Wusterhausen (Dosse),Wusterhausen,52.890175,12.461872,52.891109,12.461945,0.10397161266963194,exact,0.95
19886,7094.0,Neustadt (Dosse),Neustadt (Dosse),52.863126,12.430537,52.856945,12.438611,0.8753274782370416,exact,0.95
6104,7104.0,Prenzlau,Prenzlau,53.313374,13.858617,53.316666,13.861944,0.42759989402805654,exact,0.95
973,12017.0,Bremen,Bremen,53.075887,8.807392,53.075832,8.8072224,0.012874761172765453,exact,0.95
9792,11070.0,Hoym,Hoym,51.784568,11.312646,51.784721,11.3125,0.019755960877271918,exact,0.95
186,10002.0,Altenburg ,Altenburg,50.985257,12.433309,50.986946,12.437222,0.33210699257329473,exact,0.95
12428,10051.0,Lucka,Lucka,51.097991,12.331588,51.097778,12.331111,0.040870878492731307,exact,0.95
12433,10069.0,Ronneburg,Ronneburg,50.862872,12.180818,50.863335,12.184722,0.27879162260623985,exact,0.95
12479,11065.0,Heringen (Helme),Heringen,51.447056,10.880676,51.446945,10.875556,0.3550358930422716,exact,0.95
1611,14022.0,Duisburg,Duisburg,51.435337,6.760599,51.433056,6.7652779,0.4117401184135831,exact,0.95
12409,10006.0,Berga (Elster),Berga a. d. Elster,50.752834,12.164333,50.753056,12.164444,0.025890950845378805,exact,0.95
8575,4053.0,Woldegk,Woldegk,53.458875,13.583439,53.458889,13.583055,0.025470528242672406,exact,0.95
8347,4050.0,Wesenberg,Wesenberg,53.281197,12.970588,53.281387,12.970278,0.02951443943486217,exact,0.95
10765,11089.0,Bad Liebenwerda,Bad Liebenwerda,51.516065,13.392922,51.515835,13.393888,0.0715691902372152,exact,0.95
3280,5019.0,Husum,Husum,54.476851,9.051543,54.476387,9.0500002,0.11223911548808117,exact,0.95
3008,11066.0,Herzberg (Elster),Herzberg (Elster),51.692362,13.235309,51.692223,13.235278,0.015603118904707714,exact,0.95
6947,7114.0,Trzcińsko-Zdrój,Schoenfliess,52.964748,14.607297,52.965279,14.6075,0.06058961895512233,exact,0.95
4858,5029.0,Meldorf,Meldorf,54.089795,9.071814,54.090832,9.0686111,0.2385969271245103,exact,0.95
4181,4019.0,Laage,Laage,53.928641,12.345623,53.927223,12.346111,0.16087917432166823,exact,0.95
7669,4046.0,Tessin,Tessin,54.027749,12.468397,54.02861,12.463056,0.3617442325344796,exact,0.95
1385,2005.0,Demmin,Demmin,53.907722,13.033486,53.905277,13.038055,0.40434114844671665,exact,0.95
628,13012.0,Bevergern,Bevergern,52.27304,7.58035,52.272499,7.5819445,0.12405261193234726,exact,0.95
3411,10039.0,Jena ,Jena,50.928178,11.588112,50.93,11.591666,0.32107046067204104,exact,0.95
1672,11032.0,Eckartsberga,Eckartsberga,51.122838,11.560138,51.122501,11.561111,0.07756076076450104,exact,0.95
8752,11172.0,Zeitz,Zeitz,51.050307,12.134652,51.050278,12.134444,0.01489280143274639,exact,0.95
140,10001.0,Allstedt,Allstedt,51.403733,11.385343,51.401669,11.384444,0.23782835395592197,exact,0.95
6731,11124.0,Sangerhausen,Sangerhausen,51.472903,11.297883,51.47361,11.298333,0.08456784729763173,exact,0.95
561,5003.0,Bergedorf,Bergedorf,53.488919,10.210533,53.487499,10.209723,0.16674319016958133,exact,0.95
10547,10098.0,Weimar,Weimar,50.980945,11.329398,50.980556,11.329722,0.04884118196171681,exact,0.95
579,7010.0,Berlin,Berlin,52.5184,13.407131,52.517502,13.405278,0.160284064399152,exact,0.95
1136,13032.0,Burgsteinfurt,Burgsteinfurt,52.147968,7.33943,52.147778,7.3394446,0.02115053851058459,exact,0.95
937,7026.0,Brójce,Braetz,52.313073,15.672555,52.316113,15.673889,0.34998470267897436,exact,0.95
5317,3041.0,Szczecinek,Neustettin,53.709511,16.693098,53.716667,16.683332,1.022840339802355,exact,0.95
11538,11166.0,Wiehe,Wiehe,51.265597,11.412381,51.267223,11.411944,0.18334178776645782,exact,0.95
10645,5051.0,Wilster,Wilster,53.921934,9.375357,53.922501,9.374444,0.08688575485102,exact,0.95
7461,2018.0,Stralsund,Stralsund,54.316002,13.090474,54.313889,13.089723,0.23995175362828589,exact,0.95
8611,11170.0,Worbis,Worbis,51.422204,10.360089,51.421944,10.358889,0.08808616656598393,exact,0.95
5165,11101.0,Naumburg (Saale),Naumburg (Saale),51.152263,11.809909,51.151943,11.809722,0.03789754701054936,exact,0.95
1770,11037.0,Ellrich,Ellrich,51.587576,10.66545,51.587502,10.665556,0.011015332862598677,exact,0.95
1529,10017.0,Dornburg,Dornburg,51.006669,11.666068,51.00639,11.665277,0.06344637317273634,exact,0.95
12408,10003.0,Apolda,Apolda,51.023561,11.515659,51.025276,11.517222,0.21981021082854327,exact,0.95
5397,11103.0,Nienburg (Saale),Nienburg (Saale),51.836327,11.768103,51.836388,11.766111,0.13703531791792756,exact,0.95
12444,10092.0,Triptis,Triptis,50.735633,11.862981,50.734722,11.865,0.17450143723770584,exact,0.95
1166,10014.0,Camburg,Camburg,51.053971,11.710844,51.053612,11.711389,0.05517823291485178,exact,0.95
17525,9020.0,Crimmitschau,Crimmitschau,50.8163089,12.3866948,50.812222,12.386666,0.45444767797882274,exact,0.95
6599,10070.0,Rudolstadt,Rudolstadt,50.720256,11.340292,50.721111,11.343611,0.25225197882888595,exact,0.95
12411,10009.0,Bad Blankenburg,Bad Blankenburg,50.684446,11.263695,50.684723,11.261389,0.1653562694816708,exact,0.95
6878,10076.0,Schleiz,Schleiz,50.577977,11.811043,50.577221,11.807222,0.28260272122891983,exact,0.95
6661,10073.0,Saalfeld (Saale),Saalfeld/Saale,50.64762,11.359971,50.648056,11.360833,0.07774494034910723,exact,0.95
6803,10075.0,Schalkau,Schalkau,50.39391,11.005973,50.393612,11.005,0.07652048458069381,exact,0.95
11494,11118.0,Ranis,Ranis,50.66169,11.564301,50.660831,11.565556,0.13018754613821723,exact,0.95
4850,10053.0,Meiningen,Meiningen,50.567664,10.415375,50.57111,10.419444,0.4789660066531008,exact,0.95
7529,11148.0,Suhl,Suhl,50.610377,10.693252,50.609444,10.686666,0.476173784728736,exact,0.95
10107,10061.0,Ohrdruf,Ohrdruf,50.828037,10.732186,50.827778,10.733055,0.06748892163168389,exact,0.95
301,10004.0,Arnstadt,Arnstadt,50.833639,10.945638,50.833057,10.946389,0.08348513754556938,exact,0.95
12414,10023.0,Friedrichroda,Friedrichsroda,50.85799,10.56426,50.860001,10.573889,0.7118891731708463,exact,0.95
8226,10096.0,Wasungen,Wasungen,50.663536,10.368918,50.663334,10.368611,0.031188776097697105,exact,0.95
12438,10081.0,Stadtilm,Stadtilm,50.775269,11.081353,50.775002,11.081388,0.029790915698754885,exact,0.95
3018,14043.0,Herzogenrath,Herzogenrath,50.867704,6.091756,50.865555,6.0891666,0.3002050542095221,exact,0.95
12469,11054.0,Apenburg,Gross Apenburg,52.709109,11.203498,52.708332,11.203333,0.08711072708371907,exact,0.95
12472,11061.0,Harzgerode,Harzgerode,51.641621,11.142476,51.640556,11.139167,0.2572228541684359,exact,0.95
12495,11082.0,Kroppenstedt,Kroppenstedt,51.941169,11.30794,51.941944,11.308611,0.09768281499545348,exact,0.95
12512,11112.0,Prettin,Prettin,51.66051,12.92272,51.661667,12.923333,0.13542264123576492,exact,0.95
12513,11117.0,Raguhn,Raguhn,51.712223,12.292231,51.708057,12.268611,1.692084886142711,exact,0.95
12516,11126.0,Schildau,Schildau,51.455785,12.930379,51.45639,12.927222,0.2288509712538364,exact,0.95
12521,11160.0,Wegeleben,Wegeleben,51.884524,11.173433,51.884998,11.172778,0.06927470572157549,exact,0.95
12519,11152.0,Teuchern,Teuchern,51.11939,12.02165,51.118332,12.021944,0.11942067703683025,exact,0.95
12833,12011.0,Bodenwerder,Bodenwerder,51.977235,9.515587,51.975834,9.5119448,0.2941159571515022,exact,0.95
13718,4012.0,Goldberg,Goldberg (Mecklenburg),53.58984,12.088587,53.590832,12.088889,0.11209191120642233,exact,0.95
13721,4032.0,Penzlin,Penzlin,53.50537,13.089346,53.50528,13.088889,0.03183660388866883,exact,0.95
13720,4024.0,Marlow,Marlow,54.154408,12.573064,54.154167,12.571111,0.1299650311992299,exact,0.95
13795,7001.0,Altlandsberg,Altlandsberg,52.564994,13.72663,52.566666,13.728056,0.20941652553315607,exact,0.95
13797,7022.0,Biesenthal,Biesenthal,52.765797,13.631308,52.765556,13.631111,0.029896724405868744,exact,0.95
13807,7107.0,Putlitz,Putlitz,53.250002,12.039793,53.24889,12.043056,0.24983650330221935,exact,0.95
13809,7111.0,Rhinow,Rhinow,52.751633,12.34417,52.750832,12.341945,0.17423642433511088,exact,0.95
13810,7119.0,Senftenberg,Senftenberg,51.519177,14.004677,51.518612,14.004167,0.0720572043938649,exact,0.95
13812,7133.0,Trzciel,Tirschtiegel,52.369504,15.881681,52.366665,15.883333,0.33501610579883334,exact,0.95
13813,7138.0,Kargowa,Unruhstadt,52.071934,15.865148,52.066666,15.866667,0.5949061169313664,exact,0.95
13947,2022.0,Usedom,Usedom,53.872938,13.919812,53.87389,13.920278,0.11017778253114438,exact,0.95
13944,2012.0,Jarmen,Jarmen,53.925441,13.342643,53.923889,13.34,0.24439798956004838,exact,0.95
13945,2013.0,Lassan,Lassan,53.949062,13.851496,53.945557,13.845,0.5767263252480248,exact,0.95
13946,2016.0,Penkun,Penkun,53.29686,14.23657,53.297779,14.235556,0.12240721306412831,exact,0.95
14202,13153.0,Wattenscheid,Wattenscheid,51.481156,7.133099,51.482498,7.1347222,0.18682161328983818,exact,0.95
14226,7054.0,Jasień,Gassen,51.751779,15.01234,51.75,15.0,0.87219996043653,exact,0.95
14312,7048.0,Friedland (Niederlausitz),Friedland (Niederlausitz),52.104186,14.262625,52.102501,14.264444,0.22481177467213284,exact,0.95
14315,7127.0,Storkow,Storkow,52.255182,13.931469,52.25528,13.931389,0.012181936557466522,exact,0.95
14374,9048.0,Groitzsch,Groitzsch,51.156692,12.278638,51.154167,12.280833,0.3197897540789802,exact,0.95
14380,9153.0,Werdau,Werdau,50.736064,12.376449,50.735832,12.378612,0.15439126118538818,exact,0.95
14385,9156.0,Wilsdruff,Wilsdruff,51.05171,13.537449,51.051945,13.537222,0.030570999020243763,exact,0.95
14449,3042.0,Nowe Warpno,Neuwarp,53.725054,14.281197,53.725277,14.279445,0.11790041287121991,exact,0.95
16381,3008.0,Bytów,Buetow,54.169434,17.489022,54.16861,17.491667,0.19503357205169647,exact,0.95
16373,3067.0,Police,Stettin-Poelitz,53.552163,14.573222,53.549999,14.570833,0.28776466790999183,exact,0.95
16379,3004.0,Banie,Bahn,53.100331,14.662516,53.099998,14.65,0.8364322092553198,exact,0.95
16380,3007.0,Bobolice,Bublitz,53.953204,16.586823,53.950001,16.583334,0.4230487061043017,exact,0.95
16383,3014.0,Widuchowa,Fiddichow,53.127938,14.386404,53.127777,14.388889,0.16676423615055455,exact,0.95
16384,3016.0,Chociwel,Freienwalde i. Pomm.,53.462484,15.333304,53.466667,15.35,1.1991052884968774,exact,0.95
16385,3024.0,Dobrzany,Jacobshagen,53.357448,15.429429,53.356945,15.428611,0.07794375333740487,exact,0.95
16386,3032.0,Krajenka,Krojanke,53.296773,16.990743,53.283333,16.983334,1.573511311012056,exact,0.95
16390,3043.0,Drawno,Neuwedell,53.219904,15.759212,53.216667,15.75,0.7111512738865624,exact,0.95
16391,3044.0,Ińsko,Noerenberg,53.436365,15.546813,53.383335,15.55,5.900457593923951,exact,0.95
16392,3075.0,Węgorzyno,Wangerin,53.537425,15.557628,53.536945,15.5575,0.054039747871493335,exact,0.95
16393,3046.0,Polanów,Pollnow,54.118905,16.685861,54.099998,16.700001,2.2955497992422496,exact,0.95
16925,15086.0,Lauterbach,Lauterbach,50.636397,9.395612,50.635555,9.3977776,0.1791423138633113,exact,0.95
16985,15148.0,Weilburg,Weilburg,50.484938,8.261021,50.484165,8.2636108,0.20239191453397154,exact,0.95
17016,15139.0,Ulrichstein,Ulrichstein,50.575886,9.192939,50.576389,9.1922226,0.07541533886763417,exact,0.95
17018,15104.0,Nidda,Nidda,50.412832,9.008408,50.413612,9.0063887,0.16731928108848065,exact,0.95
17346,9118.0,Radeberg,Radeberg,51.118152,13.922773,51.11639,13.921945,0.20427215900963983,exact,0.95
17352,9116.0,Pulsnitz,Pulsnitz,51.1818314,14.0128391,51.18222,14.014722,0.1381730571143027,exact,0.95
17357,9031.0,Elstra,Elstra,51.221662,14.133471,51.221943,14.133333,0.03269044834483565,exact,0.95
17404,11009.0,Ballenstedt,Ballenstedt,51.720768,11.240344,51.720276,11.2375,0.2034045439450142,exact,0.95
17453,11110.0,Osterfeld,Osterfeld,51.079755,11.930326,51.080555,11.932222,0.15954801566155388,exact,0.95
17543,9030.0,Elsterberg,Elsterberg i. V.,50.608265,12.168769,50.608612,12.169723,0.07759374194877808,exact,0.95
17721,10041.0,Kaltennordheim,Kaltennordheim,50.626809,10.160004,50.626667,10.156111,0.27506113949878674,exact,0.95
17900,9079.0,Lommatzsch,Lommatzsch,51.197062,13.309084,51.196388,13.308611,0.08187248754412126,exact,0.95
17995,9129.0,Bad Schandau,Bad Schandau,50.917611,14.153051,50.917221,14.154445,0.10691207734747245,exact,0.95
2167,1026.0,Zheleznodorozhnyy,Gerdauen,54.361029,21.305269,54.358334,21.322222,1.1385766466153375,alt,0.85
2265,1028.0,Gołdap,Goldap,54.30631,22.30362,54.299999,22.299999,0.7400349403309767,alt,0.85
3124,1033.0,Olsztynek,Hohenstein,53.58363,20.284886,53.583332,20.283333,0.10773748330833778,alt,0.85
3267,15070.0,Hünfeld,Huenfeld,50.673408,9.765968,50.672779,9.7688885,0.2173653795857712,alt,0.85
5454,1052.0,Krylovo,Nordenburg,54.329228,21.561023,54.333332,21.549999,0.8480248762861631,alt,0.85
7509,1071.0,Sztum,Stuhm,53.915995,19.037444,53.921665,19.033611,0.6786055180118898,alt,0.85
7722,1074.0,Sovetsk,Tilsit,55.082141,21.903648,55.083332,21.883333,1.29975898320455,alt,0.85
5964,3045.0,Płoty,Plathe,53.801587,15.266751,53.803612,15.27,0.31019761642596333,alt,0.85
8757,12025.0,Zellerfeld,Clausthal-Zellerfeld,51.819369,10.33924,51.803612,10.333055,1.802955843153594,alt,0.85
848,9012.0,Borna (Leipzig),Borna,51.123367,12.496985,51.123055,12.497222,0.0384341592718283,alt,0.85
5970,10064.0,Plaue (Gera),Plaue,50.778657,10.897783,50.778889,10.898056,0.032154895169848284,alt,0.85
11585,5012.0,Friedrichstadt,Friedrichstadt (Eider),54.375989,9.087861,54.373333,9.0877781,0.2953829383407036,alt,0.85
4453,15089.0,Limburg an der Lahn,Limburg,50.388703,8.063799,50.387222,8.0638885,0.16480211147079293,alt,0.85
127,1001.0,Druzhba,Allenburg,54.493006,21.189078,54.4925,21.192223,0.2107617630596584,alt,0.85
175,3065.0,Dąbie (Szczecin),Stettin-Altdamm,53.396627,14.666529,53.395,14.665,0.20738278474323818,alt,0.85
1175,13033.0,Castrop,Castrop-Rauxel,51.548248,7.310311,51.555557,7.3125,0.8266975575399856,alt,0.85
485,13009.0,Beckum (Werse),Beckum,51.754833,8.040517,51.755554,8.0424995,0.15826821317894738,alt,0.85
517,3006.0,Białogard,Belgard,54.004568,15.990118,54.0,15.983334,0.6742247989060172,alt,0.85
519,11011.0,Belgern (Elbe),Belgern,51.482767,13.124619,51.483055,13.124166,0.04482791430692405,alt,0.85
580,7018.0,Barlinek,Berlinchen,52.992039,15.216798,52.991665,15.215278,0.10990752421471839,alt,0.85
597,7020.0,Pełczyce,Bernstein,53.04314,15.304915,53.044445,15.302778,0.20363182997603155,alt,0.85
1411,1014.0,Iława,Dt. Eylau,53.597928,19.559106,53.599998,19.566668,0.5495214195295874,alt,0.85
1512,1015.0,Domnovo,Domnau,54.423926,20.827718,54.426109,20.826666,0.2520980873650404,alt,0.85
928,7027.0,Brandenburg (Havel),Brandenburg,52.413985,12.553797,52.408611,12.563334,0.8806395340516968,alt,0.85
1234,12025.0,Clausthal,Clausthal-Zellerfeld,51.804384,10.333526,51.803612,10.333055,0.0917482307168309,alt,0.85
2194,15043.0,Gießen,Giessen,50.586324,8.674582,50.586113,8.6747227,0.025478318030949257,alt,0.85
1413,3010.0,Wałcz,Deutsch Krone,53.270745,16.466665,53.266666,16.466667,0.45356475177315014,alt,0.85
1741,11035.0,Lutherstadt Eisleben,Eisleben,51.528307,11.546615,51.528332,11.547778,0.08050149555651735,alt,0.85
2909,1031.0,Mamonovo,Heiligenbeil,54.460577,19.939247,54.466667,19.933332,0.7776294004294372,alt,0.85
1902,3013.0,Złocieniec,Falkenburg,53.534087,16.009115,53.534443,16.008888,0.042332804560473336,alt,0.85
1985,15026.0,Frankenberg,Frankenberg (Eder),51.05931,8.801991,51.058613,8.7991667,0.21205619828308955,alt,0.85
3179,15067.0,Homberg,Homberg/Efze,51.033463,9.405479,51.032776,9.4069443,0.1278067938976233,alt,0.85
2286,7056.0,Golßen,Golssen,51.970964,13.603773,51.970276,13.602777,0.10250777916349693,alt,0.85
2362,4013.0,Grabow (Elde),Grabow,53.278957,11.563934,53.27861,11.564445,0.0514104482122267,alt,0.85
2671,7059.0,Gubin,Guben,51.951893,14.725474,51.953888,14.711945,0.9533190170925937,alt,0.85
2774,13066.0,Haltern am See,Haltern,51.743042,7.186956,51.74361,7.1869445,0.06316376837805017,alt,0.85
2781,13067.0,Hamm (Lippe),Hamm,51.681393,7.818742,51.678055,7.8169446,0.3913108251223316,alt,0.85
3081,15029.0,Höchst,Frankfurt-Hoechst,50.099162,8.54746,50.099998,8.5491667,0.15316778380221024,alt,0.85
3208,13080.0,Horn (Lippe),Horn,51.872314,8.944086,51.872776,8.9452782,0.09663468208114669,alt,0.85
3213,12065.0,Stadt Hornburg,Hornburg (Schladen-Werla),52.029779,10.605243,52.030277,10.605833,0.06852454910996073,alt,0.85
3325,1034.0,Chernyakhovsk,Insterburg,54.637991,21.810544,54.633335,21.816668,0.6506687170836537,alt,0.85
7230,13138.0,Soest (Westfalen),Soest,51.572658,8.106354,51.572498,8.1061115,0.02444175620988021,alt,0.85
3487,11021.0,Kalbe,Calbe a. d. Milde,52.650702,11.389281,52.655834,11.388889,0.571265454114255,alt,0.85
3676,15078.0,Kirchhain (Hessen),Kirchhain,50.820833,8.920158,50.820557,8.9205551,0.041473020317787344,alt,0.85
3880,3030.0,Kołobrzeg,Kolberg,54.175813,15.576246,54.175835,15.574722,0.09921583791920675,alt,0.85
4333,11087.0,Leimbach (Mansfeld),Leimbach,51.604535,11.465981,51.604443,11.463889,0.14483890157474055,alt,0.85
4495,7078.0,Lipiany,Lippehne,53.003211,14.969576,53.003056,14.969444,0.019366701073283265,alt,0.85
8513,11167.0,Lutherstadt Wittenberg,Wittenberg,51.866385,12.643187,51.866943,12.645278,0.15640637147698178,alt,0.85
4804,3039.0,Maszewo,Massow,53.496345,15.061358,53.496387,15.060278,0.07159128989067597,alt,0.85
4853,9087.0,Meißen,Meissen,51.163089,13.470449,51.159721,13.468611,0.395830351414617,alt,0.85
4914,7086.0,Meyenburg (Brandenburg),Meyenburg,53.314217,12.241767,53.314999,12.241111,0.09726333959246873,alt,0.85
