city_id,name,lat,lon,charter_year,market_year,match_km,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,cid
9070,Leipzig,51.340557,12.375,1156.0,,2.3120838945637496,3000.0,3000.0,4000.0,3000.0,7000.0,1,0,1036
9114,Planitz,50.679722,12.476111,1924.0,,5.597370226175063,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,2248
10001,Allstedt,51.401669,11.384444,1500.0,,16.57762617470067,,,,,,1,0,607
10003,Apolda,51.025276,11.517222,1308.0,,11.469738502156737,,,,,,1,0,848
10004,Arnstadt,50.833057,10.946389,1266.0,,16.078550416263706,,,,,,1,0,629
10005,Auma,50.699722,11.900833,1378.0,,19.66147805532697,,,,,,1,0,713
10007,Bad Berka,50.899445,11.283055,1414.0,,9.323882300024279,,,,,,1,0,2167
10008,Berla a. d. Werra,50.939167,10.068334,1847.0,,18.20164446263696,,,,,,1,0,605
10014,Camburg,51.053612,11.711389,1433.0,1200.0,12.375519515286761,,,,,,1,0,1310
10015,Clingen,51.233891,10.930555,1353.0,1663.0,22.142384713373204,,,,,,1,0,1007
10021,Eisfeld,50.427223,10.907222,1342.0,,20.20369931439713,,,,,,1,0,482
10022,Bad Frankenhausen,51.354443,11.104722,1282.0,,27.727395087224114,,,,,,1,0,1358
10023,Friedrichsroda,50.860001,10.573889,1597.0,1786.0,14.321892530534173,,,,,,0,0,748
10024,Gehren,50.648613,11.003333,1855.0,,20.234442360466883,,,,,,0,0,1895
10025,Geisa,50.716667,9.9497223,1300.0,,24.470217970593744,,,,,,1,0,154
10041,Kaltennordheim,50.626667,10.156111,1562.0,,19.66261313400804,,,,,,1,0,1181
10074,Bad Salzungen,50.811668,10.231944,1300.0,,17.26041395513431,,,,,,0,0,1737
11001,Aken,51.852501,12.043889,,1485.0,12.478762945972766,,,,,,0,0,950
11002,Alsleben,51.700279,11.677222,,1700.0,11.668542377099346,,,,,,1,0,232
11003,Ammendorf,51.423611,11.993055,1937.0,,6.470499910007561,,,,,,1,0,793
11008,Aschersleben,51.755833,11.455,1266.0,,0.7342630076159931,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,121
11009,Ballenstedt,51.720276,11.2375,1566.0,,10.71695784132903,,,,,,0,0,1583
11010,Barby,51.952499,11.869166,1200.0,,15.935494168320265,,,,,,1,0,2229
