cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop800,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,charter_year,market_year,first_mention,legal_family,name_loc,in_stadtebuch,in_via,staple,water
795,Hameln,Germany,52.1,9.35,68,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1200.0,1250.0,750.0,,Hameln,True,True,1.0,1
797,Hamm,Germany,51.67,7.82,63,river north sea,True,True,0.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,1226.0,,1235.0,,Hamm,True,True,0.0,1
798,Hamme,Belgium,51.1,4.13,6,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
799,Hanau,Germany,50.13,8.92,103,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,1303.0,1303.0,1143.0,,Hanau,True,True,0.0,1
800,Hannover,Germany,52.4,9.73,53,river north sea,True,True,0.0,2000.0,5000.0,5000.0,6000.0,1,0,0,0,0,1,0,,1189.0,1022.0,,Hannover,True,True,0.0,1
801,Harburg,Germany,48.78,10.68,440,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1215.0,,1092.0,,Harburg (Schwaben),True,False,,1
802,Harderwijk,Netherlands,52.35,5.6,2,north sea,True,True,0.0,1000.0,2000.0,2000.0,4000.0,0,1,0,0,0,1,0,,,,,,False,True,1.0,1
804,Harlingen,Netherlands,53.3,5.4,2,north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,0,1,0,0,0,1,0,,,,,,False,True,0.0,1
807,Hasparren,France,43.38,-1.3,7,land north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
808,Hasselt,Belgium,50.93,5.33,42,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
809,Hattingen,Germany,51.4,7.18,90,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1396.0,1359.0,990.0,,Hattingen,True,True,0.0,1
810,Hazebrouck,France,50.72,2.53,33,land north sea,False,True,0.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
811,Heerlen,Netherlands,50.9,5.98,116,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
812,Heidelberg,Germany,49.42,8.72,311,river north sea,True,True,2000.0,3000.0,10000.0,5000.0,8000.0,1,0,0,0,0,1,0,1220.0,,1196.0,,Heidelberg,True,True,0.0,1
813,Heilbronn,Germany,49.13,9.22,157,river north sea,True,True,2000.0,4000.0,5000.0,6000.0,6000.0,1,0,0,0,0,1,0,1281.0,1288.0,822.0,,Heilbronn,True,False,,1
815,Helmond,Netherlands,51.48,5.67,18,land north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
816,Helmstedt,Germany,52.22,11.0,123,land north sea,True,True,0.0,3000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,1000.0,952.0,,Helmstedt,True,True,0.0,0
817,Helsingor,Denmark,56.05,12.63,1,north sea,False,True,0.0,2000.0,2000.0,3000.0,3000.0,0,1,0,0,0,1,0,,,,,,False,True,0.0,1
820,Herford,Germany,52.1,8.67,65,river north sea,True,True,1000.0,2000.0,4000.0,2000.0,2000.0,1,0,0,0,0,1,0,1170.0,973.0,838.0,,Herford,True,True,0.0,1
821,Herisau,Switzerland,47.38,9.28,745,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
822,Herne,Germany,51.55,7.22,65,land north sea,True,True,0.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,,,800.0,,Herne,True,True,0.0,0
824,Hildesheim,Germany,52.15,9.95,129,river north sea,True,True,1000.0,5000.0,8000.0,6000.0,10000.0,1,0,0,0,0,1,0,1146.0,1000.0,815.0,,Hildesheim,True,True,0.0,1
825,Hilversum,Netherlands,52.23,5.17,5,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
827,Hodmezoevasarhely,Hungary,46.42,20.37,77,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
828,Hof,Germany,50.3,11.92,500,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,1319.0,,1160.0,H04,Hof,True,True,0.0,1
830,Hondschoote,France,50.98,2.58,5,land north sea,False,True,0.0,1000.0,2000.0,3000.0,12000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
831,Honfleur,France,49.42,0.23,1,north sea,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
832,Hoogeveen,Netherlands,52.72,6.48,12,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
833,Hoorn,Netherlands,52.63,5.07,-1,north sea,True,True,0.0,1000.0,2000.0,3000.0,6000.0,0,1,0,0,0,1,0,,,,,,False,True,1.0,1
837,Hueckeswagen,Germany,51.13,7.33,308,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,1085.0,,Hueckeswagen,True,True,0.0,1
843,Husum,Germany,54.47,9.05,14,north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,1,0,0,0,1,0,,,1252.0,,Husum,True,True,0.0,1
844,Huy,Belgium,50.52,5.23,75,river north sea,True,True,2000.0,6000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
845,Hyeres,France,43.12,6.12,1,land mediterranean,False,True,0.0,2000.0,2000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
847,Ibbenbueren,Germany,52.27,7.72,70,river north sea,True,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,1146.0,,Ibbenbueren,True,True,0.0,1
848,Iena,Germany,50.93,11.58,143,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1332.0,1300.0,881.0,,Jena,True,True,0.0,1
849,Ieper,Belgium,50.85,2.88,19,river north sea,True,True,0.0,4000.0,11000.0,10000.0,10000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
850,Iesi,Italy,43.52,13.23,97,land mediterranean,False,True,2000.0,7000.0,9000.0,6000.0,6000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
851,Iglesias,Italy,39.92,8.53,200,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
856,Imola,Italy,44.35,11.7,47,land mediterranean,False,True,2000.0,6000.0,8000.0,7000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
857,Ingolstadt,Germany,48.77,11.45,374,river black sea,True,True,1000.0,4000.0,6000.0,3000.0,4000.0,1,0,0,0,0,0,0,1242.0,1307.0,806.0,I03,Ingolstadt,True,False,,1
858,Innsbruck,Austria,47.27,11.4,562,river black sea,True,True,2000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
863,Iserlohn,Germany,51.37,7.68,247,land north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,1278.0,,1033.0,I01,Iserlohn,True,True,0.0,0
864,Isernia,Italy,41.58,14.23,423,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
865,Issoire,France,45.55,3.25,386,land north sea,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
866,Issoudun,France,46.95,2.0,151,land north sea,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
868,Itri,Italy,4129044.0,1353216.0,170,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
871,Ivrea,Italy,45.47,7.87,253,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
872,Izegem,Belgium,50.92,3.2,18,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
878,Jaroslav,Poland,50.0,22.67,208,river baltic,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,,False,True,0.0,1
880,Jaszarokzallas,Hungary,47.65,19.98,93,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
881,Jaszbereny,Hungary,47.5,19.92,97,river black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
884,Jelenia Gora,Poland,50.92,15.75,350,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1250.0,1519.0,1108.0,,Hirschberg im Riesengebirge,True,True,0.0,1
890,Joigny,France,47.98,3.4,78,river north sea,False,True,0.0,2000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
893,Kaiserslautern,Germany,49.43,7.77,251,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1276.0,985.0,800.0,K04,Kaiserslautern,True,False,,1
896,Kalisz,Poland,51.77,18.1,144,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,,False,True,1.0,1
899,Kalocsa,Hungary,46.53,18.98,89,land black sea,False,True,0.0,2000.0,2000.0,2000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
903,Kampen,Netherlands,52.55,5.9,1,north sea + river,True,True,0.0,1000.0,2000.0,5000.0,7000.0,1,1,0,0,0,1,0,,,,,,False,True,0.0,1
906,Karcag,Hungary,47.32,20.93,85,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
908,Karlsruhe,Germany,49.0,8.4,115,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,1715.0,,Karlsruhe,True,False,,1
910,Kassel,Germany,51.32,9.48,152,river north sea,True,True,0.0,3000.0,4000.0,2000.0,4000.0,1,0,0,0,0,1,0,1180.0,,913.0,K06,Kassel,True,True,1.0,1
911,Katowice,Poland,50.25,19.0,266,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,,,,,False,True,0.0,0
912,Kaufbeuren,Germany,47.88,10.62,678,river black sea,True,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,0,1286.0,1286.0,1116.0,,Kaufbeuren,True,False,,1
915,Kazimierz Dolny,Poland,51.33,21.93,200,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,,False,True,0.0,1
916,Kecskemet,Hungary,46.9,19.7,107,land black sea,False,True,0.0,0.0,0.0,1000.0,3000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
917,Kempten,Germany,47.72,10.32,674,river black sea,True,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,0,1361.0,,-63.0,,Kempten (Allgaeu),True,False,,1
927,Kiel,Germany,54.33,10.13,5,baltic + river,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,1,0,0,1,0,0,1242.0,1482.0,1200.0,,Kiel,True,True,0.0,1
928,Kielce,Poland,51.72,20.62,260,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,,,,,False,True,0.0,0
937,Kiskunfelegyhaza,Hungary,46.72,19.87,96,land black sea,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
938,Kiskunhalas,Hungary,46.43,19.5,127,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
940,Klagenfurt,Austria,46.63,14.33,441,river black sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
942,Kleve,Germany,51.8,6.18,12,river north sea,True,True,0.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,1242.0,1431.0,1000.0,,Kleve,True,True,0.0,1
943,Klodzko,Poland,50.45,16.65,292,river baltic,False,True,0.0,1000.0,1000.0,1000.0,4000.0,1,0,0,0,1,0,0,1200.0,,981.0,G10,Glatz,True,True,0.0,1
945,Kobenhaven,Denmark,55.72,12.58,1,baltic,False,True,0.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,1,0,0,,,,,,False,True,1.0,1
946,Koblenz,Germany,50.35,7.58,73,river north sea,True,True,1000.0,3000.0,4000.0,2000.0,1000.0,1,0,0,0,0,1,0,1332.0,1042.0,-9000.0,,Koblenz,True,True,1.0,1
947,Koeln,Germany,50.92,6.95,46,river north sea,True,True,4000.0,40000.0,44000.0,40000.0,45000.0,1,0,0,0,0,1,0,,1500.0,-38.0,,Koeln,True,True,1.0,1
948,Koenigswinter,Germany,50.67,7.18,80,river north sea,True,True,1000.0,2000.0,3000.0,3000.0,2000.0,1,0,0,0,0,1,0,,,1015.0,,Koenigswinter,True,True,0.0,1
949,Koeszeg,Hungary,47.38,16.55,284,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
950,Koethen,Germany,51.75,11.97,80,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,1115.0,,Koethen,True,True,0.0,0
952,Kolobrzeg,Poland,54.2,15.55,6,river baltic,False,True,0.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,1255.0,1500.0,1000.0,,Kolberg,True,True,0.0,1
957,Konstanz,Germany,47.67,9.17,405,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,900.0,-16.0,,Konstanz,True,False,,1
958,Koper,Slovenia,45.55,13.73,3,med,True,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
963,Kortrijk,Belgium,50.82,3.17,15,river north sea,True,True,2000.0,4000.0,5000.0,4000.0,6000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
966,Kostrzyn,Poland,52.62,14.65,10,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,,,,,False,True,1.0,1
967,Koszalin,Poland,54.18,16.18,30,land baltic,False,True,0.0,1000.0,1000.0,1000.0,3000.0,0,0,1,0,1,0,0,1266.0,,1214.0,,Koeslin,True,True,0.0,0
972,Krakow,Poland,50.05,19.98,233,river baltic,False,True,0.0,10000.0,10000.0,10000.0,22000.0,1,0,0,0,1,0,0,,,,,,False,True,1.0,1
975,Krefeld,Germany,513330001831055.0,656699991226196.0,37,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
979,Krempe,Germany,53.83,9.48,6,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,1240.0,,1234.0,,Krempe,True,True,1.0,0
980,Krems,Austria,48.42,15.6,203,river black sea,True,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
984,Kruishoutem,Belgium,50.9,3.52,45,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
993,Kwidzyn,Poland,53.75,18.93,42,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,1233.0,,1233.0,,Marienwerder,True,True,0.0,0
995,La Ciotat,France,43.17,5.6,1,med,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
997,La Rochelle,France,46.17,-1.17,15,north sea,False,True,0.0,2000.0,2000.0,5000.0,10000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
998,La Spezia,Italy,44.12,9.83,10,med,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1000,Lahr,Germany,48.4,7.87,170,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,1377.0,,1215.0,,Lahr,True,False,,0
1004,Lanciano,Italy,42.22,14.38,227,land mediterranean,False,True,2000.0,5000.0,7000.0,5000.0,7000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1005,Landau,Germany,49.2,8.12,142,river north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1274.0,1274.0,1250.0,L12,Landau,True,False,,1
1006,Landshut,Germany,48.52,12.17,393,river black sea,True,True,0.0,1000.0,3000.0,9000.0,8000.0,1,0,0,0,0,0,0,1204.0,1332.0,1200.0,L07,Landshut,True,False,,1
1007,Langensalza,Germany,51.12,10.67,185,river north sea,True,True,0.0,3000.0,4000.0,5000.0,4000.0,1,0,0,0,0,1,0,1212.0,1438.0,800.0,,Langensalza,True,True,0.0,1
1008,Langres,France,47.87,5.33,468,land north sea,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1009,Laon,France,49.57,3.67,80,land north sea,False,True,2000.0,5000.0,6000.0,4000.0,10000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1013,Latina,Italy,41.57,12.9,21,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1014,Lauingen,Germany,48.57,10.42,439,river black sea,True,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,0,1200.0,1500.0,750.0,,Lauingen (Donau),True,False,,1
1015,Laurenzana,Italy,40.47,15.97,850,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1016,Lauria,Italy,40.03,15.83,430,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1017,Lausanne,Switzerland,46.52,6.63,372,river mediterranean,True,True,2000.0,5000.0,6000.0,5000.0,5000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1018,Laval,France,48.07,-0.77,58,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1019,Lavaur,France,43.68,1.8,141,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1020,Le Blanc,France,46.63,1.07,100,river north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1021,Le Havre,France,49.5,0.13,4,north sea,False,True,0.0,0.0,0.0,0.0,1000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
1022,Le Mans,France,48.0,0.2,50,river north sea,False,True,2000.0,3000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1023,Le Puy,France,45.03,3.88,713,land north sea,False,True,2000.0,5000.0,6000.0,4000.0,5000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1026,Lecce,Italy,40.38,18.18,41,land mediterranean,False,True,2000.0,5000.0,7000.0,6000.0,15000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1027,Lectoure,France,43.93,0.63,68,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1030,Leer,Germany,53.23,7.43,3,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,1508.0,787.0,,Leer,True,True,0.0,1
1031,Leeuwarden,Netherlands,53.2,5.77,1,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1033,Legnica,Poland,51.22,16.15,108,land baltic,False,True,0.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,1,0,0,1242.0,,1149.0,L08,Liegnitz,True,True,0.0,0
1035,Leiden,Netherlands,52.15,4.5,-2,river north sea,True,True,0.0,2000.0,3000.0,6000.0,14000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1036,Leipzig,Germany,51.32,12.37,110,river north sea,True,True,0.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,1156.0,,1015.0,L13,Leipzig,True,True,1.0,1
1038,Lens,France,50.43,2.83,44,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
1039,Lentini,Italy,37.28,15.0,53,land mediterranean,False,True,1000.0,2000.0,2000.0,5000.0,5000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1041,Leonessa,Italy,42.57,12.97,969,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1042,Leonforte,Italy,37.63,14.4,482,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1043,Lercara,Italy,37.75,13.6,675,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1045,Leszno,Poland,51.85,16.58,90,land baltic,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,1,0,0,,,,,,False,True,0.0,0
1046,Leuven,Belgium,50.88,4.7,35,river north sea,True,True,0.0,7000.0,20000.0,17000.0,17000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
1047,Leverkusen,Germany,51.03,6.98,60,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,1107.0,,Leverkusen,True,True,0.0,1
1050,Libourne,France,44.92,-0.23,2,river north sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1051,Licata,Italy,37.08,13.93,48,med + river,False,True,2000.0,7000.0,5000.0,2000.0,3000.0,1,1,0,0,0,0,1,,,,,,False,False,,1
1053,Licodia Eubea,Italy,37.17,14.7,688,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1055,Liege,Belgium,50.63,5.57,65,river north sea,True,True,2000.0,8000.0,11000.0,15000.0,20000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1057,Lier,Belgium,51.13,4.57,3,river north sea,True,True,1000.0,1000.0,1000.0,4000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
1058,Lille,France,50.63,3.07,25,land north sea,False,True,0.0,12000.0,30000.0,22000.0,26000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
1062,Limoges,France,45.83,1.27,298,river north sea,False,True,2000.0,5000.0,4000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1063,Limoux,France,43.07,2.23,156,river mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1067,Linz,Austria,48.3,14.3,258,river black sea,True,True,1000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1069,Lippstadt,Germany,51.67,8.32,79,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,1170.0,1500.0,1129.0,L02,Lippstadt,True,True,0.0,1
1072,Lisieux,France,49.15,0.23,96,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1074,Livorno,Italy,43.55,10.32,10,med,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
1075,Ljubljana,Slovenia,46.05,14.52,298,river black sea,True,True,2000.0,3000.0,4000.0,3000.0,5000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
1078,Loches,France,47.13,1.0,97,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1079,Lodeve,France,43.72,3.32,117,river mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1080,Lodi,Italy,45.32,9.5,68,river mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,8000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1081,Lodz,Poland,51.78,19.47,162,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,,,,,False,True,0.0,0
1084,Lokeren,Belgium,5110234.0,3994066.0,3,river north sea,True,True,0.0,2000.0,3000.0,6000.0,7000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1087,Lons le saunier,France,46.67,5.55,243,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1090,Lorient,France,47.75,-3.37,6,north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,,,,,,False,False,,1
1091,Loudun,France,47.02,0.08,47,land north sea,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
1094,Louviers,France,49.22,1.17,11,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
1096,Luban,Poland,51.13,15.3,72,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,1220.0,,1200.0,,Lauban,True,True,0.0,0
1097,Lublin,Poland,51.25,22.58,168,land baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,1,0,0,,,,,,False,True,1.0,0
1098,Lucca,Italy,43.83,10.48,13,river mediterranean,False,True,3000.0,10000.0,16000.0,23000.0,30000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1100,Lucera,Italy,41.5,15.33,175,land mediterranean,False,True,2000.0,8000.0,11000.0,15000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
1101,Ludwigsburg,Germany,48.88,9.18,295,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,500.0,,Ludwigsburg,True,False,,1
1102,Ludwigshafen,Germany,49.48,8.45,95,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,1607.0,,Ludwigshafen,True,True,0.0,1
1103,Luebeck,Germany,53.87,10.67,15,baltic + river,True,True,0.0,11000.0,15000.0,17000.0,25000.0,1,1,0,0,1,0,0,1160.0,,1000.0,,Luebeck,True,True,1.0,1
1104,Lueneburg,Germany,53.25,10.42,16,river north sea,True,True,0.0,8000.0,8000.0,5000.0,12000.0,1,0,0,0,0,1,0,1142.0,,951.0,,Lueneburg,True,True,1.0,1
1105,Lugano,Switzerland,46.02,8.97,273,river mediterranean,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
1109,Lunel,France,43.68,4.13,12,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
