cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,in_via,staple_year,fair_year
828,Hof,Germany,50.3,11.92,500,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
830,Hondschoote,France,50.98,2.58,5,land north sea,False,True,0.0,1000.0,2000.0,3000.0,12000.0,0,0,1,0,0,1,0,True,,
832,Hoogeveen,Netherlands,52.72,6.48,12,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,True,,
833,Hoorn,Netherlands,52.63,5.07,-1,north sea,True,True,1000.0,1000.0,2000.0,3000.0,6000.0,0,1,0,0,0,1,0,True,1452.0,1343.0
837,Hueckeswagen,Germany,51.13,7.33,308,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
843,Husum,Germany,54.47,9.05,14,north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,1,0,0,0,1,0,True,,1493.0
844,Huy,Belgium,50.52,5.23,75,river north sea,True,True,5000.0,6000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,True,,
847,Ibbenbueren,Germany,52.27,7.72,70,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
848,Iena,Germany,50.93,11.58,143,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,1200.0
849,Ieper,Belgium,50.85,2.88,19,river north sea,True,True,2000.0,4000.0,11000.0,10000.0,10000.0,1,0,0,0,0,1,0,True,,1127.0
863,Iserlohn,Germany,51.37,7.68,247,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
872,Izegem,Belgium,50.92,3.2,18,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
878,Jaroslav,Poland,50.0,22.67,208,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
884,Jelenia Gora,Poland,50.92,15.75,350,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
896,Kalisz,Poland,51.77,18.1,144,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,1496.0,
903,Kampen,Netherlands,52.55,5.9,1,north sea + river,True,True,0.0,1000.0,2000.0,5000.0,7000.0,1,1,0,0,0,1,0,True,,
910,Kassel,Germany,51.32,9.48,152,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,1336.0,1336.0
911,Katowice,Poland,50.25,19.0,266,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,True,,
915,Kazimierz Dolny,Poland,51.33,21.93,200,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
927,Kiel,Germany,54.33,10.13,5,baltic + river,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,1,0,0,1,0,0,True,,1431.0
928,Kielce,Poland,51.72,20.62,260,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
942,Kleve,Germany,51.8,6.18,12,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,True,,1319.0
943,Klodzko,Poland,50.45,16.65,292,river baltic,False,True,1000.0,1000.0,1000.0,1000.0,4000.0,1,0,0,0,1,0,0,True,,
945,Kobenhaven,Denmark,55.72,12.58,1,baltic,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,1,0,0,True,1513.0,
946,Koblenz,Germany,50.35,7.58,73,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,1000.0,1,0,0,0,0,1,0,True,1462.0,
947,Koeln,Germany,50.92,6.95,46,river north sea,True,True,20000.0,40000.0,44000.0,40000.0,45000.0,1,0,0,0,0,1,0,True,1259.0,
948,Koenigswinter,Germany,50.67,7.18,80,river north sea,True,True,2000.0,2000.0,3000.0,3000.0,2000.0,1,0,0,0,0,1,0,True,,
950,Koethen,Germany,51.75,11.97,80,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
952,Kolobrzeg,Poland,54.2,15.55,6,river baltic,False,True,2000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,True,,1598.0
963,Kortrijk,Belgium,50.82,3.17,15,river north sea,True,True,3000.0,4000.0,5000.0,4000.0,6000.0,1,0,0,0,0,1,0,True,,
966,Kostrzyn,Poland,52.62,14.65,10,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,1424.0,
967,Koszalin,Poland,54.18,16.18,30,land baltic,False,True,0.0,1000.0,1000.0,1000.0,3000.0,0,0,1,0,1,0,0,True,,
972,Krakow,Poland,50.05,19.98,233,river baltic,False,True,5000.0,10000.0,10000.0,10000.0,22000.0,1,0,0,0,1,0,0,True,1306.0,
979,Krempe,Germany,53.83,9.48,6,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,1597.0
984,Kruishoutem,Belgium,50.9,3.52,45,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
993,Kwidzyn,Poland,53.75,18.93,42,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
1007,Langensalza,Germany,51.12,10.67,185,river north sea,True,True,2000.0,3000.0,4000.0,5000.0,4000.0,1,0,0,0,0,1,0,True,,1438.0
1030,Leer,Germany,53.23,7.43,3,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,,1508.0
1031,Leeuwarden,Netherlands,53.2,5.77,1,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,,
1033,Legnica,Poland,51.22,16.15,108,land baltic,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,1,0,0,True,,
1035,Leiden,Netherlands,52.15,4.5,-2,river north sea,True,True,2000.0,2000.0,3000.0,6000.0,14000.0,1,0,0,0,0,1,0,True,,1200.0
1036,Leipzig,Germany,51.32,12.37,110,river north sea,True,True,3000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,True,1507.0,1156.0
1038,Lens,France,50.43,2.83,44,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,1456.0
1045,Leszno,Poland,51.85,16.58,90,land baltic,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
1046,Leuven,Belgium,50.88,4.7,35,river north sea,True,True,4000.0,7000.0,20000.0,17000.0,17000.0,1,0,0,0,0,1,0,True,,1152.0
1047,Leverkusen,Germany,51.03,6.98,60,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
1055,Liege,Belgium,50.63,5.57,65,river north sea,True,True,5000.0,8000.0,11000.0,15000.0,20000.0,1,0,0,0,0,1,0,True,1369.0,1339.0
1057,Lier,Belgium,51.13,4.57,3,river north sea,True,True,1000.0,1000.0,1000.0,4000.0,5000.0,1,0,0,0,0,1,0,True,1309.0,
1058,Lille,France,50.63,3.07,25,land north sea,False,True,3000.0,12000.0,30000.0,22000.0,26000.0,0,0,1,0,0,1,0,True,,
1069,Lippstadt,Germany,51.67,8.32,79,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,,1244.0
1081,Lodz,Poland,51.78,19.47,162,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
1096,Luban,Poland,51.13,15.3,72,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
1097,Lublin,Poland,51.25,22.58,168,land baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,1,0,0,True,1493.0,
1102,Ludwigshafen,Germany,49.48,8.45,95,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,True,,
1103,Luebeck,Germany,53.87,10.67,15,baltic + river,True,True,3000.0,11000.0,15000.0,17000.0,25000.0,1,1,0,0,1,0,0,True,1417.0,
1104,Lueneburg,Germany,53.25,10.42,16,river north sea,True,True,4000.0,8000.0,8000.0,5000.0,12000.0,1,0,0,0,0,1,0,True,1365.0,1300.0
1117,Maassluis,Netherlands,51.93,4.23,4,north sea + river,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,1,0,0,0,1,0,True,,
1118,Maastricht,Netherlands,50.87,5.72,54,river north sea,True,True,3000.0,4000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,True,1500.0,1243.0
1124,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,8000.0,16000.0,15000.0,10000.0,18000.0,1,0,0,0,0,1,0,True,1309.0,1179.0
1129,Mainz,Germany,50.02,8.27,106,river north sea,True,True,7000.0,9000.0,13000.0,9000.0,6000.0,1,0,0,0,0,1,0,True,1470.0,
1133,Malbork,Poland,54.03,19.02,6,river baltic,False,True,0.0,0.0,1000.0,0.0,1000.0,1,0,0,0,1,0,0,True,,
1134,Malmedy,Belgium,50.42,6.03,344,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1142,Mannheim,Germany,49.48,8.48,95,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1148,Marburg,Germany,50.82,8.77,186,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
1152,Marienberg,Germany,50.65,13.17,620,land north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,0,1,0,0,1,0,True,,
1169,Maubeuge,France,50.28,3.97,143,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1177,Mechelen,Belgium,51.03,4.47,4,river north sea,True,True,2000.0,3000.0,15000.0,10000.0,25000.0,1,0,0,0,0,1,0,True,1369.0,
1181,Meiningen,Germany,50.57,10.42,287,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,982.0
1182,Meissen,Germany,51.17,13.47,106,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,1475.0
1189,Menen,Belgium,50.8,3.12,18,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,1351.0,1351.0
1191,Meppel,Netherlands,52.7,6.18,4,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,1460.0
1193,Merseburg,Germany,51.35,11.98,88,river north sea,True,True,3000.0,5000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,True,,
1196,Mettmann,Germany,51.25,6.97,140,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,True,,
1198,Meulebeke,Belgium,50.95,3.28,15,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1202,Middelburg,Netherlands,51.5,3.62,1,north sea + river,True,True,1000.0,3000.0,8000.0,5000.0,7000.0,1,1,0,0,0,1,0,True,1405.0,1323.0
1211,Minden,Germany,52.28,8.92,42,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,1457.0,977.0
1221,Mittweida,Germany,50.98,12.98,280,river north sea,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,True,,
1239,Mons,Belgium,50.47,3.93,30,river north sea,True,True,1000.0,2000.0,6000.0,9000.0,15000.0,1,0,0,0,0,1,0,True,,
1281,Muelheim an der Ruhr,Germany,51.42,6.83,63,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1283,Muenster,Germany,51.95,7.62,55,river north sea,True,True,6000.0,10000.0,16000.0,11000.0,10000.0,1,0,0,0,0,1,0,True,,1282.0
1300,Namur,Belgium,50.47,4.87,120,river north sea,True,True,2000.0,3000.0,5000.0,6000.0,8000.0,1,0,0,0,0,1,0,True,,
1309,Nauen,Germany,52.6,12.87,35,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,1345.0
1310,Naumburg,Germany,51.15,11.8,130,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,5000.0,1,0,0,0,0,1,0,True,,1278.0
1314,Neubrandenburg,Germany,53.55,13.25,18,river baltic,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
1318,Neuruppin,Germany,52.92,12.8,44,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,True,,1598.0
1319,Neuss,Germany,51.2,6.68,40,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,True,,1300.0
1320,Neustrelitz,Germany,53.35,13.07,73,river baltic,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,True,,
1321,Neuwied,Germany,50.42,7.45,60,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1336,Nieuwpoort,Belgium,51.13,2.75,2,north sea + river,True,True,1000.0,2000.0,5000.0,3000.0,6000.0,1,1,0,0,0,1,0,True,,
1338,Nijkerk,Netherlands,52.22,5.5,1,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1339,Nijmegen,Netherlands,51.83,5.83,46,river north sea,True,True,2000.0,3000.0,3000.0,6000.0,12000.0,1,0,0,0,0,1,0,True,,
1346,Nivelles,Belgium,50.6,4.33,148,land north sea,True,True,3000.0,4000.0,5000.0,6000.0,6000.0,0,0,1,0,0,1,0,True,,
1357,Norden,Germany,53.6,7.2,7,north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,True,,1440.0
1358,Nordhausen,Germany,51.5,10.78,180,river north sea,True,True,2000.0,3000.0,4000.0,3000.0,6000.0,1,0,0,0,0,1,0,True,,1100.0
1379,Nowy Sacz,Poland,49.65,20.67,290,river baltic,False,True,0.0,0.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
1381,Nuernberg,Germany,49.45,11.07,301,river north sea,True,True,3000.0,7000.0,14000.0,6000.0,38000.0,1,0,0,0,0,1,0,True,,
1384,Nysa,Poland,50.48,17.33,185,river baltic,False,True,1000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,True,,
1385,Oberhausen,Germany,51.47,6.87,42,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,True,,
1390,Odense,Denmark,55.4,10.38,13,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,,1086.0
1394,Offenbach,Germany,50.13,8.78,98,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1396,Oldenburg,Germany,53.15,8.22,5,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,True,1243.0,1243.0
1397,Oldenburg,Germany,54.28,10.87,8,baltic,True,True,2000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,True,,1392.0
1400,Olkusz,Poland,50.3,19.55,366,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
1404,Olsztyn,Poland,53.78,20.5,90,river baltic,False,True,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,1,0,0,True,,
1409,Opole,Poland,50.68,17.92,176,river baltic,False,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,1,0,0,True,,
1410,Oppenheim,Germany,49.85,8.35,87,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,True,,
1431,Osnabrueck,Germany,52.27,8.03,65,river north sea,True,True,6000.0,10000.0,9000.0,5000.0,6000.0,1,0,0,0,0,1,0,True,,1002.0
1433,Ostende,Belgium,51.22,2.92,34,north sea,True,True,0.0,0.0,1000.0,2000.0,3000.0,0,1,0,0,0,1,0,True,,
1439,Oudenaarde,Belgium,50.85,3.6,39,river north sea,True,True,1000.0,2000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,True,,
1444,Paderborn,Germany,51.72,8.75,110,land north sea,True,True,4000.0,7000.0,7000.0,4000.0,4000.0,0,0,1,0,0,1,0,True,,1028.0
1492,Peruwelz,Belgium,50.52,3.6,59,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1513,Pirna,Germany,50.97,13.97,118,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,1291.0,
1521,Plauen,Germany,50.5,12.13,412,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,1506.0
1523,Plock,Poland,52.55,19.72,103,river baltic,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,1,0,0,True,,
1546,Poperinge,Belgium,50.85,2.72,1,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,4000.0,0,0,1,0,0,1,0,True,,1187.0
1554,Potsdam,Germany,52.4,13.07,31,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1556,Poznan,Poland,52.42,16.92,50,river baltic,False,True,2000.0,4000.0,6000.0,4000.0,9000.0,1,0,0,0,1,0,0,True,1394.0,
1561,Prenzlau,Germany,53.32,13.87,34,river north sea,True,True,2000.0,3000.0,4000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1574,Przemysl,Poland,49.8,22.8,194,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,True,,
1583,Quedlinburg,Germany,51.8,11.15,123,land north sea,True,True,2000.0,2000.0,3000.0,2000.0,5000.0,0,0,1,0,0,1,0,True,,
1588,Radevormwald,Germany,51.2,7.35,421,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1589,Radom,Poland,51.42,21.17,130,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,1565.0,
1595,Randers,Denmark,56.47,10.05,56,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,1350.0
1599,Rawicz,Poland,51.62,16.87,100,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,True,,
1602,Recklinghausen,Germany,51.58,7.2,85,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1607,Reichenbach,Germany,50.62,12.3,380,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1609,Remscheid,Germany,51.18,7.18,365,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,1571.0
1610,Rendsburg,Germany,54.3,9.67,6,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,
1619,Rheine,Germany,52.28,7.43,35,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,,1450.0
1620,Rheydt,Germany,51.3,6.45,70,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1621,Ribe,Denmark,55.35,8.77,5,river north sea,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,1475.0,1200.0
1637,Roermond,Netherlands,51.2,6.0,22,river north sea,True,True,0.0,1000.0,2000.0,6000.0,7000.0,1,0,0,0,0,1,0,True,1372.0,1294.0
1638,Roeselare,Belgium,50.95,3.13,19,land north sea,True,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,True,,
1644,Ronse,Belgium,50.75,3.6,68,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1645,Roosendaal,Netherlands,51.53,4.47,3,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1646,Roskilde,Denmark,55.65,12.08,1,north sea,False,True,7000.0,7000.0,7000.0,5000.0,6000.0,0,1,0,0,0,1,0,True,,1200.0
1648,Rostock,Germany,54.08,12.12,14,baltic + river,True,True,1000.0,3000.0,10000.0,13000.0,10000.0,1,1,0,0,1,0,0,True,1446.0,1390.0
1652,Rothenburg ob der Tauber,Germany,49.38,10.17,430,river north sea,True,True,2000.0,3000.0,5000.0,6000.0,6000.0,1,0,0,0,0,1,0,True,,
1655,Rotterdam,Netherlands,51.92,4.47,-4,north sea + river,True,True,0.0,1000.0,1000.0,2000.0,5000.0,1,1,0,0,0,1,0,True,,1340.0
1656,Roubaix,France,50.7,3.17,17,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1663,Ruda Slaska,Poland,50.27,18.85,258,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
1665,Ruiselede,Belgium,51.05,3.4,12,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1672,Rzeszow,Poland,50.05,22.0,221,river baltic,False,True,0.0,0.0,0.0,0.0,1000.0,1,0,0,0,1,0,0,True,,
1692,Salzgitter,Germany,52.15,10.4,90,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1693,Salzwedel,Germany,52.86,11.15,19,river north sea,True,True,2000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,True,,1360.0
1710,Sandomierz,Poland,50.67,21.75,185,river baltic,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,1,0,0,True,1565.0,
1733,Schaarbeek,Belgium,50.87,4.37,43,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,True,,
1735,Schiedam,Netherlands,51.92,4.3,-1,north sea + river,True,True,0.0,1000.0,1000.0,2000.0,4000.0,1,1,0,0,0,1,0,True,,
1736,Schleswig,Germany,54.52,9.55,1,baltic,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,1,0,0,1,0,0,True,,1550.0
1737,Schmalkalden,Germany,50.72,10.43,295,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1738,Schneeberg,Germany,50.6,12.63,470,land north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1740,Schwabach,Germany,49.47,11.02,326,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,
1744,Schweinfurt,Germany,50.05,10.27,226,river north sea,True,True,0.0,1000.0,2000.0,3000.0,4000.0,1,0,0,0,0,1,0,True,,
1745,Schwerin,Germany,53.63,11.42,38,river baltic,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,1,0,0,True,,1171.0
1751,Sedan,France,49.7,4.95,183,river north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
1788,Siegen,Germany,50.87,8.03,267,land north sea,True,True,0.0,1000.0,2000.0,2000.0,3000.0,0,0,1,0,0,1,0,True,,
1806,Slupsk,Poland,54.47,17.02,18,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,1,0,0,True,,
1809,Sneek,Netherlands,53.03,5.67,6,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,1517.0,1456.0
1811,Soest,Germany,51.57,8.12,101,land north sea,True,True,6000.0,12000.0,12000.0,8000.0,10000.0,0,0,1,0,0,1,0,True,,1100.0
1813,Soignies,Belgium,50.58,4.07,84,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1817,Solingen,Germany,51.17,7.08,221,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,True,,
1819,Sollies Pont,France,50.45,3.43,39,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,0,1,True,,
1828,Sosnowiec,Poland,50.28,19.13,330,river baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,True,,
1834,Spandau,Germany,52.53,13.2,35,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,True,1450.0,
1836,Speyer,Germany,49.32,8.43,102,river north sea,True,True,5000.0,7000.0,9000.0,5000.0,13000.0,1,0,0,0,0,1,0,True,,
1841,St Amand les Eaux,France,50.45,3.43,14,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,,
1861,St Omer,France,50.75,2.25,6,river north sea,False,True,3000.0,10000.0,11000.0,7000.0,11000.0,1,0,0,0,0,1,0,True,,
1866,St-Niklaas,Belgium,51.17,4.13,13,land north sea,True,True,0.0,1000.0,1000.0,0.0,1000.0,0,0,1,0,0,1,0,True,,
1867,St-Truiden,Belgium,50.8,5.2,40,land north sea,True,True,2000.0,3000.0,5000.0,4000.0,4000.0,0,0,1,0,0,1,0,True,,
1868,Stade,Germany,53.6,9.47,9,north sea + river,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,1,0,0,0,1,0,True,1259.0,1038.0
1872,Stargard Szczecinski,Poland,53.33,15.03,20,land baltic,False,True,1000.0,1000.0,2000.0,1000.0,4000.0,0,0,1,0,1,0,0,True,,
1878,Stendal,Germany,52.6,11.85,32,river north sea,True,True,0.0,1000.0,2000.0,6000.0,6000.0,1,0,0,0,0,1,0,True,1547.0,1563.0
1886,Stralsund,Germany,54.32,13.13,9,baltic,True,True,0.0,2000.0,12000.0,15000.0,11000.0,0,1,0,0,1,0,0,True,1446.0,
1895,Suhl,Germany,50.62,10.72,422,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,True,,1544.0
1896,Sulechow,Poland,52.1,15.62,85,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,,
1902,Svendborg,Denmark,55.07,10.63,1,baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,True,,1600.0
1906,Swidnik,Poland,50.85,16.48,203,land baltic,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,1,0,0,True,,
1911,Szczecin,Poland,53.4,14.53,1,river baltic,False,True,1000.0,4000.0,6000.0,4000.0,9000.0,1,0,0,0,1,0,0,True,1283.0,
1931,Tarnow,Poland,50.02,21.0,190,land baltic,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,True,1565.0,
1941,Temse,Belgium,51.13,4.22,10,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,True,,
1952,Tiel,Netherlands,51.9,5.42,7,river north sea,True,True,3000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,True,,1447.0
